Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,taux de participation (%),Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe 02,Nom 02,Prenom 02,Nuance 02,Voix 02,Sexe 03,Nom 03,Prenom 03,Nuance 03,Voix 03,Sexe 04,Nom 04,Prenom 04,Nuance 04,Voix 04,Sexe 05,Nom 05,Prenom 05,Nuance 05,Voix 05,Sexe 06,Nom 06,Prenom 06,Nuance 06,Voix 06,Sexe 07,Nom 07,Prenom 07,Nuance 07,Voix 07,Sexe 08,Nom 08,Prenom 08,Nuance 08,Voix 08,Sexe 09,Nom 09,Prenom 09,Nuance 09,Voix 09,Sexe 10,Nom 10,Prenom 10,Nuance 10,Voix 10,Sexe 11,Nom 11,Prenom 11,Nuance 11,Voix 11,Sexe 12,Nom 12,Prenom 12,Nuance 12,Voix 12,Sexe 13,Nom 13,Prenom 13,Nuance 13,Voix 13,Sexe 14,Nom 14,Prenom 14,Nuance 14,Voix 14
46,LOT,6,CATUS,3789,674,3115,"82,21",187,2928,M,LAVERGNE,guy,COM,253,M,LABRO,J.PIERRE,SOC,1326,M,BOURAD,lounis,VEC,268,M,RAFFY,bernard,REG,326,M,MOLINIE,romuald,RPR,639,M,FERREY,jean,MNR,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,10,GOURDON,5979,1429,4550,"76,1",392,4158,M,PROVOT,yvon,COM,524,M,BONNEFOND,ETIENNE,PRG,2170,M,SCHMERBER,j.luc,UDF,1252,F,FEVRE,dominique,MNR,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,12,LABASTIDE-MURAT,1774,263,1511,"85,17",54,1457,F,SIRIEYS,danielle,COM,23,M,FOISSAC,lucien,SOC,486,M,POUJADE,christian,PRG,286,M,CHARPENTIER,vincent,VEC,91,M,BONNET,ROGER,RPR,534,M,SERRES,andré,DVD,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,14,LALBENQUE,3899,689,3210,"82,33",274,2936,M,PINSARD,paul,COM,513,M,LACAN,RAYMOND,SOC,1709,M,PASQUIER,daniel,VEC,519,M,ABAD,francis,MNR,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,15,LATRONQUIERE,2467,319,2148,"87,07",188,1960,M,DUCASTEL,Bernard,COM,67,M,GALTIE,claude,SOC,917,M,MORESTIN,j.luc,VEC,169,M,GOUDAL,rené,RPR,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,17,LIMOGNE-EN-QUERCY,2676,363,2313,"86,43",129,2184,M,BALOCHE,marc,COM,131,M,AMIGUES,GERARD,DVG,933,M,AILLET,j.marie,VEC,260,M,MERCADIER,jacques,DIV,588,M,CHARASSON,frédéric,UDF,78,M,LEROY,j.claude,DVD,140,M,DESPRATS,jacques,MNR,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,18,LIVERNON,2983,407,2576,"86,36",180,2396,M,BODI,daniel,COM,713,M,DESPEYROUX,SERGE,SOC,1043,M,COLDEFY,jacques,DVG,544,M,DURAND,j.marie,MNR,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,21,MONTCUQ,3050,536,2514,"82,43",221,2293,M,VANDERPLANCKE,jacques,COM,139,M,MAURY,DANIEL,PRG,1564,M,GRIMAL,laurent,VEC,326,F,MANDOU,mariam,MNR,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,23,PUY-L'EVEQUE,7287,1689,5598,"76,82",337,5261,M,BROUSSY,j.pierre,COM,343,M,LOLMEDE,michel,SOC,1650,M,BLADINIERES,serge,PRG,2392,M,SEGUIER,fabien,VEC,431,M,LAVEDAN DE,françois,FN,234,M,SALANIE,pierre,MNR,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,24,SAINT-CERE,5866,1305,4561,"77,75",293,4268,M,NASTORG,claude,COM,571,M,BOYER,ANDRE,PRG,2328,M,BRUNET,alexandre,RPF,1209,M,CONSTANT,honoré,FN,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,25,SAINT-GERMAIN-DU-BEL-AIR,1981,285,1696,"85,61",140,1556,M,CONSTANT,georges,COM,206,F,DEVIERS,DANIELLE,SOC,1031,M,YVERT,bernard,VEC,198,F,GOUSTARD,m.antoinette,MNR,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,27,SALVIAC,1944,346,1598,"82,2",83,1515,M,IRAGNES,gerard,COM,302,M,PERIE,YVES,SOC,813,M,DUBRULLE,alain,UDF,343,F,CAZAL,lucette,MNR,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LOT,29,VAYRAC,3485,511,2974,"85,34",97,2877,M,GUYTARD,j.pierre,COM,94,M,LEYMAT,pierre,SOC,1150,M,NOWODWORSKY,j.claude,VEC,110,M,DELRIEU,christian,DVD,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,1,AGEN-CENTRE,8235,2957,5278,"64,09",217,5061,F,FERRER,JOELLE,COM,325,F,LOUSTEAU,LUCETTE,SOC,1219,M,ORENSTEIN,MAURICE,VEC,519,M,LACAZE,PHILIPPE,RPR,1659,M,MARSAN,EDDY,DVD,226,M,ANGOTTI,GERARD,DVD,729,M,SIMON,J.MARIE,FN,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,3,ASTAFFORT,5798,1212,4586,"79,1",232,4354,M,GIBERT,FRANCOIS,COM,265,F,ESTEBAN,DANIELLE,SOC,2137,M,CONSTANS,REMI,DVD,1658,M,GAEREMYNCK,ANDRE,FN,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,7,CASTELJALOUX,5098,1123,3975,"77,97",175,3800,M,AGOSTI,ELIO,COM,509,M,NEGRE,MARC,SOC,469,M,LABROUCHE,GUY,VEC,129,M,COMBES,ANDRE,RPR,912,M,GUENIN,J.CLAUDE,DVD,1683,M,BRENIER,JEAN,FN,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,8,CASTELMORON-SUR-LOT,2702,464,2238,"82,83",97,2141,M,LAYAN,PATRICK,COM,136,M,ROMESTAN,PHILIPPE,SOC,342,M,GENESTOU,BERNARD,UDF,1477,M,CLAUSTRE,YVES,FN,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,9,CASTILLONNES,2625,443,2182,"83,12",96,2086,M,FASANINO,ETIENNE,COM,64,M,FERULLO,CHRISTIAN,SOC,860,M,YVINEC,JACQUES,UDF,994,M,HIBRAND,GERARD,DVD,69,M,COLLIARD,ANDRE,FN,64,F,BACQUET,Hélène,MNR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,12,FRANCESCAS,2152,310,1842,"85,59",83,1759,M,FARRE,JACQUES,COM,191,M,BOLLO,Y.CHRISTIAN,SOC,423,M,LUSSAGNET,J.PIERRE,RPR,310,M,LUSSAGNET,CHRISTIAN,UDF,743,M,MONSERRAT,EMILE,FN,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,15,LAPLUME,7081,1629,5452,"76,99",240,5212,M,FANLO,FRANCIS,COM,281,M,VILLES,BERNARD,SOC,1535,M,MARTY,GERARD,DVD,2888,M,GENIN,HENRI,FN,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,17,LAUZUN,7206,1603,5603,"77,75",241,5362,M,DEJEAN,ROGER,COM,383,M,COSTES,PIERRE,SOC,1063,M,RICHARD,GEORGES,RPR,1003,M,LE BOT,CYR,UDF,1072,M,MARBOUTIN,JEAN,DVD,582,M,MACOUIN,LUC,DVD,999,M,SCORAILLE DE,XAVIER,FN,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,18,LAVARDAC,6463,1566,4897,"75,77",320,4577,F,SENKOW,PATRICIA,COM,323,M,BORDIGNON,MICHEL,SOC,1018,M,LAGOIN,GILBERT,DVG,210,M,ARRIVE,MICHEL,VEC,260,M,BIANCHI,ANDRE,REG,100,M,TOURON,ANDRE,UDF,2186,M,SANCHIS,RICHARD,FN,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,20,LE-MAS-D'AGENAIS,4386,769,3617,"82,47",168,3449,M,VACQUE,YVES,COM,615,M,DALL'AGNOL,JEAN,SOC,649,M,GUIRAUD,JEAN,DVG,226,M,OUSTY,THIERRY,DVG,174,M,CONFOLENT,J.LOUIS,DVD,1553,F,BONIOL,JOSETTE,FN,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,23,MONCLAR,2990,571,2419,"80,9",89,2330,M,TONON,CLAUDE,COM,177,M,FOUGEYROLLAS,P.JEAN,SOC,618,M,CADIOT,ELIE,DVG,116,M,DUTEIL,MARCEL,DVG,264,F,JUGIE,PIERRETTE,DVD,846,M,SALLIOT,DANIEL,DVD,169,M,LABADIE,ANDRE,FN,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,25,NERAC,6993,1741,5252,"75,1",273,4979,M,DUFAU,PATRICE,COM,752,M,CAZENAVE-CAMBET,J.CLAUDE,SOC,1208,M,MALEZIEUX,MICHEL,VEC,322,M,CHAZALLON,GABRIEL,RPR,2333,F,RECULEAU,MARGUERITE,FN,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,26,PENNE-D'AGENAIS,5619,1277,4342,"77,27",209,4133,M,VICTOR,GUY,COM,574,M,BONNEILH,ANDRE,SOC,1320,M,BOISSIERE,YVES,REG,438,M,LORENZON,J.PIERRE,DVD,1484,M,ORTIS,RENE,FN,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,27,PORT-SAINTE-MARIE,6045,1420,4625,"76,51",202,4423,M,GUINGAN,SYLVIO,COM,437,M,SAUVAUD,J.FRANCOIS,SOC,811,M,SALANE,PIERRE,VEC,420,M,BOYER,J.CLAUDE,DVD,2008,M,LUSSAGNET,Patrice,DVD,283,F,GROLET,FRANCOISE,FN,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,29,PUYMIROL,4651,933,3718,"79,94",157,3561,F,BLASCO,DANIELLE,COM,108,M,COUREAU,J.LOUIS,SOC,1231,M,PERE,BERNARD,VEC,382,M,BOUEILH,MARC,RPF,1587,M,PORNIN,PHILIPPE,FN,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,31,SEYCHES,4484,773,3711,"82,76",174,3537,M,SANCHEZ,FRANCISCO,COM,176,M,CAMANI,PIERRE,SOC,1779,F,LE LANNIC,GENEVIEVE,UDF,1357,M,ROUSSELLE,MARC,FN,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,33,TOURNON-D'AGENAIS,5009,1335,3674,"73,35",198,3476,F,ANTON-IBANEZ,MONIQUE,COM,262,M,FAUX,JACQUES,SOC,967,M,BOUSQUET CASSAGNE,SERGE,RPR,641,M,LACAM,J.PIERRE,DVD,1330,M,CARRIER,MARIUS,FN,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,35,VILLEREAL,2879,470,2409,"83,67",157,2252,M,ROBINSON,WILLY,COM,70,M,VINCENT,FABIEN,SOC,447,M,BERNY,GUY,CPNT,1131,M,MARTINEZ,ALEXIS,DVD,408,M,LAPORTE,JACQUES,FN,112,M,BERSON,PIERRE,MNR,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,36,AGEN-NORD,9562,3118,6444,"67,39",288,6156,M,DISSES,J.CLAUDE,COM,343,M,POJUROWSKI,FRED,SOC,1512,F,OLIVIER,FRANCOISE,DVG,890,M,CASTAN,NORBERT,VEC,717,M,DRAPE,J.MICHEL,DVD,2087,M,BAREL,J.MARIE,FN,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOT ET GARONNE ,38,MARMANDE-OUEST,9721,3261,6460,"66,45",405,6055,M,LAPOIRE,PIERRE,COM,1329,M,GUERARD,J.BERNARD,SOC,1463,F,DELATTRE,CATHERINE,VEC,629,M,DIEFENBACHER,MICHEL,RPR,2157,M,BELMAS,GERARD,FN,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,2,BARRE-DES-CEVENNES,1099,220,879,"79,98",61,818,M,LAMY,GERARD,COM,63,M,FAISSE,CLAUDE,SOC,503,M,DAMPERAT,Philippe,VEC,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,3,LE BLEYMARD,1733,271,1462,"84,36",37,1425,M,LAFUT,Patrice,COM,48,M,DELPUECH,J.Louis,SOC,345,M,FENOUILLET,ANDRE,VEC,71,M,CASTAN,FRANCIS,DVD,203,M,GENOULHAC,Michel,DVD,196,M,BONICEL,PIERRE,DVD,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,4,LA CANOURGUE,2408,406,2002,"83,14",90,1912,F,ROUSSEL-BENOIT,Jacquotte,COM,107,M,PEUCH,PASCAL,VEC,335,M,BLANC,HENRI,DVD,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,7,FLORAC,3039,590,2449,"80,59",117,2332,M,VELAY,DANIEL,COM,341,M,GASPERIN,JACQUES,SOC,828,M,ARGILIER,ALAIN,DVG,521,M,CAUSSIGNAC,Georges,DL,359,M,GAUCH,Robert,DVD,69,M,JULIER,Thierry,DVD,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,9,GRANDRIEU,1684,217,1467,"87,11",37,1430,M,CHAZAL,J.CLAUDE,SOC,684,M,CHAZAL,André,DVD,328,M,PIGNOL,Aimé,DVD,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,12,MARVEJOLS,5526,1138,4388,"79,41",233,4155,M,LOUPIAS,Marc,COM,445,M,THOMAS,J. Paul,VEC,898,M,ROUJON,JEAN,RPR,2413,M,MATHIOT,Alain,MNR,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,13,LE MASSEGROS,802,91,711,"88,65",76,635,F,CRIBIER,Danielle,COM,89,M,POURQUIER,J.PAUL,RPR,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,14,MENDE-NORD,6250,1399,4851,"77,62",280,4571,M,BELUCH,JACQUES,COM,327,M,GARCIA,Christian,SOC,1169,M,HUGON,PIERRE,UDF,2077,M,CORRIGES,André,DVD,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,15,MEYRUEIS,1255,210,1045,"83,27",62,983,M,ARBUS,FREDY,COM,118,M,POQUET,PASCAL,SOC,241,M,POTTIER,J.PAUL,DL,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,18,SAINT-ALBAN-SUR-LIMAGNOLE,2061,258,1803,"87,48",26,1777,M,DEVIC,J. PIERRE,COM,142,M,BONHOMME,J.PAUL,DVD,1058,F,VAILLE,M. Laure,DVD,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,20,SAINT-CHELY-D'APCHER,5020,655,4365,"86,95",115,4250,M,GALVIER,GUY,COM,788,M,DENICOURT,CHARLES,RPR,1621,M,THEROND,MICHEL,DL,570,M,SARTRE,FRANCIS,DVD,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,23,SAINT-GERMAIN-DU-TEIL,2286,244,2042,"89,33",83,1959,M,BESSIERE,J. PIERRE,COM,147,M,AVIGNON,LUCIEN,DL,1110,M,REVERSAT,Gilbert,DVD,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LOZERE,25,MENDE-SUD,4238,926,3312,"78,15",88,3224,F,BORNON,Patricia,COM,91,F,ROUVIERE,JEANINE,SOC,452,M,COURTES,FRANCIS,DVG,869,M,LHUILLIER,Claude,VEC,193,M,MEISSONNIER,GEORGES,RPR,798,F,BOURGADE,REGINE,UDF,729,M,PARDIGON,J.François,FN,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,1,ANGERS-NORD-EST,18294,7859,10435,"57,04",637,9798,M,AGATOR,Christian,COM,411,M,DESBLANCS,CLAUDE,SOC,3744,F,MICHEL,Janie,VEC,1554,M,THIBAUT,Yves,RPF,2203,M,HUARD,J.François,DVD,949,M,SCHAEFFER,Michel,FN,478,M,QUELENNEC,Jean,MNR,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,2,ANGERS-EST,19068,8061,11007,"57,72",468,10539,M,TESTU,Didier,EXG,450,F,LELIEVRE,Isabelle,COM,631,M,PILET,Gérard,DVG,3964,M,DUMOULIN,Michel,VEC,1454,M,HOULLE,Daniel,UDF,3194,F,PIBOT,Maryse,FN,476,M,TREHARD,Olivier,MNR,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,3,ANGERS-CENTRE,18764,8498,10266,"54,71",336,9930,M,BARRE,Richard,COM,287,M,TAILLE,Jérôme,SOC,2009,M,MICHEL,Pierre,VEC,1764,M,CHANTEUX,François,RPR,5227,F,BRAUN,Jacqueline,FN,327,M,BIDAULT,Roland,MNR,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,5,BEAUFORT-EN-VALLEE,11849,3519,8330,"70,3",385,7945,M,DESRUES,Bernard,COM,969,M,LEGROS,Serge,DVG,1261,M,GAZEAU,Gérard,VEC,801,M,TAUGOURDEAU,J.Charles,RPR,4470,F,MAROILLE-VANHELSTRAETE,Sylvie,FN,291,M,LEMAITRE,Bernard,MNR,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,6,BEAUPREAU,19649,5987,13662,"69,53",1134,12528,M,DUPONT,Hubert,COM,1124,F,CANEVET,Mylène,SOC,1789,M,BROSSIER,Dominique,DVD,8365,M,GROS,Patrice,FN,739,M,DRILLON,Hervé,MNR,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,9,CHAMPTOCEAUX,9769,2875,6894,"70,57",524,6370,M,MENARD,Claudi,COM,526,M,CHEVALIER,Roger,UDF,5228,F,DURAFOUR,Mauricette,FN,363,M,CAZENEUVE,Jacques,MNR,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,10,CHATEAUNEUF-SUR-SARTHE,7654,2090,5564,"72,69",249,5315,M,GUILLOREL,Gérard,COM,89,M,DEZILES,J.Claude,SOC,272,M,ESNAULT,Dominique,VEC,511,M,JEANNETEAU,Paul,RPR,3125,M,CONSTANTIN,Yves,UDF,1035,M,DUCHET,Charles,FN,177,M,ROCHEFORT,Jean,MNR,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,11,CHEMILLE,10438,3343,7095,"67,97",888,6207,M,GIRARD,Laurent,COM,798,M,KASKHOUSSI,Houcine,SOC,541,M,MIGNARD,Michel,RPR,4269,F,GOUTIERRE,Marie,FN,333,M,CESCA,Pierre,MNR,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,16,LE-LION-D'ANGERS,7586,1883,5703,"75,18",318,5385,M,BEUTIER,Gilles,COM,179,M,HERVOUET,Christophe,SOC,348,M,BEGUIER,J.Noël,RPR,1201,M,BONSERGENT,J.François,UDF,1672,F,MARTIN,Françoise,DVD,815,M,DEUMIE,Bernard,DVD,935,F,BOUSSEAUD,Monique,FN,172,M,GERMENOT,J.Fernand,MNR,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,17,LONGUE-JUMELLES,9260,3202,6058,"65,42",368,5690,F,GLEMET,Nicole,COM,797,M,GRUET,René,VEC,382,M,ALPHANDERY,Edmond,UDF,3213,M,MORTIER,Frédéric,RPF,316,M,MARIONNEAU,J.Noël,DVD,553,M,LACALMETTE,René,FN,282,M,POUPONNEAU,Serge,MNR,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,18,LE LOUROUX-BECONNAIS,6068,1526,4542,"74,85",219,4323,M,DOIZON,Michel,COM,209,M,GILLOIS,Bernard,DVG,771,M,PICHAVANT,Marcel,RPR,1370,M,GATE,Pierre,DVD,493,M,POUTIER,J.Claude,DVD,1270,M,TERRIEN,Fernand,FN,136,M,ROCHEFORT,J.Léon,MNR,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,19,MONTFAUCON,16408,5091,11317,"68,97",767,10550,M,POIRIER,J.Luc,COM,1135,M,HY,Jacques,UDF,8180,M,GOUTIERRE,Philippe,FN,614,M,BAUDRY,Roger,MNR,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,20,MONTREUIL-BELLAY,9122,3045,6077,"66,62",370,5707,M,GUILLON,Patrick,COM,247,M,LOUPIAS,Paul,DVG,2110,M,BEAUMONT,Claude,UDF,1071,M,MONNIER,Dominique,DVD,1764,M,MARTIN,Francis,FN,353,M,GRIPON,Alain,MNR,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,22,NOYANT,4533,1074,3459,"76,31",142,3317,F,MEZILY-VERGER,Dannie,COM,103,M,DUQUESNOY,Dominique,SOC,178,M,TOUCHARD,JEAN,DVG,2625,M,CREMOIS,Alain,VEC,213,M,PIBOT,Ambroise,FN,138,M,BOUVIER,Romuald,MNR,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,31,SEICHES-SUR-LE-LOIR,7349,1948,5401,"73,49",307,5094,F,DAVIAU,Gwenaëlle,COM,1066,M,LAINARD,André,DVG,2285,M,BOMPAS,J.Paul,UDF,1395,M,PETITEAU,Alain,FN,220,M,CARLIER,Noël,MNR,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,32,THOUARCE,12709,3504,9205,"72,43",416,8789,M,GRUAND,Emmanuel,COM,330,F,GIRAULT,Anne,DVG,2863,M,PIRON,Michel,UDF,4955,M,CORNET,Dany,FN,378,M,JANTOT,Jacques,MNR,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,33,TIERCE,9166,2654,6512,"71,05",352,6160,M,VIGNEAULT,Boris,COM,212,M,MARCHAND,André,DVG,2001,F,DAVID,Bernadette,VEC,816,M,RENAUD,Gérard,RPR,1254,F,GROLLEAU,Michèle,UDF,1527,M,GOFFETTE,J.Michel,FN,215,M,PAPON,Michel,MNR,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,34,VIHIERS,10811,3098,7713,"71,34",595,7118,M,BERTHELEMIE,Raymond,COM,466,M,GILLET,CHRISTIAN,UDF,6061,F,MALEPRADE DE,Huguette,FN,368,M,HERNANDEZ,Michel,MNR,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,39,ANGERS-NORD,15291,5586,9705,"63,47",532,9173,F,ROSETTI,Léone,COM,766,M,ROTUREAU,J.Luc,SOC,2699,M,OUAKRIM,Djamal,DVG,687,M,QUERAUD,Didier,VEC,1273,M,GERAULT,Laurent,UDF,3080,M,GAZEAU,J.Claude,FN,424,F,BELIN,Yvette,MNR,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,40,CHOLET-3,18564,7149,11415,"61,49",653,10762,M,CERISIER,Robert,EXG,778,M,BIARDEAU,Claude,COM,754,M,GEINDREAU,J.Pierre,SOC,2361,M,MANCEAU,Michel,DVG,5859,M,RIBEAU,Auguste,FN,529,M,BLANCHANDIN,François,MNR,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAINE ET LOIRE ,41,ANGERS-NORD-OUEST,13606,5349,8257,"60,69",337,7920,F,DUPAS,M.Louise,EXG,389,M,RAVENEAU,J.Yves,COM,1548,M,CHERET,Daniel,SOC,1838,M,BULARD,Olivier,VEC,694,M,BECHU,Christophe,DL,2965,M,FLOC'H,Claude,FN,291,M,MOTTE,J.Philippe,MNR,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MANCHE,1,AVRANCHES,13755,4227,9528,"69,27",577,8951,M,PEYRY,Antoine,COM,186,M,SOUCHAL,Louis,SOC,1887,M,HUET,Guenhaël,RPR,5099,F,MARCHAND,Roselyne,DVD,977,M,LEURSON,Gérard,DVD,390,M,LE RACHINEL,Hermann,FN,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MANCHE,2,BARENTON,2666,595,2071,"77,68",155,1916,M,MOULIN,Françis,COM,127,M,GUESDON,Hubert,RPR,1556,M,LEMARQUAND,René,FN,135,M,MENARD,Patrick,MNR,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MANCHE,8,CANISY,4951,1396,3555,"71,8",284,3271,M,SIDER,Pierre,COM,262,M,POISSON,Albert,RPR,788,M,LECLER,Eric,DL,980,M,FONTAINE,Eugène,DVD,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
