Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,taux de participation (%),Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe 02,Nom 02,Prenom 02,Nuance 02,Voix 02,Sexe 03,Nom 03,Prenom 03,Nuance 03,Voix 03,Sexe 04,Nom 04,Prenom 04,Nuance 04,Voix 04,Sexe 05,Nom 05,Prenom 05,Nuance 05,Voix 05,Sexe 06,Nom 06,Prenom 06,Nuance 06,Voix 06,Sexe 07,Nom 07,Prenom 07,Nuance 07,Voix 07,Sexe 08,Nom 08,Prenom 08,Nuance 08,Voix 08,Sexe 09,Nom 09,Prenom 09,Nuance 09,Voix 09,Sexe 10,Nom 10,Prenom 10,Nuance 10,Voix 10,Sexe 11,Nom 11,Prenom 11,Nuance 11,Voix 11,Sexe 12,Nom 12,Prenom 12,Nuance 12,Voix 12,Sexe 13,Nom 13,Prenom 13,Nuance 13,Voix 13,Sexe 14,Nom 14,Prenom 14,Nuance 14,Voix 14
1,AIN,41,OYONNAX-SUD,9263,3978,5285,"57,05",237,5048,M,PUPUNAT,FRANCK,SOC,2006,M,PERRAUD,MICHEL,DVD,2113,M,DUBOUCHET,GILBERT,FN,474,M,ETIENNE,ALBERT,MNR,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AIN,42,REYRIEUX,12946,4757,8189,"63,26",290,7899,F,THETE,INGRID,COM,350,M,BERTHAUD,CHARLES,DVG,2378,F,PARTENSKY,ANNE,VEC,998,M,EYRAUD,Olivier,RPR,2943,M,LACHEISSERIE DE,J.LOUP,FN,885,M,WAHL,JACQUES,MNR,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,2,AUBENTON,2654,447,2207,"83,16",104,2103,M,DEVAUX,DIDIER,COM,291,M,DUBOIS,E.HERVE,SOC,395,F,CAPELLE,SYLVIE,VEC,50,M,NOE,BERNARD,DVD,624,M,BART,JIMMY,DVD,336,M,RENAUD,J.GUY,DVD,132,M,PERONNE,CLAUDE,DVD,165,M,CHABOT,PIERRE,FN,80,M,HUBERT,GILLES,MNR,30,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,6,LE CATELET,6176,915,5261,"85,18",227,5034,M,FROMENT,RAYMOND,COM,1909,F,MAUFROY,NELLY,SOC,1084,M,GLUCK,PHILIPPE,RPF,292,M,DUPLOUY,SYLVAIN,DVD,1210,F,MARLIER,VERONIQUE,FN,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,7,CHARLY,9396,2862,6534,"69,54",257,6277,M,PACAUD,ALAIN,COM,1049,M,DUTREIL,RENAUD,UDF,3774,M,HEMERY,ALAIN,RPF,694,F,DUCHESNE,DANIELLE,FN,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,10,CONDE-EN-BRIE,6055,1473,4582,"75,67",254,4328,M,POITEVIN,YVES,COM,250,M,PIPEAU,BERTRAND,SOC,967,M,JACQUIN,CLAUDE,DVG,653,M,REY,M.HERVE,ECO,387,F,DUPIC,JACQUELINE,DVD,1494,F,JABET,CORINNE,FN,471,M,DUCIEL,ERIC,MNR,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,11,COUCY-LE-CHATEAU-AUFFRIQUE,8144,1958,6186,"75,96",365,5821,M,DUMONT,J.CLAUDE,COM,1490,M,COMMIN-LAGNIER,J.PIERRE,MDC,996,M,LAPLACE,PATRICK,PRG,1039,M,MARTIN,HUGUES,RPR,1411,M,CHRISTOF,HARRY,FN,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,13,CRECY-SUR-SERRE,5420,1068,4352,"80,3",225,4127,M,MISMAQUE,PASCAL,SOC,1454,M,TELLIER,HERVE,DVG,641,M,FONTAINE,MAURICE,ECO,156,M,RONSIN,BERNARD,DVD,1561,M,VALLEE,HUBERT,FN,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,14,LA FERE,8249,2389,5860,"71,04",302,5558,M,CARPENTIER,MICHEL,COM,636,M,CHANTEREAUX,ALAIN,SOC,1100,M,MATHIEU,FREDERIC,DVG,787,M,DENEUVILLE,RAYMOND,RPR,2265,F,DELAHAYE,FRANCOISE,FN,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,16,GUISE,8005,2113,5892,"73,6",352,5540,F,CAHU,MICHELE,COM,322,M,CUVELIER,DANIEL,SOC,3455,F,BREL,SYLVIE,VEC,365,M,THOMASSET,FRANCOIS,RPR,889,M,MARTIN,BENOIT,FN,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,17,HIRSON,14406,5416,8990,"62,4",578,8412,M,PATRIS,MARCEL,COM,508,M,THOMAS,J.JACQUES,SOC,4966,M,CHEVIGNE,DENYS,VEC,629,M,LAGACHE,VICTOR,DVD,1502,M,LECHERTIER,JEROME,FN,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,20,MOY-DE-L'AISNE,5989,1083,4906,"81,92",295,4611,M,POLLART,CHRISTIAN,COM,177,M,ALLIOT,FREDERIC,MDC,1234,M,BETEMS,ALAIN,CPNT,517,M,TESTU,BERNARD,RPR,1436,M,CARON,JACQUES,DVD,841,M,JACQUIN,BERNARD,FN,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,22,NEUILLY-SAINT-FRONT,6689,2140,4549,"68,01",229,4320,M,BOUCHE,J.CLAUDE,EXG,308,F,GELU,BEATRICE,COM,179,M,LARCHIER,GERARD,SOC,704,F,PAUGET,SOPHIE,ECO,557,M,RIGAUD,ANDRE,UDF,1858,M,THOMAS,PIERRE,FN,575,F,LAVOIX,M.PAULE,MNR,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,24,OULCHY-LE-CHATEAU,3919,788,3131,"79,89",108,3023,M,TRYMBULSKI,JOSEPH,COM,96,M,BRIOUX,J.PIERRE,DVG,818,M,SAMYN,JACQUES,ECO,184,M,MUZART,HERVE,DVD,952,M,GENARD,MICHEL,DVD,768,F,POUILLY,GISELLE,FN,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,26,ROZOY-SUR-SERRE,5934,1200,4734,"79,78",296,4438,M,BRAEM,JOSEPH,SOC,2394,F,FONTAINE,ELIZABETH,ECO,235,M,CAUCHY,BENJAMIN,RPR,457,M,VAN RUYMBEKE,EDMOND,DVD,942,M,PALVADEAU,ALAIN,FN,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,29,SAINT-SIMON,8104,1955,6149,"75,88",293,5856,M,RENARD,ROLAND,DVG,3375,F,SAVELLI,FRANCE,RPR,1683,M,PICQUET,J.FRANCOIS,FN,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,31,SOISSONS-NORD,14490,5700,8790,"60,66",429,8361,M,DRUY,BERNARD,COM,636,M,FOURCADE,GUY,SOC,3059,M,MOREL,JEAN,DVG,1271,M,BRUNEL,ALAIN,VEC,755,M,NOLLE,HERVE,DL,1378,M,PERRINOT,PATRICK,FN,994,M,BIDEAU LE,HERVE,MNR,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,36,VILLERS-COTTERETS,9535,2996,6539,"68,58",274,6265,F,CARON,PATRICIA,SOC,1396,M,DUVAUCHELLE,RAYMOND,PRG,467,M,BRUN,PIERRE,DVG,586,M,LAVIOLETTE,MICHEL,DVD,2655,M,BRIFFAUT,FRANCK,FN,1005,M,RELIGIEUX,JACQUES,MNR,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,37,WASSIGNY,5049,979,4070,"80,61",280,3790,F,LEVERBE,ELIANE,COM,102,M,PAGNIEZ,J.CLAUDE,MDC,323,M,WATTELLE,CHARLES,SOC,1313,M,TAVERNIER,A.PAUL,DVD,672,M,PAGNI,ANTOINE,DVD,838,M,DUQUENNE,PATRICK,DVD,258,M,LELONG,JACQUES,FN,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,38,LAON-SUD,15378,5583,9795,"63,69",442,9353,M,PERNELLE,J.LOUP,EXG,510,M,DUBOIS,ALAIN,COM,327,M,DOSIERE,RENE,SOC,3096,M,TURQUIN,FRANCOIS,VEC,796,M,VANDORME,JACQUES,UDF,792,M,DRAGON,NICOLAS,DVD,375,M,LAMANT,J.CLAUDE,DVD,2746,M,SEBBE,GILBERT,FN,486,M,LA FONTAINE DE,JACQUES,MNR,225,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,40,SAINT-QUENTIN-SUD,17018,5814,11204,"65,84",562,10642,M,PAILLOT,BERNARD,EXG,884,M,MONFOURNY,SERGE,DVG,6024,M,BOUSEZ,ALEXANDRE,RPR,2463,M,LELONG,MARCEL,FN,960,F,BRULE,M.FRANCE,MNR,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,41,SOISSONS-SUD,15960,6463,9497,"59,51",393,9104,M,DEBACQ,MICHEL,COM,1087,M,CRAIGHERO,M.LOUIS,SOC,2533,M,COLLET,GILBERT,DVG,466,F,ANSART,KARINE,VEC,1085,M,TORDEUX,PASCAL,DVD,2406,M,SAINT-JUST DE,WALLERAND,FN,1265,F,LETUPPE,PAULETTE,MNR,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AISNE,42,TERGNIER,13044,5657,7387,"56,63",421,6966,M,CARREAU,MICHEL,COM,4684,F,MOREAU,DELPHINE,RPR,1264,M,DUPUIS,J.NOEL,FN,636,M,GOVILLOT,FRANCOIS,MNR,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,4,CHEVAGNES,5565,1531,4034,"72,49",255,3779,M,LOGNON,Alain,COM,1134,M,MARIDET,Roger,SOC,634,M,POTIN,J.MARIE,DVD,1789,M,SALVERT DE,Charles,FN,165,F,CENAT,Paule,MNR,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,5,COMMENTRY,6340,2071,4269,"67,33",189,4080,F,GAUTHIER,Jeanine,COM,889,M,SAINT-AMANS,Pascal,SOC,1131,M,RIBOULET,Claude,DVD,1876,F,POTIER DE COURCY,Geneviève,FN,138,M,ODIER,René,MNR,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,8,LE DONJON,4347,986,3361,"77,32",132,3229,M,DEPOIL,Jean-Claude,COM,537,M,CORTEZ,JACQUES,PRG,1645,M,GEOFFROY,Dominique,DVD,911,F,ETIENNE,Annie,FN,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,9,EBREUIL,3564,710,2854,"80,08",130,2724,M,BIDET,DOMINIQUE,COM,1209,M,ODEKERKEN,Jean-Louis,SOC,374,M,DUBOISSET,Didier,DVD,1008,M,LEONARD,Robert,FN,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,11,GANNAT,7231,1890,5341,"73,86",266,5075,F,LANARET,Lysiane,COM,452,M,HUGUET,LOUIS,SOC,2010,F,DEFAY,Anne-Marie,DVD,2234,M,BAUDRILLER,Jean-Louis,FN,237,M,DEVILLE,Serge,MNR,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,13,HURIEL,5926,1423,4503,"75,99",253,4250,M,TABUTIN,MICHEL,COM,1942,M,BOURDUT,Claude,SOC,932,F,FOURNIER,Anne-Marie,DVD,1138,F,PAULET,Sophie,FN,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,15,LAPALISSE,7406,1922,5484,"74,05",313,5171,M,PETETOT,Raymond,COM,547,M,CHASSENIEUX,Dominique,PRG,1285,M,DUCOUT,Roland,DVG,314,F,DARRAS,Florence,VEC,665,M,LE PROVOST,BERNARD,DVD,2079,F,PICHIO,Yana,FN,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,16,LURCY-LEVIS,3857,887,2970,77,181,2789,M,PEGAND,Alain,COM,891,M,ETIENNE,Jean Marc,SOC,521,M,BOURDIER,Jacques,DVD,1236,F,ESCANDE,Germaine,FN,75,M,PALACIOS,Patrick,MNR,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,20,MONTLUCON-EST,11015,3618,7397,"67,15",405,6992,M,DUBUISSON,Lucien,COM,2019,M,CHAGNON,Patrick,SOC,1383,M,DUGLERY,Daniel,DVD,3295,M,HERROU,Yves,FN,236,F,CENAT,Augustine,MNR,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,22,MONTMARAULT,6010,1405,4605,"76,62",162,4443,F,SOMMEILLER,Liliane,COM,1319,M,RIVIERE,Christian,SOC,301,M,ROJOUAN,BRUNO,DVD,2634,F,FLEUR,Jeanne,FN,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,23,MOULINS-SUD,10190,4163,6027,"59,15",251,5776,M,MAIRAL,J.CLAUDE,COM,2094,M,PANTHOU,Michel,SOC,590,M,GENDRE,Gérard,VEC,163,M,BELIGON,Christian,DVD,2393,F,TALON,Martine,DVD,183,F,SALVERT DE,Danièle,FN,276,M,CITERNE,Marcel,MNR,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,25,NEUILLY-LE-REAL,3832,928,2904,"75,78",131,2773,M,CHABANNE,Marcel,COM,316,M,MABILON,Michel,SOC,851,M,MATICHARD,Gérard,VEC,202,M,GONNOT,Lucien,DVD,1254,F,DUCRET,Annie,FN,114,M,GOULEFERT,Patrick,MNR,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,26,SAINT-POURCAIN-SUR-SIOULE,7986,2179,5807,"72,71",238,5569,M,LARONDE,Jean-Pierre,COM,846,M,MALLOT,Jean,SOC,1286,M,COULON,BERNARD,DL,3158,F,CONDE DE,Carla,FN,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,28,VARENNES-SUR-ALLIER,10838,2960,7878,"72,69",369,7509,M,COURTADON,Pierre,COM,2768,M,CADORET,Xavier,DVG,1097,M,HERNANDEZ,Jean-Claude,VEC,448,F,ALBERT-CUISSET,Elisabeth,DVD,2688,M,CHABOT DE L'ALLIER,Amaury,FN,398,M,MORILLON,Jean-Claude,MNR,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,29,VICHY-NORD,9063,3712,5351,"59,04",250,5101,M,BEAU,Michel,COM,407,F,VASSILIEFF,Marie-Thérèse,SOC,835,M,RONDEPIERRE,Daniel ,VEC,535,M,MAQUIN,GABRIEL,RPR,1976,M,ARNISSOLLE,Marcel,RPF,708,M,CONDE DE,Louis,FN,291,M,MAYADOUX,Jacques,MNR,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,31,MONTLUCON-NORD-EST,7456,2396,5060,"67,86",247,4813,F,PICANDET,NICOLE,COM,1695,M,FABRE,Vincent,VEC,552,M,DILLARD,Bernard,DVD,1272,M,DEMASSE,Jean,DVD,1008,F,VUARCHEX,Lucette,FN,191,M,BOURNET,André,MNR,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ALLIER,32,MONTLUCON-SUD,12145,3706,8439,"69,49",463,7976,M,COMBAUD,Jacques,COM,1644,M,KOTT,Frédéric,SOC,2222,M,GRAVIER,Jean,UDF,2612,M,GERINIER,André,DVD,1080,M,PICHIO,Raymond,FN,257,M,ODIER,Bruno,MNR,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES DE HAUTE PROVENCE,7,ALLOS-COLMARS,1884,320,1564,"83,01",27,1537,F,CARIGNANO,ROSELYNE,COM,85,M,LANTELME,MICHEL,DVG,485,M,BREST,GILLES,VEC,46,M,LECLERC,PATRICK,RPR,98,M,KINTS,J.PAUL,DVD,409,M,BICAIS,ROBERT,DVD,185,M,SIMIAN,CHARLES,DVD,197,M,LEJEUNE,MAX,FN,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES DE HAUTE PROVENCE,8,DIGNE-EST,6490,2438,4052,"62,43",170,3882,M,ALPHAND,ALAIN,COM,389,M,MASSETTE,RENE,SOC,1290,F,FAKIH,BRIGITTE,VEC,455,M,BREMOND,CHRISTIAN,RPR,771,M,MOULARD,J.CLAUDE,RPF,687,M,LEYDET,FRANCIS,FN,178,M,SERVAT,J.RENE,MNR,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES DE HAUTE PROVENCE,9,ENTREVAUX,1202,126,1076,"89,52",40,1036,M,BRUN,GILBERT,COM,600,M,FRAYSSE,EDOUARD,RPR,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES DE HAUTE PROVENCE,12,LE-LAUZET-UBAYE,1054,141,913,"86,62",22,891,M,RAPINE,J.PIERRE,COM,31,M,MICHEL,J.CLAUDE,SOC,497,M,CUENOT,J.CLAUDE,VEC,124,M,LANFRANCHI,MICHEL,RPR,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ALPES DE HAUTE PROVENCE,14,LES MEES,6790,1771,5019,"73,92",378,4641,M,PAUL,GERARD,COM,1118,M,BARRAS,RENE,SOC,1237,M,SIMEON,LUC,VEC,411,M,SARDELLA,SERGE,DVD,1328,M,PLANTIN DE HUGUES,GUY,FN,305,M,CAZORLA,PIERRE,MNR,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
