,Code département,département,Inscrits,Votants,Blancs et nuls,Exprimés,year,election_round,election
11475,973,GUYANE,5726,3448,123,3325,2008,t1,cantonales
11476,973,GUYANE,1785,1139,59,1080,2008,t1,cantonales
11477,973,GUYANE,895,586,20,566,2008,t1,cantonales
11478,973,GUYANE,2898,1345,123,1222,2008,t1,cantonales
11479,973,GUYANE,3169,1597,190,1407,2008,t1,cantonales
11480,973,GUYANE,7889,4394,262,4132,2008,t1,cantonales
11481,974,LA REUNION,8045,5794,151,5643,2008,t1,cantonales
11482,974,LA REUNION,4656,3709,167,3542,2008,t1,cantonales
11483,974,LA REUNION,8926,6818,330,6488,2008,t1,cantonales
11484,974,LA REUNION,3455,2780,71,2709,2008,t1,cantonales
11485,974,LA REUNION,12458,8094,492,7602,2008,t1,cantonales
11486,974,LA REUNION,7330,4219,181,4038,2008,t1,cantonales
11487,974,LA REUNION,8648,5075,235,4840,2008,t1,cantonales
11488,974,LA REUNION,8517,4778,352,4426,2008,t1,cantonales
11489,974,LA REUNION,9914,7265,288,6977,2008,t1,cantonales
11490,974,LA REUNION,10069,6892,377,6515,2008,t1,cantonales
11491,974,LA REUNION,12842,8103,495,7608,2008,t1,cantonales
11492,974,LA REUNION,15239,10582,660,9922,2008,t1,cantonales
11493,974,LA REUNION,10481,6594,413,6181,2008,t1,cantonales
11494,974,LA REUNION,12406,8497,721,7776,2008,t1,cantonales
11495,974,LA REUNION,5448,4488,123,4365,2008,t1,cantonales
11496,974,LA REUNION,14527,9951,859,9092,2008,t1,cantonales
11497,974,LA REUNION,5329,3926,110,3816,2008,t1,cantonales
11498,974,LA REUNION,9060,4703,308,4395,2008,t1,cantonales
11499,974,LA REUNION,9091,5069,325,4744,2008,t1,cantonales
11500,974,LA REUNION,9049,5151,308,4843,2008,t1,cantonales
11501,974,LA REUNION,12924,6904,562,6342,2008,t1,cantonales
11502,974,LA REUNION,15195,10120,674,9446,2008,t1,cantonales
11503,974,LA REUNION,11986,8337,727,7610,2008,t1,cantonales
11504,974,LA REUNION,8949,6065,367,5698,2008,t1,cantonales
11505,985,MAYOTTE,2926,1887,70,1817,2008,t1,cantonales
11506,985,MAYOTTE,3488,2431,47,2384,2008,t1,cantonales
11507,985,MAYOTTE,2289,1672,61,1611,2008,t1,cantonales
11508,985,MAYOTTE,5129,2478,59,2419,2008,t1,cantonales
11509,985,MAYOTTE,3522,1623,56,1567,2008,t1,cantonales
11510,985,MAYOTTE,4023,2099,66,2033,2008,t1,cantonales
11511,985,MAYOTTE,3470,1757,38,1719,2008,t1,cantonales
11512,985,MAYOTTE,4498,2800,88,2712,2008,t1,cantonales
11513,985,MAYOTTE,4684,2745,76,2669,2008,t1,cantonales
11514,985,MAYOTTE,3540,1926,63,1863,2008,t1,cantonales
11515,1,AIN,9788,6386,237,6149,2004,t1,cantonales
11516,1,AIN,9983,5825,136,5689,2004,t1,cantonales
11517,1,AIN,10953,7081,321,6760,2004,t1,cantonales
11518,1,AIN,11337,6972,302,6670,2004,t1,cantonales
11519,1,AIN,4739,2991,185,2806,2004,t1,cantonales
11520,1,AIN,14488,7634,231,7403,2004,t1,cantonales
11521,1,AIN,3410,2300,86,2214,2004,t1,cantonales
11522,1,AIN,3798,2529,72,2457,2004,t1,cantonales
11523,1,AIN,12506,7892,201,7691,2004,t1,cantonales
11524,1,AIN,7282,4384,178,4206,2004,t1,cantonales
11525,1,AIN,4558,2899,127,2772,2004,t1,cantonales
11526,1,AIN,8370,5344,203,5141,2004,t1,cantonales
11527,1,AIN,8054,4901,210,4691,2004,t1,cantonales
11528,1,AIN,4094,2622,88,2534,2004,t1,cantonales
11529,1,AIN,3714,2300,71,2229,2004,t1,cantonales
11530,1,AIN,8937,5295,217,5078,2004,t1,cantonales
11531,1,AIN,10996,6702,222,6480,2004,t1,cantonales
11532,1,AIN,6107,3869,103,3766,2004,t1,cantonales
11533,1,AIN,3065,2076,82,1994,2004,t1,cantonales
11534,1,AIN,9122,5758,146,5612,2004,t1,cantonales
11535,1,AIN,12804,7765,172,7593,2004,t1,cantonales
11536,1,AIN,11054,7351,201,7150,2004,t1,cantonales
11537,2,AISNE,7165,4650,185,4465,2004,t1,cantonales
11538,2,AISNE,10119,6679,282,6397,2004,t1,cantonales
11539,2,AISNE,7755,5111,161,4950,2004,t1,cantonales
11540,2,AISNE,6292,4273,214,4059,2004,t1,cantonales
11541,2,AISNE,18854,11506,387,11119,2004,t1,cantonales
11542,2,AISNE,16801,10291,305,9986,2004,t1,cantonales
11543,2,AISNE,4062,2960,82,2878,2004,t1,cantonales
11544,2,AISNE,6301,4257,150,4107,2004,t1,cantonales
11545,2,AISNE,9753,5944,210,5734,2004,t1,cantonales
11546,2,AISNE,5265,4019,140,3879,2004,t1,cantonales
11547,2,AISNE,6803,4409,178,4231,2004,t1,cantonales
11548,2,AISNE,4922,3314,183,3131,2004,t1,cantonales
11549,2,AISNE,6345,4285,186,4099,2004,t1,cantonales
11550,2,AISNE,3374,2491,120,2371,2004,t1,cantonales
11551,2,AISNE,12293,7469,336,7133,2004,t1,cantonales
11552,2,AISNE,7328,5008,183,4825,2004,t1,cantonales
11553,2,AISNE,7150,4804,161,4643,2004,t1,cantonales
11554,2,AISNE,7129,4972,239,4733,2004,t1,cantonales
11555,2,AISNE,6194,4353,172,4181,2004,t1,cantonales
11556,2,AISNE,7671,5112,223,4889,2004,t1,cantonales
11557,2,AISNE,15952,9875,355,9520,2004,t1,cantonales
11558,3,ALLIER,4954,3529,136,3393,2004,t1,cantonales
11559,3,ALLIER,5061,3440,172,3268,2004,t1,cantonales
11560,3,ALLIER,4249,2983,101,2882,2004,t1,cantonales
11561,3,ALLIER,8984,5944,355,5589,2004,t1,cantonales
11562,3,ALLIER,6947,4354,254,4100,2004,t1,cantonales
11563,3,ALLIER,14661,9548,480,9068,2004,t1,cantonales
11564,3,ALLIER,7051,4901,274,4627,2004,t1,cantonales
11565,3,ALLIER,3647,2405,116,2289,2004,t1,cantonales
11566,3,ALLIER,4634,3186,123,3063,2004,t1,cantonales
11567,3,ALLIER,3971,2768,134,2634,2004,t1,cantonales
11568,3,ALLIER,3918,2864,112,2752,2004,t1,cantonales
11569,3,ALLIER,9021,5497,253,5244,2004,t1,cantonales
11570,3,ALLIER,11128,6592,264,6328,2004,t1,cantonales
11571,3,ALLIER,5080,3583,141,3442,2004,t1,cantonales
11572,3,ALLIER,8263,4728,187,4541,2004,t1,cantonales
11573,3,ALLIER,12105,7884,397,7487,2004,t1,cantonales
11574,3,ALLIER,8915,5633,256,5377,2004,t1,cantonales
11575,3,ALLIER,10241,6799,362,6437,2004,t1,cantonales
11576,4,ALPES DE HAUTE PROVENCE,1901,1460,55,1405,2004,t1,cantonales
11577,4,ALPES DE HAUTE PROVENCE,2261,1764,29,1735,2004,t1,cantonales
11578,4,ALPES DE HAUTE PROVENCE,5194,3507,152,3355,2004,t1,cantonales
11579,4,ALPES DE HAUTE PROVENCE,1207,954,27,927,2004,t1,cantonales
11580,4,ALPES DE HAUTE PROVENCE,1948,1521,33,1488,2004,t1,cantonales
11581,4,ALPES DE HAUTE PROVENCE,9416,6557,262,6295,2004,t1,cantonales
11582,4,ALPES DE HAUTE PROVENCE,1539,1198,47,1151,2004,t1,cantonales
11583,4,ALPES DE HAUTE PROVENCE,7960,5290,202,5088,2004,t1,cantonales
11584,4,ALPES DE HAUTE PROVENCE,1568,1294,22,1272,2004,t1,cantonales
11585,4,ALPES DE HAUTE PROVENCE,983,830,14,816,2004,t1,cantonales
11586,4,ALPES DE HAUTE PROVENCE,2805,2184,79,2105,2004,t1,cantonales
11587,4,ALPES DE HAUTE PROVENCE,3853,2913,83,2830,2004,t1,cantonales
11588,4,ALPES DE HAUTE PROVENCE,1310,961,72,889,2004,t1,cantonales
11589,4,ALPES DE HAUTE PROVENCE,4323,3125,76,3049,2004,t1,cantonales
11590,4,ALPES DE HAUTE PROVENCE,8000,5834,242,5592,2004,t1,cantonales
11591,4,ALPES DE HAUTE PROVENCE,5362,3827,176,3651,2004,t1,cantonales
11592,5,HAUTES ALPES,1903,1443,36,1407,2004,t1,cantonales
11593,5,HAUTES ALPES,4719,3389,141,3248,2004,t1,cantonales
11594,5,HAUTES ALPES,3103,2457,108,2349,2004,t1,cantonales
11595,5,HAUTES ALPES,3517,2371,96,2275,2004,t1,cantonales
11596,5,HAUTES ALPES,3165,2449,98,2351,2004,t1,cantonales
11597,5,HAUTES ALPES,3184,2093,125,1968,2004,t1,cantonales
11598,5,HAUTES ALPES,975,826,14,812,2004,t1,cantonales
11599,5,HAUTES ALPES,5517,4208,165,4043,2004,t1,cantonales
11600,5,HAUTES ALPES,1637,1185,145,1040,2004,t1,cantonales
11601,5,HAUTES ALPES,1413,1092,26,1066,2004,t1,cantonales
11602,5,HAUTES ALPES,2020,1593,39,1554,2004,t1,cantonales
11603,5,HAUTES ALPES,4161,3395,75,3320,2004,t1,cantonales
11604,5,HAUTES ALPES,3269,2412,134,2278,2004,t1,cantonales
11605,5,HAUTES ALPES,5170,3331,135,3196,2004,t1,cantonales
11606,5,HAUTES ALPES,5986,3701,186,3515,2004,t1,cantonales
11607,6,ALPES MARITIMES,23700,14317,508,13809,2004,t1,cantonales
11608,6,ALPES MARITIMES,1988,1456,32,1424,2004,t1,cantonales
11609,6,ALPES MARITIMES,6818,4656,170,4486,2004,t1,cantonales
11610,6,ALPES MARITIMES,18668,10983,421,10562,2004,t1,cantonales
11611,6,ALPES MARITIMES,3075,2249,78,2171,2004,t1,cantonales
11612,6,ALPES MARITIMES,14204,9687,300,9387,2004,t1,cantonales
11613,6,ALPES MARITIMES,19350,11789,429,11360,2004,t1,cantonales
11614,6,ALPES MARITIMES,2444,1866,94,1772,2004,t1,cantonales
11615,6,ALPES MARITIMES,2709,2112,55,2057,2004,t1,cantonales
11616,6,ALPES MARITIMES,1618,1215,37,1178,2004,t1,cantonales
11617,6,ALPES MARITIMES,13873,9112,301,8811,2004,t1,cantonales
11618,6,ALPES MARITIMES,2248,1876,35,1841,2004,t1,cantonales
11619,6,ALPES MARITIMES,2598,1951,67,1884,2004,t1,cantonales
11620,6,ALPES MARITIMES,16183,9521,438,9083,2004,t1,cantonales
11621,6,ALPES MARITIMES,17240,10052,332,9720,2004,t1,cantonales
11622,6,ALPES MARITIMES,26516,15261,558,14703,2004,t1,cantonales
11623,6,ALPES MARITIMES,25236,14851,380,14471,2004,t1,cantonales
11624,6,ALPES MARITIMES,13703,7864,251,7613,2004,t1,cantonales
11625,6,ALPES MARITIMES,12842,7194,162,7032,2004,t1,cantonales
11626,6,ALPES MARITIMES,18258,10165,393,9772,2004,t1,cantonales
11627,6,ALPES MARITIMES,17956,10642,395,10247,2004,t1,cantonales
11628,6,ALPES MARITIMES,11227,6194,189,6005,2004,t1,cantonales
11629,6,ALPES MARITIMES,12880,7182,286,6896,2004,t1,cantonales
11630,6,ALPES MARITIMES,19006,10562,307,10255,2004,t1,cantonales
11631,6,ALPES MARITIMES,16652,9897,189,9708,2004,t1,cantonales
11632,6,ALPES MARITIMES,13508,7717,222,7495,2004,t1,cantonales
11633,7,ARDECHE,13072,7754,468,7286,2004,t1,cantonales
11634,7,ARDECHE,2415,1768,48,1720,2004,t1,cantonales
11635,7,ARDECHE,5355,3627,221,3406,2004,t1,cantonales
11636,7,ARDECHE,7168,5029,205,4824,2004,t1,cantonales
11637,7,ARDECHE,5106,3648,187,3461,2004,t1,cantonales
11638,7,ARDECHE,1824,1491,28,1463,2004,t1,cantonales
11639,7,ARDECHE,13429,8944,328,8616,2004,t1,cantonales
11640,7,ARDECHE,945,751,8,743,2004,t1,cantonales
11641,7,ARDECHE,3050,2300,63,2237,2004,t1,cantonales
11642,7,ARDECHE,2949,2245,81,2164,2004,t1,cantonales
11643,7,ARDECHE,2750,2092,86,2006,2004,t1,cantonales
11644,7,ARDECHE,933,680,13,667,2004,t1,cantonales
11645,7,ARDECHE,6584,4776,144,4632,2004,t1,cantonales
11646,7,ARDECHE,9697,6575,228,6347,2004,t1,cantonales
11647,7,ARDECHE,10470,7025,224,6801,2004,t1,cantonales
11648,7,ARDECHE,10668,6723,394,6329,2004,t1,cantonales
11649,8,ARDENNES,4841,2957,99,2858,2004,t1,cantonales
11650,8,ARDENNES,3321,2220,97,2123,2004,t1,cantonales
11651,8,ARDENNES,1700,1262,99,1163,2004,t1,cantonales
11652,8,ARDENNES,9032,5528,194,5334,2004,t1,cantonales
11653,8,ARDENNES,2157,1458,78,1380,2004,t1,cantonales
11654,8,ARDENNES,3386,2169,101,2068,2004,t1,cantonales
11655,8,ARDENNES,1888,1328,53,1275,2004,t1,cantonales
11656,8,ARDENNES,2900,2041,67,1974,2004,t1,cantonales
11657,8,ARDENNES,5572,3796,104,3692,2004,t1,cantonales
11658,8,ARDENNES,9373,5791,149,5642,2004,t1,cantonales
11659,8,ARDENNES,3168,2376,96,2280,2004,t1,cantonales
11660,8,ARDENNES,7250,4304,107,4197,2004,t1,cantonales
11661,8,ARDENNES,9031,5289,207,5082,2004,t1,cantonales
11662,8,ARDENNES,3074,2126,64,2062,2004,t1,cantonales
11663,8,ARDENNES,2879,1862,75,1787,2004,t1,cantonales
11664,8,ARDENNES,1097,796,47,749,2004,t1,cantonales
11665,8,ARDENNES,4602,3074,180,2894,2004,t1,cantonales
11666,8,ARDENNES,6482,4273,74,4199,2004,t1,cantonales
11667,9,ARIEGE,4246,3060,173,2887,2004,t1,cantonales
11668,9,ARIEGE,10324,6686,363,6323,2004,t1,cantonales
11669,9,ARIEGE,3408,2487,113,2374,2004,t1,cantonales
11670,9,ARIEGE,2725,1849,63,1786,2004,t1,cantonales
11671,9,ARIEGE,7173,4674,269,4405,2004,t1,cantonales
11672,9,ARIEGE,491,414,13,401,2004,t1,cantonales
11673,9,ARIEGE,1716,1399,52,1347,2004,t1,cantonales
11674,9,ARIEGE,7993,5312,257,5055,2004,t1,cantonales
11675,9,ARIEGE,6419,4489,281,4208,2004,t1,cantonales
11676,9,ARIEGE,1397,1089,26,1063,2004,t1,cantonales
11677,9,ARIEGE,8699,5975,311,5664,2004,t1,cantonales
11678,10,AUBE,6570,4220,156,4064,2004,t1,cantonales
11679,10,AUBE,7301,4800,188,4612,2004,t1,cantonales
11680,10,AUBE,5728,3926,141,3785,2004,t1,cantonales
11681,10,AUBE,4118,2850,77,2773,2004,t1,cantonales
11682,10,AUBE,4156,2809,69,2740,2004,t1,cantonales
11683,10,AUBE,4880,3249,145,3104,2004,t1,cantonales
11684,10,AUBE,2572,1753,100,1653,2004,t1,cantonales
11685,10,AUBE,7101,4371,185,4186,2004,t1,cantonales
11686,10,AUBE,2792,2108,80,2028,2004,t1,cantonales
11687,10,AUBE,2165,1416,117,1299,2004,t1,cantonales
11688,10,AUBE,9836,5815,144,5671,2004,t1,cantonales
11689,10,AUBE,8388,4345,119,4226,2004,t1,cantonales
11690,10,AUBE,2757,1809,66,1743,2004,t1,cantonales
11691,10,AUBE,6896,3937,112,3825,2004,t1,cantonales
11692,10,AUBE,5516,2789,58,2731,2004,t1,cantonales
11693,10,AUBE,10210,5990,188,5802,2004,t1,cantonales
11694,10,AUBE,5880,3481,123,3358,2004,t1,cantonales
11695,11,AUDE,3797,2979,128,2851,2004,t1,cantonales
11696,11,AUDE,5880,4495,193,4302,2004,t1,cantonales
11697,11,AUDE,1673,1271,51,1220,2004,t1,cantonales
11698,11,AUDE,1643,1227,50,1177,2004,t1,cantonales
11699,11,AUDE,12186,8280,409,7871,2004,t1,cantonales
11700,11,AUDE,6848,5111,178,4933,2004,t1,cantonales
11701,11,AUDE,2648,1922,119,1803,2004,t1,cantonales
11702,11,AUDE,3046,2304,114,2190,2004,t1,cantonales
11703,11,AUDE,17693,11918,948,10970,2004,t1,cantonales
11704,11,AUDE,3013,2327,98,2229,2004,t1,cantonales
11705,11,AUDE,2544,1988,117,1871,2004,t1,cantonales
11706,11,AUDE,13966,10121,458,9663,2004,t1,cantonales
11707,11,AUDE,1887,1494,67,1427,2004,t1,cantonales
11708,11,AUDE,13238,8807,444,8363,2004,t1,cantonales
11709,11,AUDE,9467,6818,373,6445,2004,t1,cantonales
11710,11,AUDE,1600,1262,120,1142,2004,t1,cantonales
11711,11,AUDE,1648,1304,77,1227,2004,t1,cantonales
11712,11,AUDE,5880,3952,190,3762,2004,t1,cantonales
11713,12,AVEYRON,2202,1756,72,1684,2004,t1,cantonales
11714,12,AVEYRON,5295,3768,382,3386,2004,t1,cantonales
11715,12,AVEYRON,1525,1172,111,1061,2004,t1,cantonales
11716,12,AVEYRON,2229,1666,56,1610,2004,t1,cantonales
11717,12,AVEYRON,2670,2137,59,2078,2004,t1,cantonales
11718,12,AVEYRON,2066,1678,48,1630,2004,t1,cantonales
11719,12,AVEYRON,3517,2592,299,2293,2004,t1,cantonales
11720,12,AVEYRON,7318,5627,165,5462,2004,t1,cantonales
11721,12,AVEYRON,5496,4251,232,4019,2004,t1,cantonales
11722,12,AVEYRON,2837,1959,74,1885,2004,t1,cantonales
11723,12,AVEYRON,3455,2730,81,2649,2004,t1,cantonales
11724,12,AVEYRON,2679,2084,132,1952,2004,t1,cantonales
11725,12,AVEYRON,4271,3548,116,3432,2004,t1,cantonales
11726,12,AVEYRON,5346,4056,232,3824,2004,t1,cantonales
11727,12,AVEYRON,8948,6177,276,5901,2004,t1,cantonales
11728,12,AVEYRON,9285,6976,544,6432,2004,t1,cantonales
11729,12,AVEYRON,2069,1655,29,1626,2004,t1,cantonales
11730,12,AVEYRON,3090,2499,87,2412,2004,t1,cantonales
11731,12,AVEYRON,1823,1517,38,1479,2004,t1,cantonales
11732,12,AVEYRON,3343,2617,129,2488,2004,t1,cantonales
11733,12,AVEYRON,1486,1230,37,1193,2004,t1,cantonales
11734,12,AVEYRON,12442,8188,448,7740,2004,t1,cantonales
11735,12,AVEYRON,13182,9162,548,8614,2004,t1,cantonales
11736,13,BOUCHES DU RHONE,40649,25562,725,24837,2004,t1,cantonales
11737,13,BOUCHES DU RHONE,16564,10658,366,10292,2004,t1,cantonales
11738,13,BOUCHES DU RHONE,21134,13087,539,12548,2004,t1,cantonales
11739,13,BOUCHES DU RHONE,28629,18062,517,17545,2004,t1,cantonales
11740,13,BOUCHES DU RHONE,15542,10183,347,9836,2004,t1,cantonales
11741,13,BOUCHES DU RHONE,17755,11890,378,11512,2004,t1,cantonales
11742,13,BOUCHES DU RHONE,16436,9991,325,9666,2004,t1,cantonales
11743,13,BOUCHES DU RHONE,17419,10414,259,10155,2004,t1,cantonales
11744,13,BOUCHES DU RHONE,15892,9708,265,9443,2004,t1,cantonales
11745,13,BOUCHES DU RHONE,16439,9298,277,9021,2004,t1,cantonales
11746,13,BOUCHES DU RHONE,20694,12415,332,12083,2004,t1,cantonales
11747,13,BOUCHES DU RHONE,17441,9987,313,9674,2004,t1,cantonales
11748,13,BOUCHES DU RHONE,12668,8425,323,8102,2004,t1,cantonales
11749,13,BOUCHES DU RHONE,5842,4187,114,4073,2004,t1,cantonales
11750,13,BOUCHES DU RHONE,11843,8028,348,7680,2004,t1,cantonales
11751,13,BOUCHES DU RHONE,12102,7821,333,7488,2004,t1,cantonales
11752,13,BOUCHES DU RHONE,20840,14092,548,13544,2004,t1,cantonales
11753,13,BOUCHES DU RHONE,24170,15898,521,15377,2004,t1,cantonales
11754,13,BOUCHES DU RHONE,25536,14842,532,14310,2004,t1,cantonales
11755,13,BOUCHES DU RHONE,16990,10439,347,10092,2004,t1,cantonales
11756,13,BOUCHES DU RHONE,22644,13316,436,12880,2004,t1,cantonales
11757,13,BOUCHES DU RHONE,16012,9476,331,9145,2004,t1,cantonales
11758,13,BOUCHES DU RHONE,21311,12970,386,12584,2004,t1,cantonales
11759,13,BOUCHES DU RHONE,33475,21446,649,20797,2004,t1,cantonales
11760,13,BOUCHES DU RHONE,30984,20179,637,19542,2004,t1,cantonales
11761,13,BOUCHES DU RHONE,30255,18582,607,17975,2004,t1,cantonales
11762,13,BOUCHES DU RHONE,21228,12669,416,12253,2004,t1,cantonales
11763,13,BOUCHES DU RHONE,28845,18124,692,17432,2004,t1,cantonales
11764,13,BOUCHES DU RHONE,17483,10690,342,10348,2004,t1,cantonales
11765,13,BOUCHES DU RHONE,21142,12696,315,12381,2004,t1,cantonales
11766,13,BOUCHES DU RHONE,18006,10811,350,10461,2004,t1,cantonales
11767,14,CALVADOS,5661,3741,200,3541,2004,t1,cantonales
11768,14,CALVADOS,7301,4439,201,4238,2004,t1,cantonales
11769,14,CALVADOS,14280,8690,335,8355,2004,t1,cantonales
11770,14,CALVADOS,6029,3915,170,3745,2004,t1,cantonales
11771,14,CALVADOS,15145,10054,499,9555,2004,t1,cantonales
11772,14,CALVADOS,9745,6600,370,6230,2004,t1,cantonales
11773,14,CALVADOS,10869,6934,220,6714,2004,t1,cantonales
11774,14,CALVADOS,3655,2360,87,2273,2004,t1,cantonales
11775,14,CALVADOS,4335,2762,136,2626,2004,t1,cantonales
11776,14,CALVADOS,6059,4132,161,3971,2004,t1,cantonales
11777,14,CALVADOS,14655,9759,373,9386,2004,t1,cantonales
11778,14,CALVADOS,10953,7057,303,6754,2004,t1,cantonales
11779,14,CALVADOS,7880,5258,198,5060,2004,t1,cantonales
11780,14,CALVADOS,6551,3928,194,3734,2004,t1,cantonales
11781,14,CALVADOS,9227,5862,252,5610,2004,t1,cantonales
11782,14,CALVADOS,8121,4779,256,4523,2004,t1,cantonales
11783,14,CALVADOS,4934,3207,133,3074,2004,t1,cantonales
11784,14,CALVADOS,7246,4459,241,4218,2004,t1,cantonales
11785,14,CALVADOS,10871,6677,164,6513,2004,t1,cantonales
11786,14,CALVADOS,6594,3925,113,3812,2004,t1,cantonales
11787,14,CALVADOS,9447,5514,196,5318,2004,t1,cantonales
11788,14,CALVADOS,13634,8434,360,8074,2004,t1,cantonales
11789,14,CALVADOS,9280,5508,397,5111,2004,t1,cantonales
11790,15,CANTAL,6176,3760,229,3531,2004,t1,cantonales
11791,15,CANTAL,2512,1942,73,1869,2004,t1,cantonales
11792,15,CANTAL,2149,1637,43,1594,2004,t1,cantonales
11793,15,CANTAL,2788,1841,80,1761,2004,t1,cantonales
11794,15,CANTAL,6224,4239,189,4050,2004,t1,cantonales
11795,15,CANTAL,5366,4063,194,3869,2004,t1,cantonales
11796,15,CANTAL,3987,2855,169,2686,2004,t1,cantonales
11797,15,CANTAL,5376,3803,190,3613,2004,t1,cantonales
11798,15,CANTAL,2231,1571,50,1521,2004,t1,cantonales
11799,15,CANTAL,5945,4002,328,3674,2004,t1,cantonales
11800,15,CANTAL,6679,4523,387,4136,2004,t1,cantonales
11801,15,CANTAL,4703,3509,145,3364,2004,t1,cantonales
11802,15,CANTAL,3344,2290,84,2206,2004,t1,cantonales
11803,15,CANTAL,6490,4557,166,4391,2004,t1,cantonales
11804,16,CHARENTE,4053,3068,166,2902,2004,t1,cantonales
11805,16,CHARENTE,7721,4794,183,4611,2004,t1,cantonales
11806,16,CHARENTE,8255,4938,161,4777,2004,t1,cantonales
11807,16,CHARENTE,2497,1844,75,1769,2004,t1,cantonales
11808,16,CHARENTE,3199,2187,123,2064,2004,t1,cantonales
11809,16,CHARENTE,11220,6958,298,6660,2004,t1,cantonales
11810,16,CHARENTE,3661,2677,134,2543,2004,t1,cantonales
11811,16,CHARENTE,5129,3583,184,3399,2004,t1,cantonales
11812,16,CHARENTE,8938,5810,277,5533,2004,t1,cantonales
11813,16,CHARENTE,9262,5821,288,5533,2004,t1,cantonales
11814,16,CHARENTE,5682,4113,230,3883,2004,t1,cantonales
11815,16,CHARENTE,3927,2661,118,2543,2004,t1,cantonales
11816,16,CHARENTE,6683,4689,237,4452,2004,t1,cantonales
11817,16,CHARENTE,6513,4378,195,4183,2004,t1,cantonales
11818,16,CHARENTE,8369,5710,273,5437,2004,t1,cantonales
11819,16,CHARENTE,9134,5709,324,5385,2004,t1,cantonales
11820,16,CHARENTE,6015,4150,137,4013,2004,t1,cantonales
11821,16,CHARENTE,9028,5389,190,5199,2004,t1,cantonales
11822,17,CHARENTE MARITIME,8036,5313,237,5076,2004,t1,cantonales
11823,17,CHARENTE MARITIME,4990,3333,124,3209,2004,t1,cantonales
11824,17,CHARENTE MARITIME,4998,3356,175,3181,2004,t1,cantonales
11825,17,CHARENTE MARITIME,3867,2610,72,2538,2004,t1,cantonales
11826,17,CHARENTE MARITIME,7829,4788,221,4567,2004,t1,cantonales
11827,17,CHARENTE MARITIME,9827,6126,222,5904,2004,t1,cantonales
11828,17,CHARENTE MARITIME,4928,3475,157,3318,2004,t1,cantonales
11829,17,CHARENTE MARITIME,4722,3132,133,2999,2004,t1,cantonales
11830,17,CHARENTE MARITIME,9036,6138,235,5903,2004,t1,cantonales
11831,17,CHARENTE MARITIME,9566,6088,196,5892,2004,t1,cantonales
11832,17,CHARENTE MARITIME,6817,3920,177,3743,2004,t1,cantonales
11833,17,CHARENTE MARITIME,6260,3742,119,3623,2004,t1,cantonales
11834,17,CHARENTE MARITIME,14365,8612,269,8343,2004,t1,cantonales
11835,17,CHARENTE MARITIME,5681,3783,108,3675,2004,t1,cantonales
11836,17,CHARENTE MARITIME,12293,7818,373,7445,2004,t1,cantonales
11837,17,CHARENTE MARITIME,9780,6531,197,6334,2004,t1,cantonales
11838,17,CHARENTE MARITIME,9888,6221,268,5953,2004,t1,cantonales
11839,17,CHARENTE MARITIME,10940,7147,342,6805,2004,t1,cantonales
11840,17,CHARENTE MARITIME,12140,7697,357,7340,2004,t1,cantonales
11841,17,CHARENTE MARITIME,10231,6726,223,6503,2004,t1,cantonales
11842,17,CHARENTE MARITIME,2518,1830,62,1768,2004,t1,cantonales
11843,17,CHARENTE MARITIME,5303,2978,96,2882,2004,t1,cantonales
11844,17,CHARENTE MARITIME,8643,5460,174,5286,2004,t1,cantonales
11845,17,CHARENTE MARITIME,15682,9614,323,9291,2004,t1,cantonales
11846,17,CHARENTE MARITIME,12121,7873,671,7202,2004,t1,cantonales
11847,17,CHARENTE MARITIME,9040,5292,197,5095,2004,t1,cantonales
11848,18,CHER,4233,2818,102,2716,2004,t1,cantonales
11849,18,CHER,6624,4571,168,4403,2004,t1,cantonales
11850,18,CHER,2122,1538,53,1485,2004,t1,cantonales
11851,18,CHER,3107,2148,140,2008,2004,t1,cantonales
11852,18,CHER,10322,6406,280,6126,2004,t1,cantonales
11853,18,CHER,2192,1495,78,1417,2004,t1,cantonales
11854,18,CHER,2793,1978,64,1914,2004,t1,cantonales
11855,18,CHER,7621,5002,205,4797,2004,t1,cantonales
11856,18,CHER,3221,2327,117,2210,2004,t1,cantonales
11857,18,CHER,8038,5047,229,4818,2004,t1,cantonales
11858,18,CHER,3516,2351,84,2267,2004,t1,cantonales
11859,18,CHER,12708,8451,304,8147,2004,t1,cantonales
11860,18,CHER,4146,2801,120,2681,2004,t1,cantonales
11861,18,CHER,2995,2082,73,2009,2004,t1,cantonales
11862,18,CHER,10943,6439,234,6205,2004,t1,cantonales
11863,18,CHER,14764,9196,409,8787,2004,t1,cantonales
11864,18,CHER,10035,5635,236,5399,2004,t1,cantonales
11865,18,CHER,7000,3865,172,3693,2004,t1,cantonales
11866,19,CORREZE,5307,3951,391,3560,2004,t1,cantonales
11867,19,CORREZE,6494,5107,225,4882,2004,t1,cantonales
11868,19,CORREZE,3355,2652,90,2562,2004,t1,cantonales
11869,19,CORREZE,2061,1675,76,1599,2004,t1,cantonales
11870,19,CORREZE,3049,2515,144,2371,2004,t1,cantonales
11871,19,CORREZE,8032,5937,352,5585,2004,t1,cantonales
11872,19,CORREZE,2131,1590,143,1447,2004,t1,cantonales
11873,19,CORREZE,4201,3309,176,3133,2004,t1,cantonales
11874,19,CORREZE,1663,1341,56,1285,2004,t1,cantonales
