Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe2,Nom2,Prénom2,Nuance2,Voix2,Sexe3,Nom3,Prénom3,Nuance3,Voix3
23,CREUSE,23,SAINT-SULPICE-LES-CHAMPS,1792,668,1124,71,1053,M,AUBERT,Patrick,DVG,638,M,AUROY,Jean-Baptiste,DVD,415,,,,,0
24,DORDOGNE,3,BERGERAC-1,15084,7242,7842,462,7380,M,ROUSSEAU,Dominique,SOC,3259,M,GARRIGUE,Daniel,DVD,4121,,,,,0
24,DORDOGNE,5,LE BUGUE,3722,1177,2545,99,2446,M,LABROUSSE,Gérard,SOC,1315,M,MONTORIOL,Jean,UMP,1131,,,,,0
24,DORDOGNE,7,LE-BUISSON-DE-CADOUIN,2999,1125,1874,150,1724,M,HUARD,Johannes,SOC,1003,M,GOUIN,Jean-Marc,DVD,721,,,,,0
24,DORDOGNE,13,HAUTEFORT,3294,512,2782,94,2688,M,QUEYROI,Jean-Marie,SOC,1294,M,MOREAU,Yves,RDG,1394,,,,,0
24,DORDOGNE,16,LA FORCE,9265,4240,5025,358,4667,M,ZACCARON,Armand,COM,3332,M,PEYRET-LACOMBE,Joseph,FN,1335,,,,,0
24,DORDOGNE,22,MONTIGNAC,7174,2607,4567,239,4328,M,CABANEL,Jacques,SOC,2405,M,MATHIEU,Laurent,UMP,1923,,,,,0
24,DORDOGNE,23,MONTPON-MÉNESTÉROL,8185,3400,4785,343,4442,M,LOTTERIE,Jean-Paul,SOC,2488,F,CABIROL,Brigitte,UMP,1954,,,,,0
24,DORDOGNE,26,NONTRON,6847,2409,4438,364,4074,M,BOURDEAU,Pascal,SOC,2548,M,PORTE,Jean-Pierre,UMP,1526,,,,,0
24,DORDOGNE,35,SALIGNAC-EYVIGUES,3138,615,2523,69,2454,M,LAJUGIE,Michel,SOC,1314,M,DUBOIS,Jean-Pierre,UMP,1140,,,,,0
24,DORDOGNE,36,SARLAT-LA-CANÉDA,12490,5626,6864,413,6451,M,DROIN,Jean-Fred,SOC,3745,M,PEYRAT,Jérôme,UMP,2706,,,,,0
24,DORDOGNE,37,SAVIGNAC-LES-EGLISES,7262,2896,4366,247,4119,M,PINAULT,Jean-Claude,COM,2741,M,RATIER,Jean-Jacques,UMP,1378,,,,,0
24,DORDOGNE,38,SIGOULES,7179,3372,3807,303,3504,M,BOURGEOIS,Michel,SOC,2498,M,DELBOS,Guillaume,FN,1006,,,,,0
24,DORDOGNE,47,VILLEFRANCHE-DU-PÉRIGORD,1877,490,1387,71,1316,M,FOURNIER,François,SOC,726,M,CASTAGNE,Philippe,UMP,590,,,,,0
24,DORDOGNE,48,BERGERAC-2,12069,5558,6511,545,5966,M,CHAGNEAU,Jean,SOC,4080,M,VERJUS,René,FN,1886,,,,,0
24,DORDOGNE,49,PÉRIGUEUX-NORD-EST,12283,6475,5808,412,5396,M,COLBAC,Francis,COM,3747,M,TRAPY,Jean-Jacques,UMP,1649,,,,,0
24,DORDOGNE,50,PÉRIGUEUX-OUEST,15035,8425,6610,781,5829,F,BORDES,Mireille,SOC,3276,M,RIGAUD,Jean-Marie,VEC,2553,,,,,0
25,DOUBS,14,MONTBÉLIARD-EST,14668,8672,5996,827,5169,F,BIGUINET,Marie-Noëlle,UMP,3249,M,BOURQUIN,Gérard,FN,1920,,,,,0
25,DOUBS,16,MORTEAU,13376,6822,6554,331,6223,M,MUNIER,Thierry,SOC,2645,M,ROGNON,Albert,UMP,3578,,,,,0
25,DOUBS,19,PIERREFONTAINE-LES-VARANS,5584,2300,3284,211,3073,M,DEGOIS,Xavier,SOC,1367,M,POBELLE,Jean-Marie,UMP,1706,,,,,0
25,DOUBS,20,PONTARLIER,22534,11702,10832,720,10112,M,BOUDAY,Christian,DVG,5193,M,POURNY,Christian,UMP,4919,,,,,0
25,DOUBS,21,PONT-DE-ROIDE,11047,4341,6706,158,6548,M,BARBIER,Frédéric,SOC,2732,M,CUENIN,Louis,UMP,2240,F,MONTEL,Sophie,FN,1576
25,DOUBS,22,QUINGEY,6771,2837,3934,238,3696,M,BREUIL,Jacques,SOC,2176,F,BREUILLOT,Laurence,UMP,1520,,,,,0
25,DOUBS,23,ROUGEMONT,3249,1225,2024,137,1887,F,NEVERS,Danièle,SOC,1079,M,COUR,Bernard,UMP,808,,,,,0
25,DOUBS,24,ROULANS,6434,2707,3727,267,3460,M,DALLAVALLE,Claude,SOC,1900,M,LECLERT,Bruno,UMP,1560,,,,,0
25,DOUBS,26,SAINT-HYPPOLYTE,3563,1380,2183,114,2069,F,VERNIER,Chantal,SOC,738,M,CAGNON,Serge,UMP,1331,,,,,0
25,DOUBS,27,VERCEL,8408,3718,4690,284,4406,M,BESSOT,Léon,DVG,2613,M,GROSPERRIN,Albert,UMP,1793,,,,,0
25,DOUBS,29,BESANÇON-OUEST,13083,7961,5122,320,4802,M,JEANNEROT,Claude,SOC,3151,F,DALPHIN,Marie-Laure,UMP,1651,,,,,0
25,DOUBS,30,MONTBÉLIARD-OUEST,12789,6091,6698,507,6191,M,HELIAS,Pierre,SOC,3657,M,MOUILLESEAUX,Philippe,FN,2534,,,,,0
25,DOUBS,32,BESANÇON-NORD-OUEST,8765,5695,3070,158,2912,M,FUSTER,Vincent,SOC,1913,M,GIRERD,Jean-Marie,UMP,999,,,,,0
25,DOUBS,34,ETUPES,9541,4539,5002,385,4617,M,RONDOT,Michel,SOC,2658,M,BOILLOT,Roland,FN,1959,,,,,0
26,DROME,2,BOURG-DE-PÉAGE,22045,12137,9908,590,9318,M,GUILLAUME,Didier,SOC,5640,M,GAUTHIER,Christian,M-NC,3678,,,,,0
26,DROME,4,CHABEUIL,16489,9252,7237,437,6800,M,PERTUSA,Pascal,SOC,4528,M,LABBE,Jean-Christophe,UMP,2272,,,,,0
26,DROME,9,DIE,4986,2175,2811,167,2644,M,LEEUWENBERG,Philippe,COM,1477,M,TREMOLET,Gilbert,MODM,1167,,,,,0
26,DROME,10,DIEULEFIT,6120,2521,3599,273,3326,M,BERRARD,Philippe,VEC,1784,M,BARBE,Marc-André,DVD,1542,,,,,0
26,DROME,12,GRIGNAN,6151,2856,3295,252,3043,M,CHAMBONNET,Luc,DVG,1774,M,GIGONDAN,Jacques,DVD,1269,,,,,0
26,DROME,16,MONTÉLIMAR-1,14231,8410,5821,423,5398,M,VINCENT,Jean-Luc,SOC,3052,F,ANDRIEUX,Aurélie,UMP,2346,,,,,0
26,DROME,17,LA MOTTE-CHALANCON,929,233,696,21,675,M,SZOSTAK,Gérard,DVG,349,M,FERNANDEZ,Daniel,AUT,326,,,,,0
26,DROME,18,NYONS,10330,4797,5533,362,5171,M,COMBES,Pierre,SOC,3714,F,TOURNOIS,Maria,FN,1457,,,,,0
26,DROME,19,PIERRELATTE,13910,7385,6525,514,6011,F,MOUTON,Marie-Pierre,UMP,3903,F,BREDA,Sylviane,FN,2108,,,,,0
26,DROME,24,SAINT-JEAN-EN-ROYANS,5257,1985,3272,120,3152,F,PIC,Danièle,SOC,1347,M,MORIN,Christian,UMP,1805,,,,,0
26,DROME,28,TAIN-L'HERMITAGE,15723,8496,7227,371,6856,M,CHAILLOUX,Thierry,SOC,2577,M,BOUCHET,Gilbert,DVD,4279,,,,,0
26,DROME,30,VALENCE-2,9546,4863,4683,203,4480,M,RANC,Patrick,SOC,1900,M,DARAGON,Nicolas,UMP,2580,,,,,0
26,DROME,32,BOURG-LÈS-VALENCE,17466,9284,8182,419,7763,M,PAILHES,Wilfrid,SOC,4225,F,MOURIER,Marlène,UMP,3538,,,,,0
26,DROME,33,MONTÉLIMAR-2,19186,10460,8726,636,8090,F,REME PIC,Anne-Marie,SOC,4447,M,ALMORIC,Bruno,M-NC,3643,,,,,0
26,DROME,36,VALENCE-4,8874,5073,3801,244,3557,F,NAKIB-COLOMB,Zabida,SOC,1888,M,FAIVRE PIERRET,Jean-Charles,UMP,1669,,,,,0
27,EURE,1,AMFREVILLE-LA-CAMPAGNE,11510,5721,5789,362,5427,M,LEHO,Daniel,SOC,2958,M,MEDAERTS,Dominique,M-NC,2469,,,,,0
27,EURE,2,LES ANDELYS,13219,6976,6243,715,5528,M,DUCHE,Frédéric,UMP,3409,M,BERTHELOT,Alain,FN,2119,,,,,0
27,EURE,3,BEAUMESNIL,3872,1815,2057,92,1965,M,GROULT,Daniel,SOC,863,M,VAMPA,Marc,M-NC,1102,,,,,0
27,EURE,4,BEAUMONT-LE-ROGER,9485,5058,4427,301,4126,M,DESRUES,Jackie,SOC,2388,M,ROUSSELIN,Jean-Claude,M-NC,1738,,,,,0
27,EURE,5,BERNAY-OUEST,6596,3448,3148,151,2997,M,DELAMARE,Frédéric,SOC,1453,M,BONAMY,Jean-Hugues,M-NC,1544,,,,,0
27,EURE,6,BEUZEVILLE,8434,4639,3795,212,3583,M,FLAMBARD,Jean-Pierre,SOC,2093,M,LUTZ,François,DVD,1490,,,,,0
27,EURE,7,BOURGTHEROULDE-INFREVILLE,10318,5220,5098,289,4809,M,QUESTEL,Bruno,SOC,3584,M,ROGIER,Henri,FN,1225,,,,,0
27,EURE,8,BRETEUIL-SUR-ITON,6629,3191,3438,195,3243,M,HAAS,José,SOC,1545,M,CHERON,Gérard,UMP,1698,,,,,0
27,EURE,11,CONCHES-EN-OUCHE,12041,6226,5815,382,5433,M,RECOURS,Alfred,SOC,3743,M,CAMOIN,Emmanuel,FN,1690,,,,,0
27,EURE,13,DAMVILLE,5638,3178,2460,219,2241,F,CHARPENTIER,Françoise,UMP,1449,F,BILLARD,Nathalie,FN,792,,,,,0
27,EURE,14,ECOS,10614,5556,5058,288,4770,M,JOUYET,Michel,UMP,3420,M,DUBOIS,Jean-Michel,FN,1350,,,,,0
27,EURE,15,ETRÉPAGNY,7837,4084,3753,355,3398,M,BEAUFILS,Pierre,UMP,2304,M,PERINET-MARQUET,Alain,FN,1094,,,,,0
27,EURE,16,EVREUX-NORD,17920,10894,7026,531,6495,M,BEHAR,Claude,RDG,4009,M,WALLART,Roger,M-NC,2486,,,,,0
27,EURE,19,GAILLON,7120,3952,3168,160,3008,M,RECHER,Jean-Luc,DVG,2105,M,VITTOZ,David,FN,903,,,,,0
27,EURE,21,LOUVIERS-NORD,9733,5813,3920,355,3565,F,CLERET,Leslie,SOC,2318,F,SACLIER,Nathalie,FN,1247,,,,,0
27,EURE,25,NONANCOURT,8506,5243,3263,175,3088,M,DESLANDES,Eric,SOC,1143,M,HERVIEU,Joël,DVD,1945,,,,,0
27,EURE,28,PONT-DE-L'ARCHE,10655,5428,5227,386,4841,M,LEVITRE,Gaëtan,COM,3204,M,DUFOUR,René,M-NC,1637,,,,,0
27,EURE,38,EVREUX-OUEST,13026,7621,5405,419,4986,M,SILIGHINI,Gérard,SOC,2708,M,BOURRELLIER,Ludovic,UMP,2278,,,,,0
28,EURE ET LOIR,7,CHARTRES-NORD-EST,13694,7523,6171,316,5855,M,GIGON,Christian,RDG,3614,F,DORANGE,Karine,UMP,2241,,,,,0
28,EURE ET LOIR,9,CHÂTEAUDUN,15769,8428,7341,525,6816,M,FAUVE,Serge,SOC,3756,M,PANAIS,Jean-Yves,UMP,3060,,,,,0
28,EURE ET LOIR,10,CHÂTEAUNEUF-EN-THYMERAIS,7255,3909,3346,300,3046,M,GABORIAU,Jean-Pierre,MODM,1737,F,MINARD,Christelle,UMP,1309,,,,,0
28,EURE ET LOIR,15,ILLIERS-COMBRAY,7731,4134,3597,208,3389,M,GIGOU,Pierre,DVG,1316,M,MANCEAU,Jean-François,UMP,2073,,,,,0
28,EURE ET LOIR,16,JANVILLE,6569,3043,3526,188,3338,M,BESNARD,Francis,DVG,1148,M,LECLERCQ,Laurent,M-NC,2190,,,,,0
28,EURE ET LOIR,18,MAINTENON,22439,13548,8891,630,8261,M,DEPREZ,Michel,SOC,4561,M,LEMOINE,Stéphane,UMP,3700,,,,,0
28,EURE ET LOIR,20,NOGENT-LE-ROTROU,10970,6084,4886,252,4634,M,RUHLMANN,Philippe,DVG,3396,M,POUX,André,UMP,1238,,,,,0
28,EURE ET LOIR,26,CHARTRES-SUD-OUEST,22232,12874,9358,700,8658,F,LOPEZ-UROZ,Christine,SOC,4016,M,MASSELUS,Franck,UMP,4642,,,,,0
28,EURE ET LOIR,28,DREUX-SUD,12513,7600,4913,317,4596,M,FRARD,Daniel,SOC,2975,M,DESRUES,Dominique,FN,1621,,,,,0
28,EURE ET LOIR,30,MAINVILLIERS,13592,7992,5600,303,5297,M,ANDRE,Nicolas,SOC,3138,M,MARTIAL,Rémi,UMP,2159,,,,,0
29,FINISTERE,1,ARZANO,4411,1955,2456,122,2334,F,DOUSSAL,Marie-Isabelle,SOC,1254,F,DAVID,Marie-Josée,DVD,1080,,,,,0
29,FINISTERE,2,BANNALEC,7923,4678,3245,370,2875,M,LE SERGENT,Guy,SOC,1832,M,HILIOU,Florent,DVG,1043,,,,,0
29,FINISTERE,3,BREST-PLOUZANÉ,12866,7667,5199,296,4903,F,SIMON GUILLOU,Chantal,SOC,3485,M,LE BIAN,Francis,UMP,1418,,,,,0
29,FINISTERE,4,BREST-RECOUVRANCE,8909,5801,3108,178,2930,F,GUEYE,Marie,SOC,1816,M,LE FLOC'H,Renaud,UMP,1114,,,,,0
29,FINISTERE,7,CARHAIX-PLOUGUER,12166,7991,4175,887,3288,M,TROADEC,Christian,DVG,3288,,,,,0,,,,,0
29,FINISTERE,10,CONCARNEAU,22527,13261,9266,587,8679,F,ZIEGLER,Nicole,SOC,5624,M,BESOMBES,François,UMP,3055,,,,,0
29,FINISTERE,11,CROZON,14221,6915,7306,437,6869,M,RAMONE,Louis,DVG,3990,M,BERTHELOT,Patrick,UMP,2879,,,,,0
29,FINISTERE,12,DAOULAS,21281,11435,9846,467,9379,F,PERON,Françoise,SOC,5615,F,HENAFF,Patricia,M-NC,3764,,,,,0
29,FINISTERE,15,FOUESNANT,22470,11424,11046,559,10487,F,CONAN,Nathalie,SOC,5554,F,BAYES-MORVAN,Gwénola,UMP,4933,,,,,0
29,FINISTERE,19,LANMEUR,10252,4923,5329,354,4975,F,BERNARD,Nathalie,SOC,2934,M,TANGUY,Yvon,DVD,2041,,,,,0
29,FINISTERE,20,LANNILIS,13612,7204,6408,336,6072,M,GUIAVARC'H,Claude,SOC,3807,M,LESVEN,André,DVD,2265,,,,,0
29,FINISTERE,24,PLABENNEC,14586,7776,6810,258,6552,M,PLASSARD,Christian,SOC,3518,F,CREAC'HCADEC,Marie-Annick,DVD,3034,,,,,0
29,FINISTERE,25,PLEYBEN,6642,2997,3645,143,3502,F,LE BOULCH,Marie-France,SOC,2075,M,VIGOUROUX,Jean-Luc,DVD,1427,,,,,0
29,FINISTERE,27,PLOUDALMEZEAU,13987,7017,6970,222,6748,M,PELLEAU,René,DVG,3171,M,COROLLEUR,Antoine,DVD,3577,,,,,0
29,FINISTERE,33,PONT-CROIX,14247,6448,7799,388,7411,F,DONVAL,Jacqueline,SOC,3433,M,GUILLON,Didier,UMP,3978,,,,,0
29,FINISTERE,34,PONT-L'ABBÉ,15274,7832,7442,469,6973,M,COUIC,Daniel,SOC,3588,M,MAVIC,Thierry,UMP,3385,,,,,0
29,FINISTERE,37,ROSPORDEN,10679,6192,4487,753,3734,M,TILLY,Marcel,COM,1218,M,LOUSSOUARN,Michel,SOC,2516,,,,,0
29,FINISTERE,38,SAINT-POL-DE-LÉON,15731,8176,7555,170,7385,M,EDERN,Jacques,DVG,4018,F,CHEVAUCHER,Aline,DVD,3367,,,,,0
29,FINISTERE,44,BREST-CAVALE-BLANCHE-BOHARS,14072,8072,6000,268,5732,F,MAHE,Pascale,SOC,3724,M,FERELLOC,Daniel,DVD,2008,,,,,0
29,FINISTERE,46,BREST-L'HERMITAGE-GOUESNOU,11701,6973,4728,203,4525,M,JAFFREDOU,Dominique,SOC,2723,M,ROUDAUT,Stéphane,UMP,1802,,,,,0
29,FINISTERE,47,BREST-LAMBEZELLEC,9175,6201,2974,217,2757,M,RESPRIGET,Franck,SOC,2036,F,LAURENT,Marie,UMP,721,,,,,0
29,FINISTERE,49,GUILVINEC,15707,8105,7602,437,7165,M,TANTER,Raynald,SOC,4953,M,BREN,Jean-Marc,UMP,2212,,,,,0
29,FINISTERE,50,BREST-KERICHEN,9421,6597,2824,168,2656,F,FAGOT-OUKKACHE,Rébecca,SOC,1872,F,MONNIER,Emmanuelle,M-NC,784,,,,,0
29,FINISTERE,53,BREST-SAINT-MARC,14009,8865,5144,358,4786,M,LABBEY,Marc,SOC,3063,M,BERTHELOT,Marc,UMP,1723,,,,,0
29,FINISTERE,54,BREST-SAINT-PIERRE,9220,6028,3192,189,3003,M,MAILLE,Pierre,SOC,2210,F,MEVEL,Sophie,M-NC,793,,,,,0
30,GARD,1,AIGUES-MORTES,16131,7064,9067,601,8466,M,BONATO,Cédric,SOC,3957,M,ROSSO,Léopold,UMP,4509,,,,,0
30,GARD,2,ALÈS-NORD-EST,15272,8392,6880,458,6422,M,VALY,Jacky,COM,4427,M,EUDO,Marc,FN,1995,,,,,0
30,GARD,3,ALÈS-OUEST,18889,10313,8576,730,7846,M,SUAU,Jean-Michel,COM,4984,M,REMIA,Léon,FN,2862,,,,,0
30,GARD,8,BARJAC,3181,818,2363,74,2289,M,CHAULET,Edouard,COM,1267,M,GIRBON,Marc,DVG,1022,,,,,0
30,GARD,14,LÉDIGNAN,5222,3231,1991,620,1371,F,LAURENT-PERRIGOT,Françoise,SOC,1371,,,,,0,,,,,0
30,GARD,19,NIMES-3,14714,8379,6335,423,5912,M,BASTID,Christian,COM,3275,F,RUTY,Evelyne,FN,2637,,,,,0
30,GARD,20,PONT-SAINT-ESPRIT,14806,6812,7994,438,7556,M,SERRE,Christophe,SOC,4500,M,SALSANO,Alain,FN,3056,,,,,0
30,GARD,23,ROQUEMAURE,16372,7880,8492,557,7935,M,PRAT,Patrice,SOC,4554,M,CAITUCOLI,Gilles,FN,3381,,,,,0
30,GARD,25,SAINT-ANDRÉ-DE-VALBORGNE,1090,253,837,33,804,M,MARTIN,Régis,DVG,363,M,MAURIN,Francis,DVG,441,,,,,0
30,GARD,26,SAINT-CHAPTES,10467,4648,5819,334,5485,M,CAVARD,Christophe,VEC,3137,M,LATORRE,Simon,FN,2348,,,,,0
30,GARD,30,SAINT-MAMERT-DU-GARD,11643,5636,6007,355,5652,M,DUMAS,William,SOC,3463,M,ROBERT,Jean-Marie,FN,2189,,,,,0
30,GARD,32,SOMMIÈRES,19987,10132,9855,646,9209,M,VALETTE,Christian,SOC,5761,M,PRIGENT,Jean-Robert,FN,3448,,,,,0
30,GARD,35,UZÈS,15333,7277,8056,489,7567,M,BOUAD,Denis,SOC,4255,M,CHAPON,Jean-Luc,UMP,3312,,,,,0
30,GARD,37,VAUVERT,14538,6764,7774,423,7351,M,DENAT,Jean,SOC,4373,M,FERNANDEZ,Patrick,FN,2978,,,,,0
30,GARD,38,VÉZÉNOBRES,6689,3202,3487,295,3192,M,GAROSSINO,Gérard,SOC,1672,M,GRAS,Frédéric,UMP,1520,,,,,0
30,GARD,39,LE VIGAN,6774,2418,4356,197,4159,M,CANAYER,Roland,SOC,1915,M,DOULCIER,Eric,VEC,2244,,,,,0
30,GARD,42,NIMES-4,10023,6221,3802,497,3305,M,BURGOA,Laurent,UMP,1952,M,RUTY,Lucien,FN,1353,,,,,0
30,GARD,43,NIMES-5,9590,5700,3890,480,3410,M,PROUST,Franck,UMP,1949,M,SANCHEZ,Julien,FN,1461,,,,,0
31,HAUTE GARONNE,4,BAGNÈRES-DE-LUCHON,5282,2236,3046,267,2779,M,DENARD,Henri,SOC,2022,M,RETTIG,René,UMP,757,,,,,0
31,HAUTE GARONNE,6,BOULOGNE-SUR-GESSE,4075,1122,2953,225,2728,M,LECLERC,Jacques,SOC,1412,M,MEDEVIELLE,Pierre,UMP,1316,,,,,0
31,HAUTE GARONNE,10,CASTANET-TOLOSAN,29118,14434,14684,907,13777,F,PRUVOT,Muriel,SOC,7926,M,LAFON,Arnaud,M,5851,,,,,0
31,HAUTE GARONNE,12,CINTEGABELLE,4305,1612,2693,129,2564,M,BRUNET,Christian,DVG,1584,M,DELCASSE,Jean,M-NC,980,,,,,0
31,HAUTE GARONNE,14,FRONTON,28833,14958,13875,901,12974,F,CABESSUT,Ghislaine,SOC,8569,F,PELLIZZON,Michèle,FN,4405,,,,,0
31,HAUTE GARONNE,16,L'ISLE-EN-DODON,3786,899,2887,117,2770,F,SOLDEVILLE,Maryline,SOC,1193,F,LARRIEU,Christiane,M,1577,,,,,0
31,HAUTE GARONNE,17,LANTA,6797,3226,3571,326,3245,M,RUFFAT,Daniel,SOC,1818,M,EDON,Emmanuel,VEC,1427,,,,,0
31,HAUTE GARONNE,19,MONTASTRUC-LA-CONSEILLÈRE,12899,6455,6444,376,6068,M,LAUR,André,SOC,4503,M,LADET,Régis,FN,1565,,,,,0
31,HAUTE GARONNE,23,MURET,33743,17802,15941,938,15003,M,BERTRAND,Alain,SOC,10208,M,LAROZE,Serge,FN,4795,,,,,0
31,HAUTE GARONNE,25,REVEL,10133,4454,5679,241,5438,M,OLTRA,Denys,SOC,2231,M,COSTES,Francis,M,3207,,,,,0
31,HAUTE GARONNE,26,RIEUMES,6843,2828,4015,230,3785,M,LAFFONT,Francis,SOC,1794,F,COURTOIS-PERISSE,Jennifer,UMP,1991,,,,,0
31,HAUTE GARONNE,29,SAINT-GAUDENS,16181,6758,9423,441,8982,M,LEPINAY,Jean-Raymond,SOC,3588,M,DUCLOS,Jean-Yves,DVG,5394,,,,,0
31,HAUTE GARONNE,31,SAINT-MARTORY,2911,1089,1822,141,1681,M,GIMENEZ,Philippe,COM,1072,M,LAFUSTE,Joseph,SOC,609,,,,,0
31,HAUTE GARONNE,33,TOULOUSE-1,17238,11419,5819,279,5540,F,LAFFORGUE,Marie-Christine,SOC,3062,F,DE VEYRAC,Christine,UMP,2478,,,,,0
31,HAUTE GARONNE,35,TOULOUSE-3,23531,15091,8440,458,7982,F,MARTINEL,Martine,SOC,5091,M,DIEBOLD,Stéphane,UMP,2891,,,,,0
31,HAUTE GARONNE,36,TOULOUSE-4,19595,12559,7036,365,6671,M,FABRE,Jean-Michel,SOC,4171,M,BOYER,Maxime,UMP,2500,,,,,0
31,HAUTE GARONNE,42,TOULOUSE-7,18617,12524,6093,408,5685,M,MIRASSOU,Jean-Jacques,SOC,3668,M,LATTES,Jean-Michel,UMP,2017,,,,,0
31,HAUTE GARONNE,47,TOULOUSE-12,23755,15971,7784,500,7284,F,EL KOUACHERI,Zohra,SOC,4192,M,ALVES,Christophe,UMP,3092,,,,,0
31,HAUTE GARONNE,48,TOULOUSE-13,28964,16958,12006,1022,10984,M,BEGUE,Christophe,SOC,5330,M,JIMENA,Patrick,VEC,5654,,,,,0
31,HAUTE GARONNE,49,TOULOUSE-14,36280,20512,15768,984,14784,F,FLOUREUSSES,Sandrine,SOC,10244,F,SOYER,Colette,FN,4540,,,,,0
31,HAUTE GARONNE,51,BLAGNAC,24571,13044,11527,697,10830,M,KELLER,Bernard,RDG,7865,M,SCHWAL,Bernard,FN,2965,,,,,0
31,HAUTE GARONNE,53,TOURNEFEUILLE,36135,19049,17086,1121,15965,M,RAYNAL,Claude,SOC,11518,F,MALLET,Monique,FN,4447,,,,,0
32,GERS,2,AUCH-NORD-EST,5341,2992,2349,162,2187,M,SORBADERE,Alain,SOC,1623,M,LANSMANT,Sébastien,UMP,564,,,,,0
32,GERS,8,FLEURANCE,8038,3682,4356,608,3748,M,SCUDELLARO,Alain,SOC,1831,M,MATTEL,Bruno,RDG,1917,,,,,0
32,GERS,11,JEGUN,2820,1006,1814,108,1706,M,KSAZ,Bernard,SOC,955,M,MOTHE,Jean-Pierre,DVD,751,,,,,0
32,GERS,13,LOMBEZ,4338,1568,2770,212,2558,M,LOUBON,Jean,RDG,1102,M,LAREE,Guy,DVD,1456,,,,,0
32,GERS,15,MASSEUBE,3527,933,2594,93,2501,F,CASALE,Françoise,SOC,1375,M,DUPRAT,Christian,UMP,1126,,,,,0
32,GERS,21,MONTRÉAL,3859,1358,2501,106,2395,M,LABEYRIE,Nicolas,SOC,1249,M,BEYRIES,Philippe,UMP,1146,,,,,0
32,GERS,23,PLAISANCE,3307,1051,2256,142,2114,M,CASTET,Gérard,RDG,1293,M,SOUBABERE,Régis,UMP,821,,,,,0
32,GERS,30,AUCH-NORD-OUEST,7060,3873,3187,336,2851,M,LASSERRE,Pierre,SOC,1959,F,MIOTTI,Rose-Marie,UMP,892,,,,,0
33,GIRONDE,2,AUDENGE,45422,25466,19956,1352,18604,M,GAUBERT,Christian,SOC,10533,F,BEY,Anny,UMP,8071,,,,,0
33,GIRONDE,3,AUROS,4127,1499,2628,189,2439,M,ZAGHET,Francis,SOC,1386,M,BARNETT,André-Marc,UMP,1053,,,,,0
33,GIRONDE,5,BELIN-BÉLIET,11122,5680,5442,446,4996,M,NUCHY,Vincent,SOC,3181,F,LEMONNIER,Marie-Christine,UMP,1815,,,,,0
33,GIRONDE,9,BORDEAUX-2,15324,9423,5901,222,5679,F,DELAUNAY,Michèle,SOC,2862,F,CAZALET,Anne-Marie,UMP,2817,,,,,0
33,GIRONDE,13,BORDEAUX-6,14314,9213,5101,193,4908,M,RESPAUD,Jacques,SOC,3183,M,MOGA,Alain,UMP,1725,,,,,0
33,GIRONDE,15,BOURG,9382,4994,4388,392,3996,M,JEAN-JEAN,Max,SOC,2406,M,BLANC,Jean-Franck,UMP,1590,,,,,0
33,GIRONDE,16,BRANNE,10392,5164,5228,369,4859,M,MUR,Christian,SOC,2515,F,VIANDON,Catherine,UMP,2344,,,,,0
33,GIRONDE,17,CADILLAC,8974,4938,4036,743,3293,M,CHOLLON,Lionel,COM,1444,M,MORENO,Guy,SOC,1849,,,,,0
33,GIRONDE,19,CARBON-BLANC,27156,15236,11920,689,11231,M,MADRELLE,Philippe,SOC,8309,M,DEBAILLEUL,Jean-Paul,FN,2922,,,,,0
33,GIRONDE,20,CASTELNAU-DE-MÉDOC,23452,12409,11043,819,10224,F,GOT,Pascale,SOC,6972,M,AUPETIT,Jean-Luc,FN,3252,,,,,0
33,GIRONDE,26,GUÎTRES,11325,6281,5044,395,4649,M,MAROIS,Alain,SOC,2780,M,ABANADES,Jean-Claude,DVD,1869,,,,,0
33,GIRONDE,27,LABRÈDE,27338,15189,12149,898,11251,M,FATH,Bernard,SOC,7469,M,GAZEAU,Francis,UMP,3782,,,,,0
33,GIRONDE,30,LIBOURNE,27466,15026,12440,1100,11340,F,HARDY,Isabelle,SOC,7223,F,ROYAL,Anne-Christine,FN,4117,,,,,0
33,GIRONDE,33,PAUILLAC,8386,4065,4321,267,4054,M,HOURNAU,Sébastien,SOC,2425,M,COLOMBIER,Jacques,FN,1629,,,,,0
33,GIRONDE,35,PESSAC-1,18438,11403,7035,325,6710,F,MONCOUCUT,Edith,SOC,4813,M,MARTIN,Eric,UMP,1897,,,,,0
33,GIRONDE,37,PUJOLS,5685,2312,3373,206,3167,F,SALLETTE,Marie-Emilie,SOC,1462,F,POIVERT,Liliane,UMP,1705,,,,,0
33,GIRONDE,42,SAINT-LAURENT-MÉDOC,7359,3389,3970,212,3758,M,BIROT,Christophe,SOC,2450,M,FERON,Jean-Marie,UMP,1308,,,,,0
33,GIRONDE,43,SAINT-MACAIRE,6564,3267,3297,261,3036,M,HILAIRE,Michel,COM,1996,F,LASSARADE,Florence,UMP,1040,,,,,0
33,GIRONDE,47,SAUVETERRE-DE-GUYENNE,4916,1629,3287,120,3167,M,BARBE,Daniel,SOC,1532,M,D'AMECOURT,Yves,UMP,1635,,,,,0
