Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,taux de participation (%),Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe 02,Nom 02,Prenom 02,Nuance 02,Voix 02,Sexe 03,Nom 03,Prenom 03,Nuance 03,Voix 03,Sexe 04,Nom 04,Prenom 04,Nuance 04,Voix 04,Sexe 05,Nom 05,Prenom 05,Nuance 05,Voix 05,Sexe 06,Nom 06,Prenom 06,Nuance 06,Voix 06,Sexe 07,Nom 07,Prenom 07,Nuance 07,Voix 07,Sexe 08,Nom 08,Prenom 08,Nuance 08,Voix 08,Sexe 09,Nom 09,Prenom 09,Nuance 09,Voix 09,Sexe 10,Nom 10,Prenom 10,Nuance 10,Voix 10,Sexe 11,Nom 11,Prenom 11,Nuance 11,Voix 11
52,HAUTE MARNE,20,NEUILLY-L'EVEQUE,3713,822,2891,"77,86",123,2768,M,ARNOUD,Francis,DVD,1255,M,KUZARA ,Michel,SOC,656,M,COURTOUX,Jean-Louis,DVD,421,M,GIRARDOT ,Jean-Pierre,UDFD,249,M,GOMARD,Denis,FN,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,HAUTE MARNE,21,NOGENT,7163,2078,5085,"70,99",474,4611,M,BROCARD,Michel,DVD,3663,M,NEHLIG,Richard,FN,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,HAUTE MARNE,22,POISSONS,1650,280,1370,"83,03",61,1309,M,ALLEMEERSCH,Antoine,UMP,727,M,DAILLET,Denis,AUT,392,M,MALINGRE,Claude,DVD,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,HAUTE MARNE,24,SAINT-BLIN,2137,408,1729,"80,91",194,1535,M,SIDO,Bruno,UMP,1243,M,AGRAIN,Régis,FN,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,HAUTE MARNE,26,TERRE-NATALE,2315,444,1871,"80,82",197,1674,M,ROUSSELOT,Pierre,DVD,1375,F,RAGOIS,Mélanie,FN,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,HAUTE MARNE,29,CHAUMONT-SUD,12496,5074,7422,"59,4",447,6975,M,FLAMERION,Paul,UMP,3311,M,TREMEL,Jacky,SOC,1644,M,CHAMPONNOIS,Jacquelin,UDFD,746,M,PROST,Michel,COM,711,M,CHARY,Alain,FN,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,HAUTE MARNE,32,SAINT-DIZIER-SUD-EST,4896,2115,2781,"56,8",129,2652,F,FONTAINE,Marcelle,COM,1348,M,CLAUSSE,Pascal,UMP,923,M,LONGUEVILLE,Serge,FN,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,2,ARGENTRE,12580,3650,8930,"70,99",429,8501,M,FERRON,Michel,DVG,3777,M,GIRET,Jean-Claude,DVD,2742,M,FAGUER,Jean-Michel,UMP,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,3,BAIS,3979,995,2984,"74,99",222,2762,F,MORICE,Marie-Cécile,UMP,1540,F,PICHOT,Sylvie,SOC,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,4,BIERNE,4263,1202,3061,"71,8",96,2965,M,GUEDON,Roger,DVD,1843,M,ROSSIGNOL,Alain,DVG,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,6,CHATEAU-GONTIER-OUEST,8932,2814,6118,"68,5",254,5864,M,ARTHUIS,Jean,UDFD,4672,F,CARCHON,Jacqueline,SOC,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,8,COUPTRAIN,3307,846,2461,"74,42",137,2324,M,TONNELIER,Jean,DVD,1599,M,BELLIOT,Lucien,COM,524,M,DE LA MORINIERE,Bruno,FN,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,11,EVRON,9916,2922,6994,"70,53",227,6767,M,BOURDIN,Jean-Pierre,DVG,3455,M,ROCTON,André,UMP,2040,M,PERNIN,Benoît,UDFD,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,13,GREZ-EN-BOUERE,4891,1420,3471,"70,97",240,3231,M,BOUVET,Norbert,UMP,1770,M,FOURGEAUD,Jacques,COM,1145,M,BRIELLES,Damien,FN,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,14,LE HORPS,2882,680,2202,"76,41",324,1878,M,DUJARRIER,Gérard,DVD,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,16,LASSAY-LES-CHATEAUX,2663,493,2170,"81,49",119,2051,M,CRINIERE,Jean-Michel,DVD,963,M,HALLIER,Bertrand,UDFD,817,F,LERMENIER-BETJEMANN,Annie,VEC,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,22,MESLAY-DU-MAINE,5857,1726,4131,"70,53",215,3916,M,LOCHU,Gérard,DVD,1687,M,BOURDAIS,André,DVD,1332,F,LEMOINE,Gisèle,COM,661,F,LE COMTE,Marie-Alix,FN,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,23,MONTSURS,4033,1021,3012,"74,68",190,2822,M,RAVE,Jean-Noël,DVD,1565,M,GARNIER,Claude,DVG,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,24,PRE-EN-PAIL,4338,1115,3223,"74,3",209,3014,M,CORTES,Yves,UMP,1672,F,GEORGEON,Isabelle,SOC,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,26,SAINTE-SUZANNE,3294,874,2420,"73,47",169,2251,M,BERNIER,Marc,UMP,1528,M,PAPION,Joseph,DVG,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,27,VILLAINES-LA-JUHEL,5178,1282,3896,"75,24",368,3528,M,LENOIR,Daniel,AUT,2421,M,MORICE,Loïc,DVG,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MAYENNE,28,LAVAL-EST,7962,2528,5434,"68,25",221,5213,M,GUINOISEAU,Alain,UMP,2567,M,BEDOUET,Loïc,SOC,2446,M,LE MORVAN,Paul,FN,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,3,BACCARAT,8081,2089,5992,"74,15",240,5752,F,FALQUE,Rose-Marie,UMP,2536,M,LE PAIGE,Michel,RDG,1404,M,DEMANGE,Jean-Luc,DVD,1172,F,THIRY,Geneviève,FN,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,5,BAYON,10037,2787,7250,"72,23",291,6959,M,VILLAUME,Maurice,COM,4191,M,ABRAHAM,Bruno,SOC,1426,M,GETTMANN,Jean-Max,UMP,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,7,BRIEY,11749,4278,7471,"63,59",333,7138,M,CORZANI,André,COM,4055,M,VICARI,René,UDFD,1518,F,CENTURIONI,Nadia,SOC,1055,F,JACQUET,Corinne,EXD,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,8,CHAMBLEY-BUSSIERES,2702,665,2037,"75,39",133,1904,F,THOMAS,Rachel,SOC,1136,F,MARION,Maryse,M-NC,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,9,CIREY-SUR-VEZOUZE,2714,821,1893,"69,75",106,1787,F,TALLOTTE,Josiane,DVG,524,M,LATZER,Jean-Pierre,M-NC,444,M,MATHIEU,Alain,AUT,393,M,ARNOULD,Philippe,DVD,346,M,SEER,Marc,UDFD,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,12,DOMEVRE-EN-HAYE,10218,3124,7094,"69,43",282,6812,M,LOCTIN,Jean,UMP,4158,M,DEJAY,Constant,DVG,2067,F,DAVION ,Catherine,EXD,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,13,GERBEVILLER,4855,890,3965,"81,67",240,3725,M,WILLER,Yves,DVG,2343,M,GENAY,Bernard,UMP,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,15,LONGUYON,10515,3155,7360,70,465,6895,M,MERSCH,Pierre,DVD,3499,M,JACQUE,Jean-Pierre,AUT,2767,M,DERVIN,Daniel,FN,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,16,LONGWY,8434,4270,4164,"49,37",107,4057,M,ARIES,Christian,DVG,1341,M,JACQUE,Edouard,UMP,1089,M,ANDRÉ,Jean-Luc,DVD,740,F,ETIENNE,Martine,DVG,460,M,FOERSTER,Jacques,SOC,227,M,HAÏDAS,Salah,RDG,200,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,18,LUNEVILLE-SUD,15790,5804,9986,"63,24",541,9445,M,BAUMONT,Michel,UMP,2815,M,LAURENT,Michel,SOC,2344,M,VILLEMIN,Jean Marc,DVG,1947,M,MANOURY,Jean-Luc,FN,1089,F,FAÏQ,Nassima,COM,637,M,NOSSE,Romuald,UDFD,613,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,21,NANCY-OUEST,17814,8831,8983,"50,43",292,8691,M,HUSSON,Jean-François,UMP,4209,F,BEZAZ,Daouïa,SOC,2951,F,GAREAUX,Evelyne,UDFD,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,27,TOUL-NORD,18853,6263,12590,"66,78",453,12137,F,PILOT,Michèle,SOC,6494,F,VAISSIER CATARAME,Aline,UMP,3775,M,VINQUANT,Lionel,FN,1205,M,TOKARSKI,Patrice,COM,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,29,VEZELISE,7307,1617,5690,"77,87",261,5429,M,HENRY,Jean-Jacques,UMP,2596,M,BRUNNER,Gauthier,DVG,2482,M,HIPPY,Rémy,FN,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,32,MONT-SAINT-MARTIN,13720,5881,7839,"57,14",594,7245,M,DE CARLI,Serge,COM,3390,M,PIERRET,Jean-Jacques,UMP,2378,M,CHEMINI,Amar,SOC,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,33,NEUVES-MAISONS,14240,5278,8962,"62,94",380,8582,M,VINCHELIN,Jean-Paul,SOC,4949,M,DEBRIERE,Pascal,M-NC,2804,M,BREBION,Vincent,FN,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,34,POMPEY,19880,7608,12272,"61,73",378,11894,M,UHLRICH,Jean-Marie,SOC,4741,F,GAZIN,Mireille,UMP,4340,M,ANTOINE,Gérard,COM,1666,M,CHATRON,Dominique,FN,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,35,SAINT-MAX,13147,5254,7893,"60,04",323,7570,M,CAUSERO,Louis,UMP,4050,F,ANTOINE,Françoise,SOC,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,36,VANDOEUVRE-LES-NANCY-EST,7408,3104,4304,"58,1",92,4212,M,HABLOT,Stéphane,SOC,1814,M,CHAPPUT,Jean-Louis,UMP,883,F,ARNAUD,Geneviève,DVG,649,M,CILLA,Daniel,UDFD,629,F,SCHÜLLER,Françoise,EXD,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,39,LAXOU,20129,8198,11931,"59,27",358,11573,M,GUILLERME,Claude,M-NC,4602,M,BAUMANN,Pierre,SOC,4548,M,GIMELLO,Frédéric,UDFD,1556,M,LE LARDIC,Christophe,FN,649,M,REZZIK,Achour,AUT,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,41,DIEULOUARD,14824,5288,9536,"64,33",346,9190,M,PORTELANCE,Christian,DVD,3011,M,BISTON,Yvon,SOC,2787,M,BERTELLE,Bernard,COM,2503,F,PINOT,Chantal,FN,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,42,MALZEVILLE,16246,5765,10481,"64,51",459,10022,M,BOLMONT,Jean-Paul,SOC,5481,F,MARCHAL-TARNUS,Corinne,UMP,4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,44,VANDOEUVRE LES NANCY OUEST,8144,3264,4880,"59,92",106,4774,F,NICOLAS,Françoise,UMP,1741,M,SAINT-DENIS,Marc,UDFD,1250,F,DI PASQUALE,Régine,SOC,1235,F,DEVILLE,Nelly,DVG,461,M,CHENU,Gérard,DVG,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,4,CLERMONT-EN-ARGONNE,3387,699,2688,"79,36",113,2575,M,VILLEFAYOT,Bernard,UMP,731,M,PONSIGNON,Christian,SOC,709,M,DURAND,Dominique,DVD,702,M,CARILLON,Stéphane,FN,240,M,HEBRARD,Denis,UDFD,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,5,COMMERCY,9460,3029,6431,"67,98",299,6132,M,VERNEAU,Alain,SOC,2066,M,EYMANN,Daniel,UMP,1200,M,FERIOLI,Alain,DVD,1030,F,MARTIN,Bénédicte,DVD,681,M,LANDO,Gérardo,COM,659,M,BRACONNOT,Jacques,FN,496,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,6,DAMVILLERS,1985,315,1670,"84,13",49,1621,M,JEHANNIN,Roland,SOC,757,M,LENHARD,Pierre,DVD,442,M,THÉVENIN,Gilbert,DVD,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,8,ETAIN,5298,1361,3937,"74,31",202,3735,M,PICART,Jean,COM,2393,M,MOINAUX,Jean-Luc,UMP,1013,F,MIGEOT,Christine,FN,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,9,FRESNES-EN-WOEVRE,3905,640,3265,"83,61",148,3117,F,TROMPETTE,Régine,DVD,1440,M,COUSIN,Jean-Marie,UDFD,1408,M,BILDE,Gérald,FN,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,11,LIGNY-EN-BARROIS,8518,2458,6060,"71,14",330,5730,M,BEAUXEROIS,Roger,SOC,2534,M,POLMARD,Jean-Pierre,UMP,1277,F,NAVELOT-GAUDNIK,Marie-Françoise,DVD,719,M,MARC,Dominique,DVD,533,F,BILDE,Dominique,FN,404,M,GEOFFROY,Roger,EXD,263,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,13,MONTIERS-SUR-SAULX,2180,430,1750,"80,28",106,1644,F,MALFAIT-BENNI,Sylvie,DVD,609,M,RUHLAND,Daniel,DVD,463,M,BARROIS,Lionel,DVD,299,M,NICOLAS,Vincent,DVD,174,M,TAGUEL,Gilles,SOC,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,14,MONTMEDY,4449,964,3485,"78,33",154,3331,M,LÉONARD,Claude,DVD,1427,M,PETITPAS,Jean-François,DVG,991,M,BIWER,Claude,M-NC,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,16,REVIGNY-SUR-ORNAIN,5955,1640,4315,"72,46",188,4127,M,BURGAIN,Pierre,SOC,2080,M,PANCHER,Bertrand,UMP,1692,M,LOVISA,Alain,FN,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,18,SOUILLY,2859,494,2365,"82,72",134,2231,M,NAHANT,Serge,DVD,1889,M,FRISONI,Yves,COM,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,20,STENAY,4412,1252,3160,"71,62",153,3007,M,PERRIN,Stéphane,DVD,1316,M,GUICHARD,Daniel,UMP,1088,M,DUTERTE,Yvon,COM,325,M,VAURY,Claude,FN,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,26,VERDUN-EST,5787,2150,3637,"62,85",162,3475,M,NAVEL,Guy,RDG,2032,M,LEPAGE,Jean-Claude,DVD,800,M,BILDE,Bruno,FN,349,M,WEBER,André,COM,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,27,VIGNEULLES-LES-HATTONCHATEL,2967,501,2466,"83,11",134,2332,M,DENOYELLE,Sylvain,UMP,1181,M,VILLEMIN,Thibaut,SOC,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,28,VOID-VACON,4354,1034,3320,"76,25",122,3198,M,JANNOT,André,DVD,2265,M,GEORGE,Jean-Claude,SOC,627,F,BUTTIER,Christiane,FN,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,29,BAR-LE-DUC-SUD,7330,996,6334,"86,41",287,6047,M,ABBAS,Gérard,UMP,2294,F,ANDRÉ,Diana,SOC,2085,M,FLEURANT,Luc,DVD,820,M,LATOUR,Gilles,EXD,445,M,KUBANY,Joël,FN,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,31,VERDUN-CENTRE,4570,1665,2905,"63,57",133,2772,F,BECQ-VINCI,Claudine,UMP,1329,M,THOMAS,Jean-François,SOC,795,M,VIGNERON,François,DVG,355,M,BOUSSELIN,Bernard,COM,171,M,BAILLIOT,Benoît,FN,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,1,ALLAIRE,11983,3060,8923,"74,46",222,8701,F,ANNEE,Yvette,DVD,5229,M,ROCHETEAU,Jean,DVG,3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,2,AURAY,25512,8073,17439,"68,36",370,17069,M,LE RAY,Philippe,DVD,7634,M,LE SCOUARNEC,Michel,COM,6024,M,FLEURY,Pierre-Gildas,VEC,1834,M,PETIT,Bruno,FN,874,M,JOSSET,Erwan,REG,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,3,BAUD,10529,2244,8285,"78,69",237,8048,M,LE LOIR,Noël,DVD,4572,M,BERTHO,Jean-Paul,SOC,3476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,4,BELZ,11901,3587,8314,"69,86",323,7991,M,LE TREQUESSER,Gérard,DVD,3328,M,CORDA ,Michel,DVD,1965,F,BOUDOU ,Anne-Marie,VEC,1850,M,GUYOT,Alain,COM,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,5,CLEGUEREC,7026,1238,5788,"82,38",213,5575,M,MOELO,Serge,SOC,2905,M,LE DENMAT,Pierre,DVD,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,6,ELVEN,13753,3933,9820,"71,4",323,9497,M,LABBE,Joël,DVG,6373,F,DANARD,Françoise,UMP,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,7,LE FAOUET,8304,1634,6670,"80,32",214,6456,M,POULIQUEN ,Pierre,SOC,2818,M,RIEUX,Jean-Pierre,UMP,2701,M,LE FUR,Jean-Pierre,DVD,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,8,LA GACILLY,8030,2077,5953,"74,13",288,5665,M,CHESNAIS,Yannick,AUT,3024,M,GUEANT,François,UMP,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,10,GRAND-CHAMP,14000,3786,10214,"72,96",300,9914,M,BLEUNVEN,Yves,UMP,4854,M,CALVEZ,Vincent,SOC,2682,M,PELLETAN,Gilles-Marie,DVD,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,11,GROIX,2294,410,1884,"82,13",35,1849,M,YVON,Dominique,DVD,804,F,LE MARECHAL,Denise,UMP,508,M,PUILLON,Joël,DVG,277,F,TONNERRE,Marine,SOC,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,13,GUER,7673,1967,5706,"74,36",168,5538,M,CHADOUTEAU,Jean-Marie,SOC,2538,M,BLEHER,Jean-Luc,DVD,1919,M,DROUGARD,Guy,DVG,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,14,HENNEBONT,22285,7377,14908,"66,9",520,14388,M,OLLIERO,Maurice,DVD,5236,M,PERRON,Gérard,COM,4609,F,COHIC,Gwennaëlle,SOC,3898,M,BERHAULT,Sylvain,REG,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,15,JOSSELIN,8825,2197,6628,"75,1",326,6302,M,SAMSON,Joseph,DVD,4322,F,GUERIN,Annick,COM,1466,M,MABON,Yannick,FN,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,17,LORIENT-CENTRE,10214,4718,5496,"53,81",234,5262,M,METAIRIE,Norbert,SOC,2485,M,MORIN,Jacques,UMP,964,F,BECKER,Annie,DVG,656,M,GIRARD,Damien,VEC,435,F,LE GALL,Corinne,COM,294,M,BELLANGER,Jacques,DVD,290,M,PERRIER,Gérald,FN,138,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,19,MALESTROIT,12276,2918,9358,"76,23",303,9055,M,LEGAL,Jo,DVD,4510,M,MARCHAL,Alain,DVG,3818,M,LE RALLIC,Gaël,REG,420,M,FELIX,Jean-Paul,FN,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,20,MAURON,4631,949,3682,"79,51",113,3569,M,DE KERSABIEC,Guy,DVD,2114,M,FICHET,Charles-Edouard,SOC,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,22,BELLE-ILE,4317,1188,3129,"72,48",129,3000,M,BANNET,Jean-Yves,DVD,1123,M,BRIEN,Yves,DVG,877,M,ETORRE,Thibaud,REG,797,M,LE FLOC'H,Tristan,REG,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,24,PLOUAY,9957,2432,7525,"75,57",277,7248,M,KERVARREC,Jean-Rémy,DVD,4318,F,DORE-LUCAS,Marie-Madeleine,COM,1590,M,GIRONNAY,Richard,REG,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,27,PONT-SCORFF,27262,9127,18135,"66,52",632,17503,M,NEVANNEN,Pierrik,UMP,7629,M,LAURENT,Jean-Yves,SOC,4467,M,COZILIS,Marc,COM,2419,M,LADAME,Philippe,VEC,2072,M,LE NY ,Claude,FN,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,37,VANNES-EST,31345,11152,20193,"64,42",860,19333,M,PELLOIS,Hervé,SOC,10464,F,BOYCE,Josiane,DVD,6181,M,PAGE,Jean-Jacques,REG,1044,M,MARGUELLES,Pierre,FN,1001,M,DENIAUD,André,COM,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,41,LORIENT-SUD,14346,6695,7651,"53,33",597,7054,M,LENORMAND,Yves,SOC,3485,M,BOULARD,Lilian,UMP,1365,M,CHAMPAGNAT,Loïc,COM,730,F,LE GOFF,Claudine,VEC,614,M,BRIAND,Gaël,REG,293,M,BERGERON,Daniel,FN,288,M,GARNIER,Frédéric,AUT,279,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,1,ALBESTROFF,5133,1001,4132,"80,5",263,3869,M,PATTAR,Alain,DVG,1424,M,MUSSOT,Germain,UMP,1386,M,AMPS,Marcel,SOC,936,F,DAESCHLER,Joëlle,COM,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,4,BOUZONVILLE,23070,7471,15599,"67,62",490,15109,M,LARCHER,Clément,UMP,4388,F,BOROWSKI,Joëlle,SOC,3304,M,DASTILLUNG,Jean-Paul,UDFD,3256,M,SCHWARTZ,Christian,DVD,2798,M,DEGRELLE,Norbert,FN,950,F,MOUNIER,Brigitte,COM,242,M,PRICONE,Vincent,DVD,171,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,8,DIEUZE,5115,1332,3783,"73,96",146,3637,M,LORMANT,Fernand,UMP,2269,M,HAMANT,Rémy,SOC,1018,F,GALLOT,Estelle,COM,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,9,FAULQUEMONT,17631,5496,12135,"68,83",479,11656,M,LAVERGNE,François,UMP,6242,F,ZANETTI,Paola,SOC,3744,M,WEBER,Emile,FN,1397,F,MULARONI,Maryse,COM,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,10,FENETRANGE,6050,1195,4855,"80,25",227,4628,M,POIROT,Alfred,UMP,2736,M,BECKER,Gilles,DVG,1332,M,PLOT,Guillaume,FN,387,F,DAUTRUCHE,Régine,COM,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,14,GROSTENQUIN,10852,2347,8505,"78,37",378,8127,M,BITTE,Claude,UMP,5960,M,RACAT,Joël,SOC,1868,M,BRIZZI,Jean-Claude,COM,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,15,HAYANGE,14863,7306,7557,"50,84",370,7187,M,DAVID,Philippe,SOC,3156,M,JURCZAK,Serge,COM,1570,M,KARMELITA,Jean-Paul,UMP,1375,M,ANTONY,Christian,FN,699,M,ALEXANDRE,Guy,DVD,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,19,METZ-3,26368,13055,13313,"50,49",420,12893,F,GRIESBECK,Nathalie,UDFD,4040,M,KOENIG,Sébastien,SOC,3359,F,STEMART,Anne,UMP,2310,M,FOUCAULT,Bernard,DVD,1377,M,WETZEL,Jacques,DVD,682,F,GROLET,Françoise,FN,618,F,DUPONT,Laure,COM,507,,,,,,,,,,,,,,,,,,,,
