Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,taux de participation (%),Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe 02,Nom 02,Prenom 02,Nuance 02,Voix 02,Sexe 03,Nom 03,Prenom 03,Nuance 03,Voix 03,Sexe 04,Nom 04,Prenom 04,Nuance 04,Voix 04,Sexe 05,Nom 05,Prenom 05,Nuance 05,Voix 05,Sexe 06,Nom 06,Prenom 06,Nuance 06,Voix 06,Sexe 07,Nom 07,Prenom 07,Nuance 07,Voix 07,Sexe 08,Nom 08,Prenom 08,Nuance 08,Voix 08,Sexe 09,Nom 09,Prenom 09,Nuance 09,Voix 09,Sexe 10,Nom 10,Prenom 10,Nuance 10,Voix 10,Sexe 11,Nom 11,Prenom 11,Nuance 11,Voix 11
2B,HAUTE CORSE,26,LE-HAUT-NEBBIO,2692,293,2399,"89,12",39,2360,M,FLORI,Claude,UDFD,1303,M,CHIARELLI,Joseph,RDG,879,M,SAMMARCELLI,Dominique-Antoine,COM,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,37,OREZZA-ALESANI,1791,229,1562,"87,21",42,1520,M,MARSILY,Luc Antoine,DVG,1130,M,TATUFFO,Marc,UMP,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,39,FIUMALTO-D'AMPUGNANI,3390,599,2791,"82,33",60,2731,M,GRIMALDI,Ours-Pierre,UMP,1482,M,MARCANTEI,Francis,DVG,886,M,GAMBOTTI,Alexandre,RDG,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,45,SAN-MARTINO-DI-LOTA,5674,1528,4146,"73,07",321,3825,M,PADOVANI,Jean-Jacques,DVG,2786,M,STEFANI,Michel,COM,710,M,ESTIVALIS,Eric,REG,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,54,BUSTANICO,2395,291,2104,"87,85",18,2086,M,ANGELI,Paul,DVD,489,M,VANNUCCI,Dominique,SOC,384,M,PARIGI,Paul,REG,348,M,ORSINI,Frédéric,DVG,319,M,NEGRONI,Pierre,RDG,293,M,CORAZZINI,Antoine Marie,DVG,141,M,ISACCO,Jean-Pascal,DVG,50,M,RISTERUCCI,Dominique,DVG,37,M,DEFENDINI,Jean,DVG,25,,,,,,,,,,
2B,HAUTE CORSE,59,VESCOVATO,5728,2078,3650,"63,72",254,3396,M,CASTELLI,Joseph,DVG,3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,60,VEZZANI,1804,210,1594,"88,36",28,1566,M,PERALDI,Paul,RDG,757,M,ALESSANDRINI,Alexandre,RDG,465,M,PAGNI,Jean Pierre,UMP,320,M,VINCENSINI,Bernard,COM,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,68,BASTIA-4,1140,251,889,"77,98",57,832,M,RAFFALLI,Jean-Baptiste,RDG,491,M,CHIARELLI,Pierre,DVG,223,M,SANTUCCI,Jean,COM,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,69,BASTIA-5,4540,1323,3217,"70,86",109,3108,M,CALLONI,Eric,RDG,1571,M,TEMPESTINI,Toussaint,DVD,486,M,MATTEI,Antoine,DVD,321,M,MARI,Jonathan,REG,319,M,BARTOLI,Paul,COM,284,F,ISETTI,Marie-Ange,ECO,127,,,,,,,,,,,,,,,,,,,,,,,,,
2B,HAUTE CORSE,71,BASTIA-6,7637,2459,5178,"67,8",253,4925,M,VENDASI,François,RDG,3069,M,PIERI,Pierre,DVD,915,M,TOMEI,Ange,COM,682,M,VITI,Pierre,FN,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,4,BAIGNEUX-LES-JUIFS,1336,248,1088,"81,44",61,1027,M,FROT,Marc,UDFD,582,M,LEPY,Denis,DVD,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,6,BEAUNE-SUD,15173,5790,9383,"61,84",399,8984,M,REBOURGEON,Jean-Pierre,UMP,4877,M,SERRE,Patrick,SOC,1928,M,JABOULET-VERCHERRE,Pierre,FN,969,M,LACROIX,Frédéric,UDFD,773,M,CORCIN,Guy,COM,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,8,CHATILLON-SUR-SEINE,8001,2102,5899,"73,73",147,5752,M,BRIGAND,Hubert,UMP,2852,M,CASTELLA,Francis,DVG,2116,M,ROMMEL,Jean Paul,COM,488,M,GAILLARD,Franck,FN,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,9,DIJON-1,18562,7112,11450,"61,69",296,11154,M,ROCHETTE,Ludovic,UMP,5891,M,ALLAERT,François,DVG,3203,M,MASSON,Jean-Patrick,VEC,711,M,BENREDJEM,Slimane,UDFD,545,F,ESSAYAN,Nicole,ECO,426,M,JEANNES,Philippe,COM,378,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,10,DIJON-2,24015,9819,14196,"59,11",469,13727,M,BACHELARD,Michel,SOC,5990,M,PERRIN,Jean,DVD,4321,F,LOOS-MAILLARD,Isabelle,UDFD,1630,M,LOUIS,Bruno,VEC,808,M,DEILLER,Thierry,ECO,534,M,NEVEU,Marc,COM,444,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,11,DIJON-3,11158,4473,6685,"59,91",194,6491,F,POPARD,Colette,SOC,3295,M,SEMAIN,Xavier,UMP,1831,F,DURNERIN,Christine,VEC,410,M,LOVICHI,Marien,UDFD,391,M,ESSAYAN,Roland,ECO,289,F,VÉDERINE,Ivana,COM,275,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,13,FONTAINE-FRANCAISE,2365,477,1888,"79,83",73,1815,M,URBANO,Nicolas,UMP,612,M,RAILLARD,Roger,DVD,369,M,CHAPUIS,Roland,DVG,284,M,COMPARON,Jean-Louis,DVD,271,F,LACOMBE,Annie,FN,115,M,BIOT,Christophe,DVD,105,M,RAPENNE,Jean,UDFD,59,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,14,GENLIS,15700,5135,10565,"67,29",378,10187,M,BERNARD,Noël,RDG,4527,M,LENDZWA,Jean-Marc,UMP,3727,M,TALLEC,Eric,FN,1000,M,LOURY,Jacques,COM,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,18,LAIGNES,2724,415,2309,"84,77",84,2225,M,NORET,Jean-Paul,SOC,776,M,ANTONI,Jean-Michel,UMP,530,M,MARS,Jean-Michel,DVD,365,M,LAZZAROTTI,Jacques,DVD,361,M,MARCHAND,René,DVD,97,F,HARQUET,Andrée-Henriette,FN,96,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,19,LIERNAIS,2203,449,1754,"79,62",55,1699,M,POILLOT,Pierre,SOC,1040,M,THOUVIOT,Jean-Claude,DVD,497,M,ROUGET,Jean-René,COM,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,23,NOLAY,4975,1304,3671,"73,79",186,3485,M,BICHOT,Emmanuel,UMP,2152,M,MANIERE,Patrick,SOC,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,26,POUILLY-EN-AUXOIS,4280,752,3528,"82,43",120,3408,M,PATRIAT,François,SOC,2036,M,MOROT,Jean-François,UMP,1049,M,TRECA,David,FN,176,M,BONNAVENTURE,Robert,COM,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,27,PRECY-SOUS-THIL,2335,376,1959,"83,9",47,1912,F,EAP-DUPIN,Martine,UMP,1114,M,JULIENNE,Lionel,SOC,480,M,BOULAY,Yvon,COM,213,M,GUENEAU,Jacques,FN,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,28,RECEY-SUR-OURCE,1804,360,1444,"80,04",75,1369,M,VINOT,Claude,DVD,1118,M,LIMONIER,Serge,UDFD,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,31,SAULIEU,4731,1157,3574,"75,54",327,3247,F,LOISIER,Anne-Catherine,UMP,2493,M,IANELLI,Jean,COM,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,33,SEMUR-EN-AUXOIS,7134,1464,5670,"79,48",216,5454,M,PATRIAT,Marc,UMP,2027,M,COMPAROT,Eric,SOC,1182,M,GARRAUT,Jean-Michel,UDFD,1150,F,LEFORESTIER,Colette,AUT,778,M,VAYROU,Georges,COM,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,34,SEURRE,6757,1984,4773,"70,64",196,4577,F,COINT,Emmanuelle,UMP,1695,M,BEZ,Jean-Marie,SOC,845,M,BÉLORGEY,Sébastien,AUT,788,M,FLIPPE,Augustin,EXG,462,M,CHANNET,Michel,COM,437,F,ROBERT,Annie,FN,350,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,35,SOMBERNON,5249,1198,4051,"77,18",148,3903,M,ROBINAT,Paul,DVG,2150,M,GARROT,Rémy,DVD,1311,F,GUTIERREZ,Danielle,COM,245,M,DEMARTINI,Gérard,FN,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,36,VENAREY-LES-LAUMES,6018,1348,4670,"77,6",159,4511,M,MOLINOZ,Patrick,RDG,2651,M,HANSON,Bernard,DVD,1585,M,DUC,Jean-Marie,COM,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,38,CHENOVE,17944,7148,10796,"60,16",308,10488,M,ESMONIN,Jean,SOC,5652,M,POISSONNIER,Gilles,DVD,2167,M,BOURSOT,Rémy,FN,903,M,GUION,Christophe,UDFD,781,M,SCHMITT,Philippe,VEC,673,M,HOLIN,Yvon,COM,312,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,41,DIJON-7,12689,5083,7606,"59,94",138,7468,M,MILLOT,Alain,SOC,3226,M,DEPIERRE,Bernard,UMP,2830,M,RIFFAUD,Jacques-Hervé,UDFD,469,M,HERVIEU,Philippe,VEC,419,F,DE ALMEIDA,Isabelle,COM,317,F,GOTNICH,Karelle,ECO,207,,,,,,,,,,,,,,,,,,,,,,,,,
21,COTE D'OR,42,DIJON-8,10497,4511,5986,"57,03",165,5821,M,PIAN,Jean-Yves,DVG,2186,M,CHEVALIER,Stéphane,UMP,1871,F,HAÏE,Najate,COM,504,F,HERVIEU,Catherine,VEC,358,F,FARCY-GRENAUD,Nadine,UDFD,339,M,GEORGY,Christophe,FN,336,M,GAGNIARRE,Jérôme,ECO,227,F,BORJA,Malika,AUT,0,,,,,,,,,,,,,,,
22,COTES D'ARMOR,1,BEGARD,6682,1360,5322,"79,65",133,5189,M,GARREC,Yvon,DVD,2036,M,LE CAER,Gérard,COM,1785,M,DAREAU,Yves,SOC,640,M,PERENNES,Thierry,EXG,383,F,LE SCOUR,Françoise,REG,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,2,BELLE-ISLE-EN-TERRE,4638,688,3950,"85,17",117,3833,M,RAOULT,Emile,SOC,1584,F,DERRIEN,Nicole,COM,1074,M,HERVE,Marc,DVD,826,M,SALOMON,Jañ-Mai,REG,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,4,BROONS,6790,1225,5565,"81,96",181,5384,M,LAMARCHE,Michel,UMP,2688,M,BOLORE,Patrick,SOC,1465,F,DUBOIS,Yolande,DVG,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,5,CALLAC,4908,569,4339,"88,41",87,4252,M,COAIL,Christian,SOC,1148,F,DRONIOU,Marie-Françoise,UDFD,696,M,MILBEAU,Jean-Yves,DVG,690,M,PLEGADES,Jean-Paul,DVD,591,M,BERNARD,Joseph,COM,442,M,LARVOR,Yannick,DVG,381,M,LORINQUER,Rémi,DVG,197,M,BOUGUENNEC,Jean-François,RDG,107,,,,,,,,,,,,,,,
22,COTES D'ARMOR,6,CAULNES,4728,866,3862,"81,68",107,3755,M,BERTRAND,Gérard,DVD,2059,M,LEBRANCHU,Jean-Marc,DVG,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,9,COLLINEE,3363,623,2740,"81,47",124,2616,F,HAMEON,Monique,COM,1585,M,AIGNEL,Jacky,DVG,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,11,DINAN-EST,11997,3280,8717,"72,66",373,8344,M,VASPART,Michel,UMP,4086,F,COZ,Hélène,SOC,3322,M,ETIENNE,Maurice,DVD,684,M,OLLIVIER,Christophe,EXG,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,15,GOUAREC,2696,408,2288,"84,87",56,2232,M,ANDRE,Michel,SOC,931,M,LE CAM,Gérard,COM,719,M,GUEGUEN,Paul,DVD,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,16,GUINGAMP,16399,4465,11934,"72,77",364,11570,F,LE HOUEROU,Annie,SOC,4248,M,PENNEC,Daniel,DVD,2511,M,LOLLIERIC,Yves,DVG,2120,F,CORBIC,Josiane,COM,996,M,PRIGENT,Bernard,VEC,727,F,BRAS,Mona,REG,510,F,GUILLOU,Sylvie,EXG,458,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,18,LAMBALLE,15852,4148,11704,"73,83",540,11164,F,CLERET,Marie-Christine,SOC,6293,M,BARON,Daniel,DVD,3571,M,LE LIEVRE DE LA MORINIERE,Roland,REG,687,M,BOULIN,Gilles,DVG,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,19,LANNION,19256,6570,12686,"65,88",455,12231,M,MER,Denis,SOC,4991,F,JEHANNO,Sylvie,UMP,2550,F,FEJEAN,Claudine,COM,2170,M,CARER,Arnaud,VEC,1862,M,LEHAUT,Dominique,REG,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,20,LANVOLLON,6558,1313,5245,"79,98",221,5024,M,LE FLOC'H,Jean,SOC,2581,M,LE GOUX,Philippe,DVG,2100,M,LUCAS,Daniel,FN,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,21,LEZARDRIEUX,7104,1420,5684,"80,01",131,5553,M,LE ROUX,Yves,SOC,3865,M,LE BRIAND,Gilbert,UMP,1492,M,BOUVEAU,Guy,COM,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,25,MERDRIGNAC,6027,916,5111,"84,8",195,4916,F,ANGEE,Régine,DVD,2443,F,DESSAUDES,Armelle,SOC,2102,M,LAUNAY,Pierre-Marie,FN,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,27,MUR-DE-BRETAGNE,2740,332,2408,"87,88",83,2325,F,LE CLEZIO,Monique,SOC,1478,M,LE LU,Hervé,DVD,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,30,PLANCOET,9726,2285,7441,"76,51",392,7049,M,MESLAY,Philippe,SOC,3746,M,LETEXIER,Emile,DVD,2826,F,MARCAIS,Tiéphaine,FN,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,32,PLENEUF-VAL-ANDRE,11209,2759,8450,"75,39",282,8168,M,MORIN,Yannick,UMP,3413,M,BOULLET,Patrick,SOC,3272,M,LOLIVE,Jean-Paul,COM,1042,M,BOURVA,Jean-Claude,FN,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,34,PLOEUC-SUR-LIE,7135,1544,5591,"78,36",171,5420,M,LE GUILLOUX,Gérard,SOC,2830,M,GUIGNARD,Thibaut,UMP,1734,M,FOIS,Dominique,COM,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,36,PLOUARET,7725,1305,6420,"83,11",380,6040,M,QUILIN,Gérard,DVG,3529,F,PERRON,Thérèse,COM,2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,38,PLOUGUENAST,5160,976,4184,"81,09",463,3721,M,HELLOCO,Ange,DVG,3027,M,CARO,Jean-Claude,COM,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,41,QUINTIN,6732,1157,5575,"82,81",141,5434,M,LE FUR,Marc,UMP,3207,M,BOITARD,Henri,SOC,1171,M,LE NOANE,Loïc,COM,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,44,SAINT-BRIEUC-NORD,9879,4259,5620,"56,89",177,5443,M,CADEC,Alain,UMP,2114,F,HUBERT,Martine,SOC,1690,M,LEBRETON,Ronan,EXG,398,M,TASSEL,Alain,REG,367,M,RECOURSE,Paul,COM,364,M,BLANC,Raymond,FN,183,M,LOPIN,Pierre-Yves,DVD,170,F,PARAIRE,Maryse,DVG,157,,,,,,,,,,,,,,,
22,COTES D'ARMOR,45,SAINT-BRIEUC-SUD,10777,4709,6068,"56,31",210,5858,M,PROVOST,Christian,SOC,2366,M,ROBERT,Gilbert,UMP,1536,M,BOIVIN,Marc,VEC,833,M,LE BERE,Jean-Guy,COM,712,M,GIBELIN,Vincent,EXG,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,47,TREGUIER,10062,2324,7738,"76,9",269,7469,F,NICOLAS,Isabelle,SOC,2886,M,TOULARASTEL,Patrick,DVD,2649,M,MAINGUY,René,COM,1351,M,LE ROUX,Dominique,REG,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,48,UZEL,2835,400,2435,"85,89",71,2364,M,ROSCOUËT,Loïc,UMP,950,M,LE HELLOCO,Pierre,DVG,891,M,LE GOFF,Daniel,DVD,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COTES D'ARMOR,51,PLOUFRAGAN,16180,4889,11291,"69,78",647,10644,F,ORAIN,Christine,SOC,3140,M,MOULIN,Rémy,COM,3125,M,LE GAL,Michel,UDFD,2860,M,OLLIVRO,André,VEC,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,5,BENEVENT-L'ABBAYE,2996,637,2359,"78,74",130,2229,M,MAVIGNER,André,DVG,1666,M,WEBER,Patrick,UMP,459,M,CHARBONNIER,Christian,FN,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,8,BOUSSAC,4482,968,3514,"78,4",164,3350,M,BLERON,Roger,SOC,1446,F,GRAVERON,Catherine,DVD,1416,M,BRIAULT,Stéphane,COM,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,11,CHENERAILLES,3462,799,2663,"76,92",131,2532,M,DE LAMBERTERIE,Guy,UMP,1413,M,GROSVALLET,Daniel,DVG,970,M,KRUMHOLTZ,Charles,FN,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,12,LA COURTINE,1596,280,1316,"82,46",42,1274,M,BREUIL,Philippe,DVG,982,F,CLAVAUD,Florence,DVD,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,13,CROCQ,2913,617,2296,"78,82",97,2199,M,ROULLAND,René,DVG,1093,F,VENTENAT,Marie-Françoise,DVD,741,M,D'HULSTER,Eric,DVD,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,14,DUN-LE-PALESTEL,5743,1366,4377,"76,21",163,4214,M,DAULNY,Laurent,UMP,2444,M,DUGENEST,Jean-Claude,SOC,1535,M,CARLIER,Robert,COM,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,15,EVAUX-LES-BAINS,2599,429,2170,"83,49",91,2079,M,RADIGON,François,DVG,1091,M,BONHOMME,Gérard,DVD,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,16,FELLETIN,3283,635,2648,"80,66",90,2558,M,CHAMFREAU,Yves,UMP,1261,F,NICOUX,Renée,SOC,1114,F,JALAGEAS,Sophie,EXG,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,19,GUERET-NORD,6333,2037,4296,"67,84",184,4112,M,DEXET,Daniel,COM,2224,M,CHATA,Georges,UMP,1591,M,HUMBERT,André,VEC,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,20,JARNAGES,2821,545,2276,"80,68",118,2158,M,VACHER,Jean-Pierre,UMP,1119,M,PERRIER,Jean-Marie,SOC,859,M,PRIMEL,Guy,COM,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,21,PONTARION,2429,419,2010,"82,75",62,1948,M,GUILLON,Jacky,SOC,867,M,GAILLARD,Thierry,UMP,833,F,BATEROSSE,Sylvie,COM,149,M,PALAYER,Julien,EXG,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,24,SAINT-VAURY,5625,1444,4181,"74,33",226,3955,M,BAYOL,Philippe,SOC,2043,M,BEILLONNET,Franck,UMP,1094,F,DEVINEAU,Annie,COM,502,M,BERGER,Patrick,VEC,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,25,LA SOUTERRAINE,8570,2269,6301,"73,52",228,6073,M,FURET,Yves,SOC,2817,M,AUMAITRE,Yves,DVD,2352,M,BRANT,Jean-Claude,COM,490,M,GARGAUD,Daniel,EXG,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CREUSE,27,GUERET-SUD-OUEST,3639,1287,2352,"64,63",325,2027,M,JEANSANNETAS,Eric,SOC,1714,M,DECHELLE,Arnaud,EXG,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,2,BELVES,3349,626,2723,"81,31",150,2573,F,LE BARBIER,Claudine,DVD,1605,M,ORHAND,Serge,SOC,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,8,CARLUX,4254,800,3454,"81,19",142,3312,M,ALARD,André,UMP,1799,M,BONNEFON,PATRICK,SOC,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,9,CHAMPAGNAC-DE-BELAIR,2611,378,2233,"85,52",79,2154,M,MAZIERE,Christian,DVD,1032,M,GROLHIER,Jean-Pierre,SOC,721,M,PECAUD,Patrick,DVG,302,M,DOUSSEAU,Laurent,COM,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,10,DOMME,5324,774,4550,"85,46",194,4356,M,PEIRO,Germinal,SOC,2875,M,GILET,Lilian,DVD,882,M,LABROT,Jean,COM,396,F,PUJOL,Emanuelle,FN,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,11,EXCIDEUIL,4380,684,3696,"84,38",219,3477,M,BERNIER,Rémy,SOC,1258,M,RAMBAUD,Jean-Marie,DVD,1169,F,CALANDREAU,Josette,COM,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,12,EYMET,3291,629,2662,"80,89",97,2565,M,DELAGE,Henri,SOC,917,M,LACOTTE,Jean,COM,765,M,GOUDOUNECHE,Jean-Luc,DVD,523,M,GAMEIRO,Serge,DVD,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,14,ISSIGEAC,3463,725,2738,"79,06",109,2629,M,CASTAGNER,Jean-Claude,SOC,1097,M,BASSI,Georges,DVD,951,M,GUIRAUD,Jean-Paul,UDFD,281,M,COMTE,Jean-Pierre,COM,150,M,FREL,Lionel,VEC,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,19,MAREUIL,2736,365,2371,"86,66",130,2241,M,COUVY,Jean-Paul,SOC,1096,M,DE COURCEL,Philippe,UMP,1024,M,MAURY,Christian,FN,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,20,MONPAZIER,1750,223,1527,"87,26",114,1413,M,MATTERA,Marc,UDFD,943,M,PRIGENT,Gérard,SOC,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,24,MUSSIDAN,7355,1607,5748,"78,15",332,5416,M,LAURIERE,Roland,SOC,2857,M,REBIERE,ERIC,COM,1361,M,VIGNET DE,Thierry,UMP,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,25,NEUVIC,5887,1162,4725,"80,26",183,4542,M,DEGUILHEM,Pascal,SOC,2196,F,SICRE-DOYOTTE,Paulette,DVD,1912,F,BENKRAOUDA,Catherine,COM,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,27,PERIGUEUX-CENTRE,11056,3630,7426,"67,17",218,7208,M,DAUDOU,Jean-Paul,UMP,3105,M,DRUILLOLE,Matthieu,SOC,2330,M,DISTINGUIN,Hervé,UDFD,526,M,LE VACON,Vianney,COM,469,F,PATRIAT,Elisabeth,VEC,368,F,ROUSSET DU,Charlotte,FN,250,M,AGULLO,Lionel,ECO,160,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,28,RIBERAC,6504,1382,5122,"78,75",271,4851,M,CAZEAU,Bernard,SOC,3270,M,DALI,Tarick,DVD,1214,M,NARDOU,Roland,COM,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,29,SAINTE-ALVERE,2124,208,1916,"90,21",36,1880,M,DUCENE,Philippe,UMP,1006,M,BERLAND,Roger,SOC,789,M,LEON,Christophe,VEC,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,30,SAINT-ASTIER,14343,3832,10511,"73,28",476,10035,M,MONMARSON,Jacques,SOC,5080,M,BARNERIAS,Vincent,DVD,1786,F,FOLGADO,Violette,COM,1607,M,CHANSEAU,Jean-Louis,UDFD,877,M,LAVERRIERE,Jean,FN,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
