Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe2,Nom2,Prénom2,Nuance2,Voix2,Sexe3,Nom3,Prénom3,Nuance3,Voix3,Sexe4,Nom4,Prénom4,Nuance4,Voix4,Sexe5,Nom5,Prénom5,Nuance5,Voix5,Sexe6,Nom6,Prénom6,Nuance6,Voix6,Sexe7,Nom7,Prénom7,Nuance7,Voix7,Sexe8,Nom8,Prénom8,Nuance8,Voix8,Sexe9,Nom9,Prénom9,Nuance9,Voix9,Sexe10,Nom10,Prénom10,Nuance10,Voix10,Sexe11,Nom11,Prénom11,Nuance11,Voix11,Sexe12,Nom12,Prénom12,Nuance12,Voix12,Sexe13,Nom13,Prénom13,Nuance13,Voix13
54,MEURTHE ET MOSELLE,37,VILLERUPT,11173,7121,4052,185,3867,F,KRAL,Françoise,EXG,182,M,CASONI,Alain,COM,1821,M,HERBAYS,Francis,SOC,1283,M,SARNARI,Joseph,UMP,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,38,JARVILLE-LA-MALGRANGE,17834,10444,7390,138,7252,M,GOSSELIN,Bertrand,COM,298,M,MANGIN,René,SOC,2343,M,LAURENT,Olivier,VEC,940,M,HURPEAU,Jean-Pierre,UMP,2205,M,FAUTH,Pierre,FN,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,40,TOMBLAINE,17428,10126,7302,172,7130,M,MILLOT,Bernard,EXG,124,M,BLAQUE,Claude,PG,1271,M,LAURENCY,Jean-Pierre,SOC,1877,M,L'HOTE,Sébastien,VEC,798,F,FROMAGET,Gisèle,UMP,1407,M,LE LARDIC,Christophe,FN,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MEURTHE ET MOSELLE,43,SEICHAMPS,13433,7741,5692,223,5469,M,BOURGATTE,Jean-Louis,COM,476,M,CHANUT,Henri,SOC,2138,F,DALLE,Frédérique,VEC,626,F,KRIER,Catherine,UMP,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,1,ANCERVILLE,7785,4197,3588,108,3480,M,HENRIONNET,Bernard,SOC,912,M,CANOVA,Jean-Louis,DVD,1558,M,BILDE,Gérald,FN,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,2,BAR-LE-DUC-NORD,8143,4594,3549,99,3450,M,ESCRIOU,Romain,EXG,69,F,TSAGOURIS,Mélanie,COM,103,M,CORRIER,Roland,SOC,1339,M,AYNES,Didier,VEC,299,M,ABBAS,Gérard,UMP,877,M,NAGA,Olivier,DVD,43,M,LATOUR,Gilles,DVD,100,M,VAURY,Claude,FN,620,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,3,CHARNY-SUR-MEUSE,6568,3132,3436,55,3381,M,NICOLAS,Jacky,COM,87,M,THOMAS,Jean-François,SOC,281,M,DIDRY,Julien,DVD,867,M,PELTIER,Yves,DVD,1751,M,BAILLIOT,Benoît,FN,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,7,DUN-SUR-MEUSE,2471,845,1626,40,1586,M,DUTERTE,Yvon,COM,19,M,BOULANGER,Alain,SOC,296,M,MOREAUX,Luc,DVG,68,M,PLUN,Alain,AUT,396,M,LEHURAUX,Arnaud,DVD,265,M,JACQUET,Alain,DVD,249,F,PIERRARD,Coralie,DVD,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,10,GONDRECOURT-LE-CHÂTEAU,3677,1605,2072,59,2013,M,LHUILLIER,Daniel,SOC,748,M,FLEURY,Jean-Marc,VEC,288,M,POIROT,André,UMP,591,F,MULLER-GIRARDI,Danielle,FN,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,12,MONTFAUCON,1782,627,1155,36,1119,M,JACQUINOT,Pierre,SOC,106,M,CORDONNIER,Denis,UMP,872,M,LOVISA,Alain,FN,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,15,PIERREFITTE-SUR-AIRE,2853,1281,1572,77,1495,M,EGLY,Jean-Luc,SOC,326,M,NAMY,Christian,UMP,810,M,BODEUX,André,FN,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,17,SAINT-MIHIEL,5602,2548,3054,75,2979,F,SISMONDINI,Eve,SOC,638,M,COCHET,Xavier,MODM,405,M,PERELLE,Alain,DVD,471,M,MARTIN,Philippe,DVD,844,M,VOINESSON,François,FN,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,19,SPINCOURT,5771,2798,2973,67,2906,M,BERNARDI,Eric,COM,360,M,CAPUT,Christophe,SOC,636,M,MISSLER,Jean-Marie,DVD,1520,F,FICHEFET,Jeannine,FN,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,21,SEUIL-D'ARGONNE,1574,595,979,143,836,F,PEROT,Annie,SOC,232,M,MARECHAL,Dominique,UMP,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,22,VARENNES-EN-ARGONNE,1246,430,816,58,758,M,DE FINANCE,Jean-Marc,SOC,126,M,LAMORLETTE,Jean-François,DVD,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,23,VAUBECOURT,2359,1035,1324,54,1270,M,DEMANGE,Dimitri,COM,163,M,POUTRIEUX,Olivier,MODM,475,M,THOUVENIN,Emile,DVD,437,F,GRANDCHAMP,Andrée,FN,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,24,VAUCOULEURS,3728,1753,1975,67,1908,M,DESSAINT,Arnaud,SOC,332,M,LAHURE,Gérard,DVD,1100,F,BUTTIER,Christiane,FN,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,25,VAVINCOURT,2997,1297,1700,63,1637,M,SALZIGER,Jean-Claude,SOC,868,M,CAZIN,Airy,UMP,433,F,MARINELLI,Christine,FN,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MEUSE,30,VERDUN-OUEST,7046,4557,2489,42,2447,F,BOULIER,Anne,PG,110,M,HAZARD,Samuel,SOC,666,F,RONGA,Dominique,VEC,163,M,LUX,Arsène,DVD,622,M,FREMINET,Laurent,DVD,289,F,PERGENT,Martine,DVD,216,F,BILDE,Dominique,FN,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,9,GOURIN,6798,2522,4276,166,4110,M,DERRIEN,Christian,DVG,2081,M,QUENEHERVE,Yannick,REG,188,M,MORVANT,Michel,UMP,1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,12,GUÉMENÉ-SUR-SCORFF,5248,2059,3189,68,3121,M,PERRON,Christian,COM,1070,M,GUILLOUX,Jean-Luc,SOC,781,M,TROMILIN,Jean-Jacques,UMP,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,16,LOCMINE,11559,5484,6075,177,5898,M,ALLIO,Christian,COM,378,M,JOUAN,Alain,DVG,1346,M,LE BOHEC,Michaël,REG,415,M,LORGEOUX,Gérard,UMP,2914,F,BURBAN,Gisèle,FN,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,18,LORIENT-NORD,14592,9660,4932,222,4710,M,LEBRETON,Gérard,COM,415,M,JETAIN,Emile,SOC,1857,M,LE BOUDOUIL,Allain,VEC,577,M,LE GWENN,Hervé,REG,138,M,AUBERTIN,François,UMP,704,M,BELLANGER,Jacques,DVD,294,F,BERGERON,Joëlle,FN,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,21,MUZILLAC,10779,5091,5688,83,5605,M,AUDRAN,Bernard,COM,1069,M,BATARD,François,SOC,1218,M,BROHAN,Joseph,UMP,2654,F,PETIT,Evelyne,FN,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,23,PLOËRMEL,11746,6351,5395,291,5104,M,CABAS,David,DVG,386,M,BROCHARD,Michel,DVG,1002,M,LE PIOUF,Arnaud,MODM,385,M,LE DIFFON,Patrick,UMP,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,25,PLUVIGNER,15954,8216,7738,223,7515,M,NAKACH,Patrick,PG,338,F,DESJARDINS,Bernadette,SOC,2319,M,LACOMBE,Christophe,REG,676,M,ROBELET,Fabrice,M-NC,1874,M,SENECHAL,Yvon,DVD,1364,F,GERAUD-DIAMEDO,Paulette,FN,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,26,PONTIVY,18886,9771,9115,264,8851,F,DORE-LUCAS,Marie-Madeleine,COM,809,M,LE DORZE,Henri,SOC,3343,F,RAMEL-FLAGEUL,Françoise,REG,646,M,PERESSE,Yvon,UMP,1507,M,DELHAYE,Bernard,DVD,1339,M,PERRIER,Gérald,FN,1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,28,PORT-LOUIS,22287,11132,11155,171,10984,M,QUENTEL,Hervé,COM,631,F,LE MAGUERESSE,Nathalie,SOC,2767,F,PFEIFER,Brigitte,VEC,735,M,MALARDE,Alain,AUT,781,M,LE FORMAL,Adrien,DVD,2389,M,LE LUDEC,Jacques,DVD,2443,M,PAULAT,Michel,FN,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,29,QUESTEMBERT,12304,5958,6346,144,6202,M,CORBEL,Yves,COM,158,M,PABOEUF,Paul,SOC,2261,M,ROY,Francis,VEC,674,M,BURBAN,Michel,UMP,2502,M,LYON,Alain,FN,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,30,QUIBERON,15071,8230,6841,103,6738,M,HARRY,Jean-Claude,COM,346,M,LE GURUN,Luc,SOC,1104,M,ULVE,Hubert,REG,423,M,HENNEL,Jean-Berty,AUT,189,M,PIERRE,Gérard,UMP,3669,M,LE NY,Claude,FN,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,31,LA-ROCHE-BERNARD,11861,6482,5379,186,5193,M,BOURRIGAUD,Joël,DVG,1632,M,DIAOUNET,Mamadou,VEC,635,M,MOISE,Edouard,UMP,674,M,GUIHARD,Alain,DVD,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,32,ROCHEFORT-EN-TERRE,6589,3033,3556,111,3445,M,HERVIEUX,François,SOC,2182,M,LEMALE,Jean-Laurent,UMP,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,33,ROHAN,7040,2494,4546,77,4469,F,QUERIC,Catherine,COM,89,M,BONHOURE,Yovenn,SOC,406,M,LE TESTE,Pierre,UMP,1767,M,GUILLEMIN,Hervé,DVD,880,M,LAUNAY,Jean,DVD,984,M,COTTAZ,Marc,FN,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,34,SAINT-JEAN-BRÉVELAY,7894,3314,4580,82,4498,F,EVENO,Marie-Antoinette,COM,171,M,GUILLAMOT,Chilig,VEC,255,M,LE CORF,Henri,UMP,1454,M,BARGUIL,Christian,DVD,119,M,ROBIN,Guénaël,DVD,2055,M,STEPHANT,Ludovic,FN,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,35,SARZEAU,12196,5453,6743,92,6651,F,BOCHER,Colette,COM,260,M,LEVESQUE,Yves,ECO,1085,M,GOUPIL,Didier,REG,785,M,KERIGNARD,Yannick,AUT,1049,M,LAPPARTIENT,David,UMP,2608,M,MEUNIER,Patrick,FN,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,36,LA-TRINITÉ-PORHOËT,4019,1908,2111,121,1990,F,BETTON,Cécile,COM,435,M,PICHARD,Michel,UMP,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,38,VANNES-OUEST,23695,13068,10627,208,10419,M,CAHAREL,François,PG,370,M,GALL,André,SOC,3995,M,LE MOIGNE,Christian,VEC,1213,M,LE FLOC'H,Tristan,REG,292,M,BERTHOLOM,Denis,UMP,3118,M,FELIX,Jean-Paul,FN,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,39,VANNES-CENTRE,16623,9327,7296,94,7202,F,KERVADEC,Anita,COM,275,M,LE QUINTREC,Nicolas,SOC,1722,F,LE BERRE ,Marion,VEC,1013,M,DELEON,Bertrand,REG,139,M,GOULARD,François,UMP,2787,M,SALETTE,Vincent,DVD,497,M,PETIT,Bruno,FN,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,40,LANESTER,16402,9363,7039,180,6859,M,GUICHARD ,Alain,COM,1261,F,THIERY,Thérèse,DVG,3183,M,VALY,Jean-Jacques,REG,718,M,COUTURIER,Yvonneck,DVD,686,M,FONROQUES,René,FN,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MORBIHAN,42,PLOEMEUR,23530,13911,9619,269,9350,M,BACCI,Marc,COM,526,M,LE MEUR,Loïc,SOC,3885,M,BURBAN,Xavier,REG,859,M,CAMUSARD,Eric,M-NC,503,F,COLAS,Maria,UMP,815,F,MELIN,Brigitte,DVD,1695,M,CHAVIGNAT,Marc,FN,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,2,BITCHE,9949,5493,4456,174,4282,M,WALTER,Alphonse,EXG,417,M,MAURER,Gilbert,SOC,1127,F,ZANELLA,Jeanne,ECO,5,M,HUMBERT,Gérard,DVD,1404,F,HOELLINGER,Marie-Anne,DVD,504,M,PLOT,Guillaume,FN,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,3,BOULAY-MOSELLE,15221,8674,6547,228,6319,M,LORRAIN,Jean-Louis,PG,303,M,VALLAGEAS,Gilbert,SOC,923,M,BOUCHER,André,DVD,3299,M,DURAND-DECAUDIN,Daniel,FN,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,5,CATTENON,17271,11282,5989,140,5849,F,HACKENHEIMER,Annie,COM,142,M,LE GAC,Jean,SOC,1425,F,PARACHINI,Elisabeth,VEC,658,M,PAQUET,Michel,DVD,1775,M,JACQUES,André,DVD,178,M,MILLIERE,Jérôme,DVD,631,M,BERTRAM,Jean-Marc,FN,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,6,CHÂTEAU-SALINS,4897,2181,2716,69,2647,F,DOPPELMANN,Catherine,COM,49,F,CHAPONET,Olivia,SOC,273,M,SCHWENDER,Christian,MODM,156,M,BENIMEDDOURENE,Gaétan,UMP,620,M,CORNET,Claude,DVD,820,M,MOUCHOT,Bernard,DVD,300,M,KRIER,Bernard,DVD,84,M,ANTONY,Christian,FN,345,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,7,DELME,4228,1854,2374,51,2323,F,REMY,Chloé,COM,128,M,FAIVRE,Jean-Raymond,SOC,427,M,SPIEGEL,Olivier,DVD,239,M,HERRMANN,Bernard,DVD,191,M,LEROND,Brice,DVD,867,M,VAUTRIN,Christophe,DVD,176,M,BERG,Frédéric,FN,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,11,FONTOY,16725,11150,5575,93,5482,M,JAKUBCZYK,Michel,EXG,138,F,CHAMAGNE,Céline,COM,569,M,ALIVENTI,Jacky,SOC,2525,F,ZANCANARO,Nadine,VEC,481,F,THOMAS,Sylvie,UMP,607,M,BERTRAM,Fabrice,FN,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,12,FORBACH,14161,9846,4315,107,4208,M,WALCZAK,Nicolas,COM,110,M,KALINOWSKI,Laurent,SOC,1859,M,CAPRARO,Antoine,DVG,75,M,BRUNIE,Jean-Claude,DVD,282,M,PEYRON,Christian,DVD,721,M,ARMAND,Philippe,FN,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,13,ARS-SUR-MOSELLE,16469,10031,6438,187,6251,M,DAL POZZOLO,Albert,EXG,328,F,SINTEFF,Marie-Christine,COM,397,M,WANNENMACHER,Jean-Claude,SOC,1778,M,GALILE,Claude,M-NC,573,M,GARDELLI,Eric,UMP,1323,M,GUEHL,Claude,DVD,203,M,GELSZINNIS,Yves,FN,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,16,LORQUIN,5398,2366,3032,80,2952,M,NOLLER,Philippe,COM,42,M,KINNEL,Jean-Christophe,SOC,220,M,DEMANGE,Alain,DVD,806,M,RIEHL,Emmanuel,DVD,1561,M,HOLZMANN,Jean-Pierre,FN,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,17,METZ-1,12615,8477,4138,79,4059,M,METZINGER,Vincent,EXG,86,M,MARECHAL,Jacques,COM,182,M,GROS,Dominique,SOC,1061,F,MIRE,Isabelle,VEC,389,F,SINGER,Christine,MODM,394,M,ALDRIN,Jérémy,UMP,877,F,GROLET,Françoise,FN,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,18,METZ-2,15859,10619,5240,92,5148,F,ERNST-LOUVIGNY,Nelly,PG,241,F,PALLEZ,Christiane,SOC,1169,M,FREY,Guy,VEC,503,F,MIGAUD,Agnès,MODM,176,M,JACQUAT,Denis,UMP,1088,M,LEBEAU,Emmanuel,DVD,634,M,MASIUS,André,DVD,122,M,GREGOIRE,Philippe,DVD,231,M,PELTIER,André,FN,984,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,20,MONTIGNY-LÈS-METZ,21555,13728,7827,136,7691,M,PHILIPPI,Alain,PG,330,M,BONATI,Pierre,SOC,1398,M,GATIPON-BACHETTE,Matthieu,VEC,826,M,BELLEI,Claude,MODM,1214,M,VETSCH,Lucien,DVD,2314,M,NEMESSANY,Gérard,FN,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,29,SARREBOURG,19907,11164,8743,251,8492,M,SUMERA,Michel,COM,79,M,SCHAFF,Jean-Yves,SOC,2223,M,POIROT,Gilbert,VEC,529,M,PARISOT,Jérémie,MODM,335,M,SPRENG,Jean-Pierre,UMP,3445,M,HOUPERT,Sylvain,FN,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,30,SARREGUEMINES,15029,10131,4898,168,4730,M,ROUMEAS,Patrick,EXG,153,F,HILPERT,Bernadette,COM,229,M,MOULAY,Jean-Claude,SOC,820,M,UHRING,Michel,VEC,808,M,CUNAT,Jean-Claude,DVD,1475,M,VIZVARI,Bruno,FN,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,34,VIC-SUR-SEILLE,2919,1290,1629,48,1581,F,GALLOT,Estelle,COM,92,M,KERDRAON,Bernard,SOC,254,M,LEROY,Philippe,UMP,964,M,DOSDA,Christian,FN,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,37,WOIPPY,23197,13900,9297,203,9094,M,MOUSNIER,Philippe,EXG,74,M,MARCHAL,Jacques,COM,450,M,DAVAL,Etienne,SOC,1241,F,BENZAID,Louisa,VEC,729,F,TARED,Laura,MODM,347,M,THEOBALD,Jean-Claude,M-NC,1761,M,GROSDIDIER,François,UMP,2571,F,TISSERAND,Isabelle,FN,1921,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,38,YUTZ,22056,14045,8011,100,7911,F,KIRCH,Nicole,COM,174,M,WILLIOT ,Yannick,SOC,1027,F,ALBERTUS,Brigitte,VEC,665,M,JERAS,Pierre,DVD,69,M,WEITEN,Patrick,DVD,5019,M,GARNI,Gilbert,FN,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,41,FREYMING-MERLEBACH,18690,12185,6505,148,6357,M,CAUDY,Richard,COM,200,M,KLEINHENTZ,Laurent,SOC,2949,F,KEMPENICH,Audrey,VEC,372,F,KOCHEMS,Francine,UMP,864,M,VILAIN,Eric,FN,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,42,ROMBAS,14303,9347,4956,189,4767,M,CARIDDI,Michel,COM,260,M,FOURNIER,Lionel,SOC,1602,M,VICK,Julien,VEC,796,M,BAILLET,Jacques,DVD,790,M,CROMPIN,Jean,FN,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,43,MAIZIÈRES-LÈS-METZ,21637,13407,8230,187,8043,M,SIMON,Patrick,EXG,239,M,ABATE,Patrick,COM,1581,M,TERRIER,Gérard,SOC,2566,M,FREYBURGER,Julien,DVD,1588,F,BENOIST,Valérie,FN,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,44,ALGRANGE,12733,8595,4138,99,4039,M,LOHMANN,Gérard,EXG,59,M,PERON,Patrick,COM,1110,M,GORI,René,SOC,1273,F,MADELAINE,Josiane,VEC,294,M,COSSIN,Lionel,UMP,253,M,ENGELMANN,Fabien,FN,945,M,ALEXANDRE,Guy,EXD,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,45,FAMECK,14026,9215,4811,121,4690,M,HEYERT,Jean-Marc,COM,332,M,ARNOULD,Clément,SOC,1944,M,HAIDAS,Salah,RDG,284,M,ROGY,Christian,AUT,227,M,SADOCCO,Rémy,UMP,701,F,CLEMENTZ,Patricia,FN,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,48,MARANGE-SILVANGE,17708,10340,7368,161,7207,F,JOLLAIN,Judith,COM,258,M,KLAMMERS,Marcel,SOC,1768,M,KELLER,Pierre,DVG,382,F,TOUSSAINT,Christiane,DVG,724,M,PIERRE,Daniel,VEC,872,M,POSTERA,Antoine,AUT,281,M,JACQUES,Marcel,UMP,970,F,HAFFNER,Delphine,FN,1952,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,49,SAINT-AVOLD-2,16015,9938,6077,116,5961,M,DILIBERTO,Pierre,EXG,290,F,TIRONI JOUBERT,Michèle,PG,237,M,WEBER,Gilbert,SOC,1352,M,MANTOUT,Jean-Paul,MODM,258,M,SCHULER,Jean,UMP,2002,M,GOURLOT,Thierry,FN,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,50,SARREGUEMINES-CAMPAGNE,20606,12369,8237,269,7968,F,EICHERT,Carmen,EXG,167,F,BLANG,Brigitte,PG,123,M,WEBER,Michaël,SOC,1447,M,DAL FERRO,Jean-Louis,VEC,1157,M,KARMANN,Jean,DVD,2940,M,BEGER,Christophe,FN,2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MOSELLE,51,STIRING-WENDEL,19523,12574,6949,151,6798,F,BARTOLETTI,Doris,COM,176,M,WENGELER,Norbert,SOC,994,M,HEHN,Jean-Claude,DVD,1179,M,HOLTZ,Jean-Claude,DVD,2608,M,FRIDERICH,Alain,FN,1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,2,LA-CHARITÉ-SUR-LOIRE,8116,4443,3673,111,3562,M,DUBRESSON,Bernard,COM,521,M,RODRIGUEZ,Constantin,SOC,1433,F,DUPART MUZERELLE,Sylvie,VEC,372,M,RICHERT,Alexis,DVD,571,M,ROLLAND,Thomas,FN,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,6,CORBIGNY,3879,1618,2261,51,2210,M,RIVIERE,Hervé,COM,128,M,MAGNON,Jean-Paul,SOC,1085,M,ROCHARD,Jean-Charles,UMP,725,M,STEPHAN,Marcel,FN,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,8,DECIZE,6208,3420,2788,110,2678,F,MENAND,Monique,COM,337,M,LASSUS,Alain,SOC,1309,M,MOULOISE,Jean-Luc,VEC,177,M,DOUET,Jean Michel,UMP,421,M,BURGUNDER,Hervé,FN,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,9,DONZY,3275,1430,1845,38,1807,F,BAZIN,Agathe,COM,377,M,FLANDIN,Thierry,DVD,1178,M,LASSARRE,Claude,FN,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,11,FOURS,3604,1565,2039,77,1962,F,LELOUTRE,Odette,COM,95,M,MULOT,Michel,SOC,1253,F,HENRY,Josette,UMP,149,M,URBAUER,Pierrik,DVD,177,F,LAURENT,Véronique,FN,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,13,LUZY,3599,1282,2317,79,2238,M,LE MIGNON,Marc,EXG,82,F,AMOUR,Claude,COM,81,F,GUERIN,Jocelyne,SOC,1232,M,BERGER,Georges,VEC,59,M,DE LAPLANCHE,Philippe,DVD,552,M,POITEVIN,Patrick,FN,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,14,MONTSAUCHE-LES-SETTONS,3357,1684,1673,71,1602,M,SARRADO,Guy,COM,262,M,JOLY,Patrice,SOC,787,F,HUBERT,Anaïs,VEC,165,M,BLANOT,Harold,FN,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,19,PRÉMERY,3363,1461,1902,31,1871,F,CHOQUEL,Monique,COM,187,M,LEGRAIN,Jacques,SOC,633,F,TARDY,Claude-Françoise,VEC,88,M,PLISSON,Alexis,AUT,398,F,LEGRAIN,Annie,UMP,275,F,PACAULT,Danielle,FN,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,NIEVRE,23,SAINT-SAULGE,2685,1154,1531,63,1468,M,LESLOUS,Rachid,COM,80,M,JAVELLE,Christian,DVG,362,M,BOUDET,Christophe,VEC,111,F,LARIVE,Bernadette,DVD,680,M,CORDIER,Jacques,FN,219,M,SOMAZZI,Stéphane,EXD,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
