region,year,election,Votants,Inscrits,socialcontribution,grosssalary,Total,Metric,participation,absent
Auvergne-Rhône-Alpes,2002,legislative,2796920.0,4493882.5,1611.0,16411.0,7115944,Salary,62.23838740777046,37.76161259222954
Auvergne-Rhône-Alpes,2002,presidential,3609544.0,4650467.0,1611.0,16411.0,7115944,Salary,77.61680708625607,22.383192913743926
Auvergne-Rhône-Alpes,2004,cantonales,1444151.0,2242130.0,1734.0,17344.0,7231833,Salary,64.40977998599547,35.59022001400453
Auvergne-Rhône-Alpes,2007,legislative,2634939.5,4422235.5,1928.0,19295.0,7405206,Salary,59.58388014387745,40.41611985612255
Auvergne-Rhône-Alpes,2007,presidential,5259116.0,6124008.5,1928.0,19295.0,7405206,Salary,85.87701992902198,14.122980070978016
Auvergne-Rhône-Alpes,2008,cantonales,1243923.5,2059676.0,1960.0,19746.0,7459092,Salary,60.394134805668465,39.605865194331535
Auvergne-Rhône-Alpes,2011,cantonales,1058998.0,2445975.0,1998.0,20370.0,7634223,Salary,43.29553654473165,56.70446345526835
Auvergne-Rhône-Alpes,2012,legislative,2961681.5,5156120.0,2086.0,20448.0,7695264,Salary,57.4401197024119,42.5598802975881
Auvergne-Rhône-Alpes,2012,presidential,4310287.0,5228178.5,2086.0,20448.0,7695264,Salary,82.4433787025443,17.556621297455706
Bourgogne-Franche-Comté,2002,legislative,1167137.5,1822838.0,1497.0,15911.0,2749892,Salary,64.0285916795678,35.971408320432204
Bourgogne-Franche-Comté,2002,presidential,1493588.5,1915027.0,1497.0,15911.0,2749892,Salary,77.99307790438463,22.006922095615366
Bourgogne-Franche-Comté,2004,cantonales,553150.0,832054.5,1623.0,16928.0,2762934,Salary,66.48002023905886,33.51997976094114
Bourgogne-Franche-Comté,2007,legislative,1106818.0,1791768.0,1716.0,18764.0,2792562,Salary,61.77239464037755,38.22760535962245
Bourgogne-Franche-Comté,2007,presidential,2492149.0,2924731.5,1716.0,18764.0,2792562,Salary,85.20949700852881,14.790502991471186
Bourgogne-Franche-Comté,2008,cantonales,525989.0,816237.5,1723.0,18988.0,2802519,Salary,64.44068056172377,35.55931943827623
Bourgogne-Franche-Comté,2011,cantonales,426448.5,872438.0,1754.0,19823.0,2816174,Salary,48.880092338939846,51.119907661060154
Bourgogne-Franche-Comté,2012,legislative,1203823.5,1998315.5,1824.0,19695.0,2816814,Salary,60.2419137518575,39.7580862481425
Bourgogne-Franche-Comté,2012,presidential,1642599.5,1997794.0,1824.0,19695.0,2816814,Salary,82.22066439282528,17.779335607174716
Bretagne,2002,legislative,1342192.5,2002782.5,1437.0,15161.0,2981765,Salary,67.01638844956955,32.98361155043045
Bretagne,2002,presidential,1724891.0,2181668.5,1437.0,15161.0,2981765,Salary,79.06292821297095,20.937071787029055
Bretagne,2004,cantonales,704037.5,1035763.0,1549.0,16006.0,3037077,Salary,67.97283741550915,32.02716258449085
Bretagne,2007,legislative,1466103.0,2263472.0,1724.0,18088.0,3120288,Salary,64.7723055553592,35.227694444640804
Bretagne,2007,presidential,3004688.0,3425389.5,1724.0,18088.0,3120288,Salary,87.7181412507979,12.281858749202101
Bretagne,2008,cantonales,619843.0,938094.0,1799.0,18827.0,3149701,Salary,66.07472172298299,33.925278277017014
Bretagne,2011,cantonales,509443.0,1112427.5,1839.0,19493.0,3217767,Salary,45.795613646732036,54.204386353267964
Bretagne,2012,legislative,1455364.0,2382639.0,1902.0,19453.0,3237097,Salary,61.08201871957942,38.91798128042058
Bretagne,2012,presidential,2017890.0,2380430.0,1902.0,19453.0,3237097,Salary,84.7699785332902,15.2300214667098
Centre-Val-de-Loire,2002,legislative,893893.5,1396878.5,1529.0,16178.0,2472978,Salary,63.992215500489124,36.007784499510876
Centre-Val-de-Loire,2002,presidential,1112325.0,1427806.5,1529.0,16178.0,2472978,Salary,77.90446394521948,22.095536054780524
Centre-Val-de-Loire,2004,cantonales,411165.0,633408.0,1651.0,17214.0,2494279,Salary,64.91313655653228,35.08686344346772
Centre-Val-de-Loire,2007,legislative,889603.0,1446260.5,1774.0,18912.0,2526919,Salary,61.51056465968614,38.48943534031386
Centre-Val-de-Loire,2007,presidential,1814145.5,2129771.5,1774.0,18912.0,2526919,Salary,85.18028812011053,14.819711879889468
Centre-Val-de-Loire,2008,cantonales,393235.5,622503.0,1831.0,19651.0,2531588,Salary,63.17005701177344,36.82994298822656
Centre-Val-de-Loire,2011,cantonales,314045.0,681513.0,1849.0,20136.0,2556835,Salary,46.08055899153795,53.91944100846205
Centre-Val-de-Loire,2012,legislative,889629.0,1504352.0,1918.0,20004.0,2563586,Salary,59.13702378166812,40.86297621833188
Centre-Val-de-Loire,2012,presidential,1233978.0,1503696.5,1918.0,20004.0,2563586,Salary,82.0629694888563,17.937030511143703
Corse,2002,legislative,118907.0,191402.0,1301.0,14022.0,274093,Salary,62.12422022758383,37.87577977241617
Corse,2002,presidential,120887.0,191286.0,1301.0,14022.0,274093,Salary,63.19699298432714,36.80300701567286
Corse,2004,cantonales,53555.0,70616.5,1418.0,14836.0,283972,Salary,75.83921604724108,24.16078395275892
Corse,2007,legislative,118302.0,181478.5,1641.0,17336.0,299209,Salary,65.1878872703929,34.812112729607094
Corse,2007,presidential,318054.0,412823.0,1641.0,17336.0,299209,Salary,77.0436724697994,22.956327530200596
Corse,2008,cantonales,62057.5,81540.0,1687.0,18282.0,302966,Salary,76.10681873926907,23.893181260730927
Corse,2011,cantonales,48385.5,74477.0,1714.0,18831.0,314486,Salary,64.9670368033084,35.0329631966916
Corse,2012,legislative,134148.5,220114.0,1868.0,19126.0,316257,Salary,60.94501031283789,39.05498968716211
Corse,2012,presidential,165911.0,220332.0,1868.0,19126.0,316257,Salary,75.30045567597988,24.699544324020124
DOM,2002,legislative,147302.0,291783.5,485.0,10071.0,1699171,Salary,50.48332068125853,49.51667931874147
DOM,2002,presidential,153230.5,291784.0,485.0,10071.0,1699171,Salary,52.51504537603159,47.48495462396841
DOM,2007,legislative,191732.0,326553.0,607.0,12182.0,1805452,Salary,58.713899428270445,41.286100571729555
DOM,2007,presidential,264500.0,409847.5,607.0,12182.0,1805452,Salary,64.53619944003563,35.46380055996437
DOM,2012,legislative,188728.0,366336.5,919.0,13949.0,1865270,Salary,51.51766204022804,48.48233795977196
DOM,2012,presidential,207242.5,366056.0,919.0,13949.0,1865270,Salary,56.61497147977359,43.38502852022641
Grand Est,2002,legislative,1927956.0,3344771.0,1597.0,15742.0,5432715,Salary,57.64089679084159,42.35910320915841
Grand Est,2002,presidential,2764772.0,3658982.5,1597.0,15742.0,5432715,Salary,75.56122501269137,24.438774987308634
Grand Est,2004,cantonales,1007547.5,1648826.0,1717.0,16709.0,5458878,Salary,61.106963378791946,38.893036621208054
Grand Est,2007,legislative,1675515.5,3008959.5,1731.0,18190.0,5506616,Salary,55.68421575631044,44.31578424368956
Grand Est,2007,presidential,4713047.0,5668704.0,1731.0,18190.0,5506616,Salary,83.14152582318638,16.858474176813615
Grand Est,2008,cantonales,895919.0,1469409.5,1769.0,18458.0,5521452,Salary,60.97136298628803,39.02863701371197
Grand Est,2011,cantonales,766187.0,1807586.5,1830.0,19058.0,5539035,Salary,42.38729377542928,57.61270622457072
Grand Est,2012,legislative,2022865.0,3694760.0,1882.0,18976.0,5548955,Salary,54.749564247745454,45.250435752254546
Grand Est,2012,presidential,3074467.5,3856313.5,1882.0,18976.0,5548955,Salary,79.72555913828064,20.274440861719356
Guadeloupe ,2002,legislative,104189.0,281599.5,466.0,9768.0,393024,Salary,36.999000353338694,63.000999646661306
Guadeloupe ,2002,presidential,102388.5,279807.5,466.0,9768.0,393024,Salary,36.59247875771736,63.40752124228264
Guadeloupe ,2004,cantonales,81855.5,139192.5,497.0,10788.0,396992,Salary,58.8074070082799,41.1925929917201
Guadeloupe ,2007,legislative,116345.0,303620.0,619.0,11721.0,400584,Salary,38.31928067979711,61.68071932020289
Guadeloupe ,2007,presidential,188935.0,303266.5,619.0,11721.0,400584,Salary,62.299990272582036,37.700009727417964
Guadeloupe ,2008,cantonales,71532.0,115082.5,641.0,13388.0,401784,Salary,62.15714813286121,37.84285186713879
Guadeloupe ,2011,cantonales,59209.5,133687.5,790.0,14493.0,404635,Salary,44.28948106591865,55.71051893408135
Guadeloupe ,2012,legislative,95833.0,265131.0,889.0,14782.0,403314,Salary,36.145528059713875,63.854471940286125
Guadeloupe ,2012,presidential,170912.5,298138.5,889.0,14782.0,403314,Salary,57.326544542217796,42.673455457782204
Guyane,2002,legislative,17879.0,51784.5,464.0,8544.0,176638,Salary,34.52577508713998,65.47422491286002
Guyane,2002,presidential,23777.5,51788.5,464.0,8544.0,176638,Salary,45.9127026270311,54.0872973729689
Guyane,2004,cantonales,11663.0,20581.0,442.0,8611.0,193167,Salary,56.66877216850493,43.33122783149507
Guyane,2007,legislative,25682.0,62807.5,554.0,9313.0,213031,Salary,40.89002109620667,59.10997890379333
Guyane,2007,presidential,38276.5,62626.5,554.0,9313.0,213031,Salary,61.118695759782206,38.881304240217794
Guyane,2008,cantonales,14083.5,28367.5,701.0,8986.0,219266,Salary,49.64660262624482,50.35339737375518
Guyane,2011,cantonales,10948.0,28576.0,1388.0,10061.0,237549,Salary,38.31187010078387,61.68812989921613
Guyane,2012,legislative,25962.5,77209.5,1364.0,10317.0,239648,Salary,33.626043427298455,66.37395657270154
Guyane,2012,presidential,41634.5,76981.5,1364.0,10317.0,239648,Salary,54.08377337412236,45.91622662587764
Hauts-de-France,2002,legislative,2401677.5,3953951.0,1367.0,14084.0,5879893,Salary,60.74120544235374,39.25879455764626
Hauts-de-France,2002,presidential,3064756.0,4042811.5,1367.0,14084.0,5879893,Salary,75.80754136075846,24.192458639241536
