region,year,election,Votants,Inscrits,socialcontribution,grosssalary,Total,Metric,participation,absent
Hauts-de-France,2004,cantonales,1259223.5,1950245.5,1480.0,14958.0,5893957,Salary,64.56743522802641,35.43256477197359
Hauts-de-France,2007,legislative,2309487.0,3895226.0,1606.0,16752.0,5922030,Salary,59.290192661478436,40.709807338521564
Hauts-de-France,2007,presidential,4348419.5,5257543.0,1606.0,16752.0,5922030,Salary,82.70820609550887,17.29179390449113
Hauts-de-France,2008,cantonales,1014367.5,1718332.0,1648.0,17322.0,5931091,Salary,59.03210206176688,40.96789793823312
Hauts-de-France,2011,cantonales,901390.5,2022670.5,1668.0,17551.0,5960170,Salary,44.56437664958281,55.43562335041719
Hauts-de-France,2012,legislative,2312751.5,4169065.0,1737.0,17568.0,5973098,Salary,55.4741051051015,44.5258948948985
Hauts-de-France,2012,presidential,3342203.5,4210628.0,1737.0,17568.0,5973098,Salary,79.37541620869855,20.624583791301447
La Réunion,2002,legislative,189126.5,344420.0,509.0,11367.0,740207,Salary,54.91159049997096,45.08840950002904
La Réunion,2002,presidential,281292.5,436945.5,509.0,11367.0,740207,Salary,64.37702184826254,35.622978151737456
La Réunion,2004,cantonales,133698.0,195386.0,572.0,12293.0,761630,Salary,68.42762531604106,31.57237468395894
La Réunion,2007,legislative,286406.5,512976.5,642.0,14155.0,794107,Salary,55.83228471479688,44.16771528520312
La Réunion,2007,presidential,382600.5,510795.5,642.0,14155.0,794107,Salary,74.90287208873218,25.09712791126782
La Réunion,2008,cantonales,131290.5,201051.0,698.0,14164.0,808250,Salary,65.3020875300297,34.697912469970305
La Réunion,2011,cantonales,139156.5,268219.0,762.0,15419.0,828581,Salary,51.88167132082365,48.11832867917635
La Réunion,2012,legislative,238945.5,490068.5,779.0,15748.0,833944,Salary,48.75757164559648,51.24242835440352
La Réunion,2012,presidential,400391.0,578382.0,779.0,15748.0,833944,Salary,69.22604783689673,30.773952163103274
Martinique ,2002,legislative,91653.5,266562.0,634.0,11617.0,389302,Salary,34.38355804653327,65.61644195346673
Martinique ,2002,presidential,107312.5,266379.0,634.0,11617.0,389302,Salary,40.2856456402344,59.7143543597656
Martinique ,2004,cantonales,55490.5,107163.5,661.0,12490.0,393852,Salary,51.78115683045067,48.21884316954933
Martinique ,2007,legislative,112633.0,288260.5,774.0,13875.0,397730,Salary,39.07333817848786,60.92666182151214
Martinique ,2007,presidential,179354.5,287491.5,774.0,13875.0,397730,Salary,62.38601836923874,37.61398163076126
Martinique ,2008,cantonales,57708.5,102129.5,784.0,13909.0,397693,Salary,56.5052213121576,43.4947786878424
Martinique ,2011,cantonales,56797.0,155580.5,1266.0,15824.0,392291,Salary,36.50650306433004,63.49349693566996
Martinique ,2012,legislative,108936.0,303058.0,1383.0,16140.0,388364,Salary,35.945594572656056,64.05440542734394
Martinique ,2012,presidential,169862.5,302807.5,1383.0,16140.0,388364,Salary,56.09586948804108,43.90413051195892
Normandie,2002,legislative,1293658.0,2069679.0,1465.0,15389.0,3231900,Salary,62.50524839842314,37.49475160157686
Normandie,2002,presidential,1737795.0,2247099.5,1465.0,15389.0,3231900,Salary,77.33502677562787,22.664973224372133
Normandie,2004,cantonales,621655.0,957646.5,1593.0,16386.0,3249220,Salary,64.91487203263418,35.08512796736582
Normandie,2007,legislative,1323443.5,2167451.5,1700.0,18061.0,3278145,Salary,61.059889921412314,38.940110078587686
Normandie,2007,presidential,2729952.5,3222025.0,1700.0,18061.0,3278145,Salary,84.72784972183642,15.27215027816358
Normandie,2008,cantonales,588708.5,939935.5,1733.0,18997.0,3293092,Salary,62.632861510178095,37.367138489821905
Normandie,2011,cantonales,467225.5,1021713.5,1741.0,19315.0,3315077,Salary,45.72960032337832,54.27039967662168
Normandie,2012,legislative,1324368.0,2285370.0,1819.0,19402.0,3322756,Salary,57.949828692946866,42.050171307053134
Normandie,2012,presidential,1948215.5,2372837.0,1819.0,19402.0,3322756,Salary,82.10490227520896,17.895097724791043
Nouvelle-Aquitaine,2002,legislative,2590080.5,3857113.0,1465.0,15649.0,5386308,Salary,67.15075498177005,32.84924501822995
Nouvelle-Aquitaine,2002,presidential,3042212.0,3877659.0,1465.0,15649.0,5386308,Salary,78.45486155435535,21.545138445644653
Nouvelle-Aquitaine,2004,cantonales,1180876.5,1719148.0,1581.0,16498.0,5476513,Salary,68.68963579633632,31.31036420366368
Nouvelle-Aquitaine,2007,legislative,2586022.0,3985575.5,1795.0,18621.0,5627671,Salary,64.88453173199204,35.11546826800796
Nouvelle-Aquitaine,2007,presidential,5026909.5,5796217.0,1795.0,18621.0,5627671,Salary,86.72742066075166,13.272579339248338
Nouvelle-Aquitaine,2008,cantonales,1065738.0,1615632.5,1851.0,19111.0,5671076,Salary,65.96413478931625,34.03586521068375
Nouvelle-Aquitaine,2011,cantonales,878063.5,1826476.5,1895.0,19676.0,5773078,Salary,48.07417451032083,51.92582548967917
Nouvelle-Aquitaine,2012,legislative,2269040.0,3779417.0,1965.0,19645.0,5808594,Salary,60.03677286734964,39.96322713265036
Nouvelle-Aquitaine,2012,presidential,3505744.0,4201549.5,1965.0,19645.0,5808594,Salary,83.4393120918842,16.560687908115796
Occitanie,2002,legislative,2377613.5,3537997.0,1414.0,15064.0,5030703,Salary,67.20224748636022,32.79775251363978
Occitanie,2002,presidential,2803894.5,3541326.5,1414.0,15064.0,5030703,Salary,79.17639054179274,20.823609458207258
Occitanie,2004,cantonales,1135418.0,1629409.5,1523.0,15782.0,5167552,Salary,69.68278999232544,30.31721000767456
Occitanie,2007,legislative,2464897.5,3834304.5,1730.0,18001.0,5371117,Salary,64.28538734990921,35.714612650090785
Occitanie,2007,presidential,4581127.0,5276528.5,1730.0,18001.0,5371117,Salary,86.82085200525307,13.179147994746927
Occitanie,2008,cantonales,1121142.5,1659559.0,1816.0,18323.0,5419946,Salary,67.55665209853943,32.44334790146057
Occitanie,2011,cantonales,891787.5,1807852.0,1846.0,18938.0,5573466,Salary,49.32856782524233,50.67143217475767
Occitanie,2012,legislative,2362888.5,3870842.0,1920.0,18938.0,5626858,Salary,61.04326913885919,38.95673086114081
Occitanie,2012,presidential,3347950.5,4008615.0,1920.0,18938.0,5626858,Salary,83.51888370422203,16.481116295777966
Pays de la Loire,2002,legislative,1241101.5,1956022.0,1489.0,15274.0,3314649,Salary,63.45028327902242,36.54971672097758
Pays de la Loire,2002,presidential,1839797.0,2351832.5,1489.0,15274.0,3314649,Salary,78.22823266537901,21.77176733462099
Pays de la Loire,2004,cantonales,683923.0,1065340.5,1595.0,16106.0,3379784,Salary,64.19759691854388,35.80240308145612
Pays de la Loire,2007,legislative,1355025.5,2208529.5,1807.0,18175.0,3482594,Salary,61.35419517828492,38.64580482171508
Pays de la Loire,2007,presidential,3431973.0,3949644.0,1807.0,18175.0,3482594,Salary,86.89322379434702,13.106776205652977
Pays de la Loire,2008,cantonales,575185.5,929738.0,1783.0,18832.0,3510170,Salary,61.865331953733204,38.134668046266796
Pays de la Loire,2011,cantonales,523000.5,1198190.5,1873.0,19136.0,3601113,Salary,43.64919434764338,56.35080565235662
Pays de la Loire,2012,legislative,1416537.5,2398753.5,1955.0,19191.0,3632614,Salary,59.05306651975704,40.94693348024296
Pays de la Loire,2012,presidential,2188295.0,2605713.5,1955.0,19191.0,3632614,Salary,83.98064484065497,16.019355159345025
Provence-Alpes-Côte d'Azur,2002,legislative,1798276.0,2968051.5,1502.0,16121.0,4629496,Salary,60.587762712338375,39.412237287661625
Provence-Alpes-Côte d'Azur,2002,presidential,2304118.5,3027403.5,1502.0,16121.0,4629496,Salary,76.10873476231365,23.891265237686355
Provence-Alpes-Côte d'Azur,2004,cantonales,998838.0,1561885.0,1630.0,17011.0,4719132,Salary,63.950803036075,36.049196963925
Provence-Alpes-Côte d'Azur,2007,legislative,1509142.0,2547078.0,1809.0,18587.0,4864015,Salary,59.249932667943426,40.750067332056574
Provence-Alpes-Côte d'Azur,2007,presidential,4636589.5,5496687.5,1809.0,18587.0,4864015,Salary,84.35243044106109,15.647569558938912
Provence-Alpes-Côte d'Azur,2008,cantonales,825746.0,1357192.5,1921.0,19217.0,4882913,Salary,60.84221656102579,39.15778343897421
Provence-Alpes-Côte d'Azur,2011,cantonales,748492.0,1709639.0,2018.0,20125.0,4916069,Salary,43.78070458149352,56.21929541850648
Provence-Alpes-Côte d'Azur,2012,legislative,1913199.0,3358010.0,2098.0,20110.0,4935576,Salary,56.97419007090508,43.02580992909492
Provence-Alpes-Côte d'Azur,2012,presidential,2780254.5,3436235.0,2098.0,20110.0,4935576,Salary,80.90990575440853,19.090094245591473
Île-de-France,2002,legislative,3625903.5,5789012.0,2146.0,20301.0,11185563,Salary,62.634237068432405,37.365762931567595
Île-de-France,2002,presidential,4484453.0,6036524.0,2146.0,20301.0,11185563,Salary,74.2886634758679,25.711336524132093
Île-de-France,2004,cantonales,1483170.5,2349328.0,2295.0,21315.0,11350290,Salary,63.13169127512208,36.86830872487792
Île-de-France,2007,legislative,3509640.0,6056057.0,2900.0,23194.0,11598866,Salary,57.95255890094826,42.04744109905174
Île-de-France,2007,presidential,9001644.5,10531676.0,2900.0,23194.0,11598866,Salary,85.4720986479265,14.5279013520735
Île-de-France,2008,cantonales,1274183.0,2429458.5,2878.0,23535.0,11659260,Salary,52.44720171182179,47.55279828817821
Île-de-France,2011,cantonales,1086443.5,2811160.0,2950.0,24138.0,11852851,Salary,38.6475156163292,61.3524843836708
Île-de-France,2012,legislative,3818206.0,6915841.5,3038.0,24200.0,11898502,Salary,55.20956488086085,44.79043511913915
Île-de-France,2012,presidential,5531531.0,6943717.0,3038.0,24200.0,11898502,Salary,79.66239119480244,20.33760880519756
