Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4
53,BRETAGNE,56,MORBIHAN,5,80319,39363,37991,1372,"49,01",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",20192,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,6972,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",10827,,,,,
53,BRETAGNE,56,MORBIHAN,6,87607,47862,45708,2154,"54,63",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",23328,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,8183,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14197,,,,,
41,LORRAINE,57,MOSELLE,1,75050,33192,32030,1162,"44,23",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",17190,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",8952,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,5888,,,,,
41,LORRAINE,57,MOSELLE,2,75947,35327,34075,1252,"46,52",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",15962,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",12186,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,5927,,,,,
41,LORRAINE,57,MOSELLE,3,72652,33666,32367,1299,"46,34",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",15840,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11174,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,5353,,,,,
41,LORRAINE,57,MOSELLE,4,70303,33494,31789,1705,"47,64",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",13232,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11500,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,7057,,,,,
41,LORRAINE,57,MOSELLE,5,75128,32010,30331,1679,"42,61",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",13415,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",9584,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,7332,,,,,
41,LORRAINE,57,MOSELLE,6,73131,28385,27327,1058,"38,81",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",12750,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",7061,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,7516,,,,,
41,LORRAINE,57,MOSELLE,7,79553,33989,32767,1222,"42,72",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",15110,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",9057,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,8600,,,,,
41,LORRAINE,57,MOSELLE,8,77535,33994,32647,1347,"43,84",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",17448,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",8137,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,7062,,,,,
41,LORRAINE,57,MOSELLE,9,74602,31567,30442,1125,"42,31",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",14954,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",10970,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,4518,,,,,
41,LORRAINE,57,MOSELLE,10,71646,27536,26476,1060,"38,43",SOC-COM-autreG,JEAN-PIERRE,MASSERET,"LA GAUCHE ET LES ECOLOGISTES AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE)",15931,UMP,LAURENT,HENART,"PRIORITE EMPLOI - RASSEMBLONS LES LORRAINS (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",5372,FN,THIERRY,GOURLOT,LISTE FRONT NATIONAL POUR LA LORRAINE ET LES FRANCAIS D'ABORD,5173,,,,,
26,BOURGOGNE,58,NIEVRE,1,54701,26704,25504,1200,"48,82",SOC-COM-autreG,FRANCOIS,PATRIAT,"LA BOURGOGNE POUR TOUS, UN AVENIR POUR CHACUN - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE INNOVANTE ET ENTREPRENANTE, SOLIDAIRE ET ECOLOGIQUE PRESENTE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE BOURGOGNE, LE PARTI RADICAL DE GAUCHE ET LE PARTI COMMUNISTE (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",15505,UMP,FRANCOIS,SAUVADET,"LISTE LA BOURGOGNE DYNAMIQUE CONDUITE PAR FRANCOIS SAUVADET (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CPNT)",6680,FN,EDOUARD,FERRAND,FRONT NATIONAL LES FRANCAIS D'ABORD,3319,,,,,
26,BOURGOGNE,58,NIEVRE,2,59835,31567,30025,1542,"52,76",SOC-COM-autreG,FRANCOIS,PATRIAT,"LA BOURGOGNE POUR TOUS, UN AVENIR POUR CHACUN - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE INNOVANTE ET ENTREPRENANTE, SOLIDAIRE ET ECOLOGIQUE PRESENTE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE BOURGOGNE, LE PARTI RADICAL DE GAUCHE ET LE PARTI COMMUNISTE (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",17732,UMP,FRANCOIS,SAUVADET,"LISTE LA BOURGOGNE DYNAMIQUE CONDUITE PAR FRANCOIS SAUVADET (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CPNT)",7831,FN,EDOUARD,FERRAND,FRONT NATIONAL LES FRANCAIS D'ABORD,4462,,,,,
26,BOURGOGNE,58,NIEVRE,3,52212,28127,26656,1471,"53,87",SOC-COM-autreG,FRANCOIS,PATRIAT,"LA BOURGOGNE POUR TOUS, UN AVENIR POUR CHACUN - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE INNOVANTE ET ENTREPRENANTE, SOLIDAIRE ET ECOLOGIQUE PRESENTE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE BOURGOGNE, LE PARTI RADICAL DE GAUCHE ET LE PARTI COMMUNISTE (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",15830,UMP,FRANCOIS,SAUVADET,"LISTE LA BOURGOGNE DYNAMIQUE CONDUITE PAR FRANCOIS SAUVADET (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CPNT)",7181,FN,EDOUARD,FERRAND,FRONT NATIONAL LES FRANCAIS D'ABORD,3645,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,1,57301,24313,23556,757,"42,43",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",14548,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",5464,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,3544,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,2,73541,34750,33643,1107,"47,25",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",20782,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",7573,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,5288,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,3,62115,27960,27168,792,"45,01",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",15191,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",8440,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,3537,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,4,74013,35587,34353,1234,"48,08",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",15418,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",13215,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,5720,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,5,88505,43017,41498,1519,"48,6",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",22186,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",10835,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8477,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,6,82640,45411,43539,1872,"54,95",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19985,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",15536,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8018,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,7,70225,30091,29098,993,"42,85",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",14707,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",8286,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,6105,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,8,71045,28216,27313,903,"39,72",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",14070,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",7874,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,5369,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,9,71262,31905,31095,810,"44,77",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",10985,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",15639,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,4471,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,10,79835,33159,32087,1072,"41,53",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",15073,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",10286,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,6728,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,11,87200,43442,41851,1591,"49,82",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",21303,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",12153,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8395,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,12,70190,33656,32160,1496,"47,95",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19057,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",5641,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,7462,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,13,64195,33766,32442,1324,"52,6",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",17087,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",8503,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,6852,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,14,75245,42208,40290,1918,"56,09",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",17551,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",13275,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,9464,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,15,75853,40717,38378,2339,"53,68",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",18619,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",11679,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8080,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,16,82522,40195,38451,1744,"48,71",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",22931,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",6434,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,9086,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,17,75454,36888,35614,1274,"48,89",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19092,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",8252,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8270,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,18,79710,39656,37926,1730,"49,75",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",17731,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",11252,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8943,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,19,79470,37110,35732,1378,"46,7",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",20904,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",6330,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8498,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,20,82846,37335,35885,1450,"45,07",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19491,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",8293,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8101,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,21,78485,34646,33406,1240,"44,14",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",16050,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",10666,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,6690,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,22,75022,39407,37723,1684,"52,53",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19461,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",9929,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,8333,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,23,66677,29782,28816,966,"44,67",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",14336,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",6701,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,7779,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,24,64496,29648,28474,1174,"45,97",SOC-autreG,DANIEL,PERCHERON,"RASSEMBLEMENT DES FORCES DE GAUCHE ET ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",13334,UMP,VALERIE,LETARD,"MA VIE, MA REGION, MON AVENIR AVEC VALERIE LETARD (TETE DE LISTE NOUVEAU CENTRE, LISTE UMP, NOUVEAU CENTRE, CNI, DEBOUT LA REPUBLIQUE, CPNT)",7879,FN,MARINE,LE PEN ,LISTE FRONT NATIONAL,7261,,,,,
