Numéro de département,Département,Numéro de commune,Nom de commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Divers gauche,Génération écologie,Verts,UDF/RPR,Divers droite,Front national,Extrême droite,Régionalistes,Catégoriel
66,PYRENEES ORIENTALES,136,Perpignan,68472,38640,36902,0,3182,4446,0,2774,1918,10378,0,11307,0,1107,1790
66,PYRENEES ORIENTALES,172,Saint-Estève,7244,4682,4488,0,425,598,0,384,279,1252,0,1194,0,106,250
67,BAS RHIN,43,Bischheim,9161,5085,4932,0,218,483,105,452,523,1442,234,1129,276,70,0
67,BAS RHIN,46,Bischwiller,5406,3167,3068,0,42,222,48,165,273,994,449,579,244,52,0
67,BAS RHIN,180,Haguenau,17516,11588,11213,0,132,714,154,842,1235,4484,665,2001,760,226,0
67,BAS RHIN,204,Hoenheim,7062,4425,4285,0,126,458,84,419,526,1300,276,781,252,63,0
67,BAS RHIN,218,Illkirch-Graffenstaden,15053,9810,9437,0,137,982,133,847,1124,3237,612,1635,580,150,0
67,BAS RHIN,267,Lingolsheim,11611,7133,6801,0,109,706,119,656,828,1948,862,1045,414,114,0
67,BAS RHIN,348,Obernai,6304,4134,3913,0,43,403,88,279,425,1348,309,738,217,63,0
67,BAS RHIN,365,Ostwald,6636,4468,4211,0,84,492,61,401,472,1210,267,813,347,64,0
67,BAS RHIN,437,Saverne,5887,4201,4003,0,36,212,32,246,304,852,1549,583,138,51,0
67,BAS RHIN,447,Schiltigheim,17320,9754,9287,0,240,1144,236,880,1112,2497,535,1772,692,179,0
67,BAS RHIN,462,Sélestat,10799,7737,7453,0,79,3183,49,357,599,1874,201,835,185,91,0
67,BAS RHIN,482,Strasbourg,124365,74223,71902,0,1591,9929,1322,6122,7862,25253,3618,11524,3753,928,0
68,HAUT RHIN,63,Cernay,6387,3974,3808,0,99,641,0,211,521,851,0,947,272,0,266
68,HAUT RHIN,66,Colmar,35304,22333,21464,0,395,2749,0,1555,3206,6890,0,3805,1103,0,1761
68,HAUT RHIN,112,Guebwiller,6457,4429,4155,0,78,759,0,250,582,1254,0,633,331,0,268
68,HAUT RHIN,154,Illzach,9175,5720,5524,0,103,938,0,335,748,1501,0,1259,287,0,353
68,HAUT RHIN,166,Kingersheim,7513,5051,4887,0,82,1416,0,201,628,1085,0,1064,227,0,184
68,HAUT RHIN,224,Mulhouse,56078,34193,33154,0,749,7117,0,1779,3993,8391,0,7864,1660,0,1601
68,HAUT RHIN,271,Riedisheim,8467,5699,5512,0,66,857,0,324,901,1790,0,869,304,0,401
68,HAUT RHIN,278,Rixheim,7928,5451,5253,0,72,740,0,338,1125,1452,0,850,332,0,344
68,HAUT RHIN,297,Saint-Louis,10541,6131,5702,0,78,1006,0,322,797,1613,0,1160,401,0,325
68,HAUT RHIN,375,Wittelsheim,7117,4556,4370,0,235,969,0,249,569,848,0,1008,272,0,220
68,HAUT RHIN,376,Wittenheim,8753,5420,5207,0,241,1148,0,358,692,1121,0,1125,288,0,234
69,RHONE,27,Brignais,5391,3813,3681,49,176,373,184,321,248,1407,204,719,0,0,0
69,RHONE,29,Bron,20967,13536,13146,153,775,1959,520,1152,916,3339,721,3611,0,0,0
69,RHONE,34,Caluire-et-Cuire,26460,17924,17466,162,590,2120,701,1436,1600,6458,1250,3149,0,0,0
69,RHONE,275,Décines-Charpieu,12719,8699,8357,149,662,1587,265,597,670,1808,464,2155,0,0,0
69,RHONE,81,Ecully,11802,7861,7694,56,131,728,291,505,434,3422,705,1422,0,0,0
69,RHONE,89,Francheville,7614,5285,5123,44,167,650,277,574,429,1761,393,828,0,0,0
69,RHONE,277,Genas,5909,4189,4080,43,175,479,188,337,314,1228,261,1055,0,0,0
69,RHONE,91,Givors,10613,6607,6321,130,1817,500,229,337,477,1303,173,1355,0,0,0
69,RHONE,123,Lyon,229217,145268,140405,1674,6796,17579,5689,10528,9995,48138,11617,28389,0,0,0
69,RHONE,282,Meyzieu,16475,11047,10566,141,653,1982,309,846,837,2460,518,2820,0,0,0
69,RHONE,283,Mions,5202,3541,3411,61,276,503,136,256,323,767,166,923,0,0,0
69,RHONE,149,Oullins,15615,10800,10366,147,833,1694,430,867,1037,3083,649,1626,0,0,0
69,RHONE,152,Pierre-Bénite,4965,3295,3177,67,838,273,163,186,278,601,138,633,0,0,0
69,RHONE,286,Rillieux-la-Pape,16372,10142,9835,177,462,1495,378,674,861,2684,511,2593,0,0,0
69,RHONE,202,Sainte-Foy-lès-Lyon,13031,9584,9365,100,296,1063,422,788,586,3902,691,1517,0,0,0
69,RHONE,199,Saint-Fons,6963,4645,4413,110,600,757,155,264,405,651,194,1277,0,0,0
69,RHONE,204,Saint-Genis-Laval,11160,7558,7329,62,347,785,497,669,632,2413,473,1451,0,0,0
69,RHONE,290,Saint-Priest,22446,14407,13787,246,1024,2140,523,917,1223,2746,663,4305,0,0,0
69,RHONE,243,Tarare,6603,4125,3854,93,151,535,159,238,299,1574,167,638,0,0,0
69,RHONE,244,Tassin-la-Demi-Lune,9837,6768,6594,63,178,684,281,512,453,2798,467,1158,0,0,0
69,RHONE,256,Vaulx-en-Velin,16554,9928,9402,97,1876,1252,318,481,777,1369,322,2910,0,0,0
69,RHONE,259,Vénissieux,27735,17549,16872,391,3857,2116,579,1245,1377,2490,676,4141,0,0,0
69,RHONE,264,Villefranche-sur-Saône,14371,9222,8902,116,458,1137,456,584,548,3052,316,2235,0,0,0
69,RHONE,266,Villeurbanne,58991,38924,37371,480,2227,8893,1188,2708,3194,8587,1739,8355,0,0,0
70,HAUTE SAONE,285,Héricourt,5935,4052,3747,0,210,1407,60,306,310,809,86,559,0,0,0
70,HAUTE SAONE,550,Vesoul,9267,6564,6267,0,305,1871,85,375,355,2475,216,585,0,0,0
71,SAONE ET LOIRE,14,Autun,11283,7952,7480,123,242,2321,0,0,498,2760,200,1056,0,0,280
71,SAONE ET LOIRE,76,Chalon-sur-Saône,30698,19363,18547,309,1256,3514,0,0,1565,9268,288,1865,0,0,482
71,SAONE ET LOIRE,176,Digoin,6285,4209,4029,167,677,864,0,0,275,1199,118,303,0,0,426
71,SAONE ET LOIRE,230,Gueugnon,6537,4435,4186,139,470,1193,0,0,279,1376,130,280,0,0,319
71,SAONE ET LOIRE,153,Le Creusot,17797,11374,10842,148,818,3313,0,0,828,4076,260,1053,0,0,346
71,SAONE ET LOIRE,270,Mâcon,20527,12222,11529,189,671,2931,0,0,1403,4120,571,1299,0,0,345
71,SAONE ET LOIRE,306,Montceau-les-Mines,16977,9593,9082,183,976,2140,0,0,680,3362,282,1014,0,0,445
71,SAONE ET LOIRE,342,Paray-le-Monial,7158,4538,4312,116,324,676,0,0,365,2097,154,327,0,0,253
71,SAONE ET LOIRE,486,Saint-Vallier,6774,4221,4008,64,873,738,0,0,351,1271,120,397,0,0,194
72,SARTHE,3,Allonnes,8320,5362,5107,1268,551,323,0,406,353,1703,40,463,0,0,0
72,SARTHE,132,La Ferté-Bernard,6286,4110,3842,517,170,466,0,367,237,1592,87,406,0,0,0
72,SARTHE,154,La Flèche,10405,7014,6594,438,126,1247,0,476,319,3422,98,468,0,0,0
72,SARTHE,181,Le Mans,97354,60603,58250,19387,2780,4140,0,4034,3392,19568,663,4286,0,0,0
72,SARTHE,264,Sablé-sur-Sarthe,8300,5666,5341,321,127,355,0,353,274,3485,58,368,0,0,0
73,SAVOIE,8,Aix-les-Bains,16096,10356,9950,0,347,2304,0,621,731,3562,52,2059,0,274,0
73,SAVOIE,11,Albertville,10081,5923,5633,0,413,1110,0,369,464,2107,230,802,0,138,0
73,SAVOIE,65,Chambéry,28308,17904,17358,0,986,4882,0,1115,1306,6123,89,2591,0,266,0
73,SAVOIE,179,La Motte-Servolex,5843,4110,3975,0,187,902,0,344,342,1514,28,605,0,53,0
73,SAVOIE,248,Saint-Jean-de-Maurienne,4813,2923,2843,0,133,1035,0,123,204,920,33,359,0,36,0
74,HAUTE SAVOIE,10,Annecy,28001,16550,16026,0,635,2037,635,1423,1241,5999,1259,2236,0,307,254
74,HAUTE SAVOIE,11,Annecy-le-Vieux,11365,7492,7235,0,195,768,341,704,537,2091,1531,813,0,126,129
74,HAUTE SAVOIE,12,Annemasse,13009,7547,7299,0,229,258,2087,460,408,2047,258,1307,0,115,130
74,HAUTE SAVOIE,42,Bonneville,4705,3098,2969,0,137,235,369,219,270,747,213,661,0,46,72
74,HAUTE SAVOIE,56,Chamonix-Mont-Blanc,7082,3516,3423,0,74,265,238,355,305,1250,235,435,0,84,182
74,HAUTE SAVOIE,81,Cluses,7922,5162,4986,0,192,385,244,322,292,649,1425,1184,0,93,200
74,HAUTE SAVOIE,93,Cran-Gevrier,7910,4808,4643,0,203,1252,131,437,438,1052,267,671,0,83,109
74,HAUTE SAVOIE,133,Gaillard,4847,2780,2687,0,96,167,477,216,231,769,119,502,0,60,50
74,HAUTE SAVOIE,208,Passy,5482,3601,3390,0,322,441,246,321,287,757,236,515,0,87,178
74,HAUTE SAVOIE,225,Rumilly,5179,3292,3158,0,128,520,67,291,247,934,242,555,0,52,122
74,HAUTE SAVOIE,256,Sallanches,7237,4161,4035,0,157,406,243,302,310,1230,476,635,0,114,162
74,HAUTE SAVOIE,268,Seynod,7516,4955,4780,0,223,699,149,619,442,1345,345,670,0,153,135
74,HAUTE SAVOIE,281,Thonon-les-Bains,18171,11471,10861,0,422,843,949,791,1031,3089,1349,1695,0,449,243
75,PARIS,100,Paris,1112862,717903,702091,11118,33882,118226,0,76275,43512,317402,10519,91157,0,0,0
76,SEINE MARITIME,57,Barentin,8036,5926,5527,302,386,1760,0,433,538,952,128,615,0,0,413
76,SEINE MARITIME,95,Bihorel,6599,4812,4668,80,172,869,0,385,420,1843,122,612,0,0,165
76,SEINE MARITIME,108,Bois-Guillaume,8093,5821,5694,44,168,826,0,432,392,2865,137,669,0,0,161
76,SEINE MARITIME,114,Bolbec,8028,5329,5033,194,733,1053,0,288,365,1343,108,611,0,0,338
76,SEINE MARITIME,157,Canteleu,7910,5674,5431,158,657,1595,0,372,511,1101,50,714,0,0,273
76,SEINE MARITIME,165,Caudebec-lès-Elbeuf,6495,3838,3625,124,269,974,0,227,258,898,56,662,0,0,157
76,SEINE MARITIME,212,Darnétal,5459,3463,3272,173,363,708,0,202,360,795,61,434,0,0,176
76,SEINE MARITIME,216,Déville-lès-Rouen,7575,4541,4321,156,406,1110,0,343,384,1064,80,540,0,0,238
76,SEINE MARITIME,217,Dieppe,24067,15860,15075,521,2457,2672,0,793,1188,4920,242,1469,0,0,813
76,SEINE MARITIME,231,Elbeuf,8540,5218,4975,148,388,1308,0,362,425,1129,91,865,0,0,259
76,SEINE MARITIME,259,Fécamp,14278,9693,9205,319,333,2980,0,417,537,1680,1632,859,0,0,448
76,SEINE MARITIME,305,Gonfreville-l'Orcher,6585,4633,4436,259,1536,561,0,241,367,489,62,517,0,0,404
76,SEINE MARITIME,319,Grand-Couronne,6285,4326,4079,90,975,835,0,570,336,611,65,442,0,0,155
76,SEINE MARITIME,341,Harfleur,5534,4083,3907,168,779,710,0,244,352,910,62,410,0,0,272
76,SEINE MARITIME,322,Le Grand-Quevilly,19792,14931,14060,341,992,6035,0,956,1314,1847,248,1650,0,0,677
76,SEINE MARITIME,351,Le Havre,122599,79669,76506,1877,11619,12371,0,5027,5827,23737,1158,11397,0,0,3493
76,SEINE MARITIME,498,Le Petit-Quevilly,11796,8016,7650,254,1020,2619,0,429,669,1159,125,1063,0,0,312
76,SEINE MARITIME,384,Lillebonne,6150,3993,3842,149,203,1205,0,214,315,1020,81,350,0,0,305
76,SEINE MARITIME,410,Maromme,8026,5382,5132,170,1193,966,0,364,444,1201,80,471,0,0,243
76,SEINE MARITIME,447,Montivilliers,11120,7495,7196,138,634,1854,0,530,578,2067,187,806,0,0,402
76,SEINE MARITIME,451,Mont-Saint-Aignan,12786,8590,8418,105,300,1480,0,760,662,3820,189,881,0,0,221
76,SEINE MARITIME,484,Oissel,7243,5076,4853,104,2147,564,0,242,345,703,62,550,0,0,136
76,SEINE MARITIME,540,Rouen,55150,36747,35507,845,1842,7198,0,2742,3457,12774,726,4734,0,0,1189
76,SEINE MARITIME,575,Saint-Etienne-du-Rouvray,16970,11350,10866,304,2566,2270,0,713,1008,1663,189,1646,0,0,507
76,SEINE MARITIME,681,Sotteville-lès-Rouen,19760,13872,13025,369,1351,3411,0,1023,1372,3134,253,1554,0,0,558
76,SEINE MARITIME,758,Yvetot,7828,5220,4948,161,146,1505,0,275,612,1526,102,396,0,0,225
77,SEINE ET MARNE,14,Avon,8201,5528,5323,74,228,736,0,646,508,2232,0,773,0,0,126
77,SEINE ET MARNE,53,Brie-Comte-Robert,6392,3957,3839,78,206,676,0,455,350,1334,0,618,0,0,122
77,SEINE ET MARNE,83,Champs-sur-Marne,10513,6446,6239,117,1000,905,0,701,818,1463,0,1102,0,0,133
77,SEINE ET MARNE,108,Chelles,26133,16188,15683,298,1261,2319,0,1539,1329,5316,0,3236,0,0,385
77,SEINE ET MARNE,118,Claye-Souilly,5570,3530,3427,55,209,437,0,379,334,1265,0,631,0,0,117
77,SEINE ET MARNE,122,Combs-la-Ville,10857,7524,7209,125,412,1273,0,845,764,2489,0,1114,0,0,187
77,SEINE ET MARNE,131,Coulommiers,7570,4398,4227,117,247,673,0,356,329,1635,0,733,0,0,137
77,SEINE ET MARNE,152,Dammarie-les-Lys,11309,6690,6478,139,625,1133,0,678,474,2145,0,1092,0,0,192
77,SEINE ET MARNE,186,Fontainebleau,10223,6409,6181,88,120,662,0,550,400,3302,0,935,0,0,124
77,SEINE ET MARNE,243,Lagny-sur-Marne,10730,6327,6105,124,348,793,0,660,715,2276,0,1033,0,0,156
77,SEINE ET MARNE,285,Le Mée-sur-Seine,10951,6681,6425,159,367,1018,0,821,590,1970,0,1357,0,0,143
77,SEINE ET MARNE,258,Lognes,4437,2804,2722,58,160,730,0,339,295,738,0,325,0,0,77
77,SEINE ET MARNE,284,Meaux,21346,13254,12734,302,754,2585,0,1008,864,4305,0,2573,0,0,343
77,SEINE ET MARNE,288,Melun,18622,10595,10185,192,485,1539,0,1158,785,3685,0,2078,0,0,263
77,SEINE ET MARNE,294,Mitry-Mory,9821,6186,6009,132,1554,605,0,476,499,1348,0,1207,0,0,188
77,SEINE ET MARNE,296,Moissy-Cramayel,5844,3744,3583,93,307,750,0,437,401,873,0,635,0,0,87
77,SEINE ET MARNE,305,Montereau-Fault-Yonne,8356,5532,5316,187,830,886,0,329,345,1766,0,858,0,0,115
77,SEINE ET MARNE,333,Nemours,6143,3975,3761,92,255,457,0,312,326,1556,0,648,0,0,115
77,SEINE ET MARNE,337,Noisiel,6937,4133,4024,84,287,996,0,455,402,965,0,732,0,0,103
77,SEINE ET MARNE,350,Ozoir-la-Ferrière,9588,6162,5939,81,341,912,0,675,627,2079,0,1061,0,0,163
77,SEINE ET MARNE,373,Pontault-Combault,13968,9046,8772,142,657,1988,0,891,947,2527,0,1437,0,0,183
77,SEINE ET MARNE,379,Provins,6190,3745,3565,115,219,502,0,263,232,1381,0,565,0,0,288
77,SEINE ET MARNE,390,Roissy-en-Brie,10264,6040,5801,99,378,1353,0,652,684,1414,0,1067,0,0,154
77,SEINE ET MARNE,407,Saint-Fargeau-Ponthierry,6842,4117,3984,65,161,546,0,529,326,1497,0,734,0,0,126
77,SEINE ET MARNE,445,Savigny-le-Temple,8976,5844,5616,110,415,1154,0,773,580,1454,0,998,0,0,132
77,SEINE ET MARNE,468,Torcy,8356,5167,5025,119,401,1024,0,552,577,1528,0,715,0,0,109
77,SEINE ET MARNE,479,Vaires-sur-Marne,7482,4923,4739,66,375,815,0,462,452,1630,0,840,0,0,99
77,SEINE ET MARNE,514,Villeparisis,10354,6336,6163,128,815,925,0,517,512,1886,0,1224,0,0,156
78,YVELINES,5,Achères,8812,5366,5185,91,843,559,0,823,469,1338,178,884,0,0,0
78,YVELINES,15,Andrésy,8135,5318,5153,64,174,647,0,770,735,1579,303,881,0,0,0
78,YVELINES,29,Aubergenville,5810,3904,3746,81,201,409,0,438,358,1115,187,957,0,0,0
78,YVELINES,73,Bois-d'Arcy,6688,4570,4404,80,245,665,0,616,373,1341,331,753,0,0,0
78,YVELINES,123,Carrières-sous-Poissy,4783,3210,3091,60,234,294,0,346,275,596,660,626,0,0,0
78,YVELINES,124,Carrières-sur-Seine,6250,4136,3991,74,252,473,0,543,380,1313,185,771,0,0,0
78,YVELINES,138,Chanteloup-les-Vignes,3344,2130,2060,39,137,188,0,214,258,635,109,480,0,0,0
78,YVELINES,146,Chatou,18175,11659,11369,147,385,1249,0,1387,808,4822,855,1716,0,0,0
78,YVELINES,172,Conflans-Sainte-Honorine,19524,12498,12022,254,716,2442,0,1486,1188,3004,679,2253,0,0,0
78,YVELINES,190,Croissy-sur-Seine,5810,3966,3909,29,86,370,0,495,282,1807,347,493,0,0,0
78,YVELINES,208,Elancourt,12111,8202,7944,92,411,1814,0,1198,648,2098,611,1072,0,0,0
78,YVELINES,242,Fontenay-le-Fleury,7950,5114,4988,93,340,620,0,716,396,1727,397,699,0,0,0
78,YVELINES,297,Guyancourt,9269,6313,6103,119,448,1161,0,1004,680,1415,467,809,0,0,0
78,YVELINES,311,Houilles,17394,11615,11248,160,1190,1449,0,1461,1127,3337,488,2036,0,0,0
78,YVELINES,126,La Celle-Saint-Cloud,14789,9337,9165,125,299,1051,0,1264,681,3892,690,1163,0,0,0
78,YVELINES,158,Le Chesnay,19679,12160,11947,107,278,1128,0,1356,667,5762,1107,1542,0,0,0
78,YVELINES,481,Le Pecq,11764,7331,7181,73,205,924,0,804,456,3433,426,860,0,0,0
78,YVELINES,650,Le Vésinet,11715,7873,7756,56,97,517,0,733,469,4258,601,1025,0,0,0
78,YVELINES,165,Les Clayes-sous-Bois,10459,6531,6299,128,878,755,0,903,624,1805,356,850,0,0,0
78,YVELINES,440,Les Mureaux,13299,8054,7780,165,832,1032,0,897,551,1658,354,2291,0,0,0
78,YVELINES,335,Limay,6573,4633,4455,90,819,439,0,426,388,805,294,1194,0,0,0
78,YVELINES,358,Maisons-Laffitte,15194,9845,9643,94,222,991,0,1156,590,4324,677,1589,0,0,0
78,YVELINES,361,Mantes-la-Jolie,19026,10755,10396,225,718,1306,0,993,788,2586,510,3270,0,0,0
78,YVELINES,362,Mantes-la-Ville,10930,7327,6971,141,744,1240,0,724,507,1346,311,1958,0,0,0
78,YVELINES,372,Marly-le-Roi,11855,7862,7684,111,287,1087,0,1054,618,3282,339,906,0,0,0
78,YVELINES,383,Maurepas,13660,8505,8238,129,460,1282,0,1291,644,2455,837,1140,0,0,0
78,YVELINES,418,Montesson,7748,5233,5080,69,280,698,0,728,471,1829,337,668,0,0,0
78,YVELINES,423,Montigny-le-Bretonneux,16015,10490,10170,149,428,1608,0,1791,905,2497,1580,1212,0,0,0
78,YVELINES,490,Plaisir,14299,9100,8784,143,393,1624,0,1265,878,2884,512,1085,0,0,0
78,YVELINES,498,Poissy,19549,13454,13104,210,971,1630,0,1549,1168,4369,610,2597,0,0,0
78,YVELINES,517,Rambouillet,15340,10451,10097,177,469,1231,0,1504,821,3918,655,1322,0,0,0
78,YVELINES,545,Saint-Cyr-l'Ecole,9071,5997,5791,121,1053,718,0,710,478,1549,355,807,0,0,0
78,YVELINES,551,Saint-Germain-en-Laye,26329,16697,16318,206,395,1532,0,1686,948,8942,753,1856,0,0,0
78,YVELINES,586,Sartrouville,25694,17436,16765,275,2035,2408,0,1821,1360,4680,944,3242,0,0,0
78,YVELINES,621,Trappes,11127,6730,6484,205,1538,788,0,690,573,1128,324,1238,0,0,0
78,YVELINES,624,Triel-sur-Seine,6358,4336,4210,57,202,457,0,668,348,1393,319,766,0,0,0
78,YVELINES,640,Vélizy-Villacoublay,14949,10017,9721,117,504,1217,0,1251,710,4133,548,1241,0,0,0
78,YVELINES,642,Verneuil-sur-Seine,8345,5500,5348,80,344,716,0,787,447,1782,326,866,0,0,0
78,YVELINES,646,Versailles,54980,36817,36057,399,876,3398,0,3348,1819,15818,4803,5596,0,0,0
78,YVELINES,686,Viroflay,10905,7271,7111,81,222,1001,0,940,519,2984,492,872,0,0,0
78,YVELINES,688,Voisins-le-Bretonneux,6194,4708,4605,52,119,554,0,735,352,1524,720,549,0,0,0
79,DEUX SEVRES,49,Bressuire,12418,8840,8357,0,149,1515,0,0,1065,2618,311,506,0,0,2193
79,DEUX SEVRES,191,Niort,38738,24977,23302,0,1317,7256,0,0,2915,7808,575,1619,0,0,1812
79,DEUX SEVRES,202,Parthenay,7709,5543,5232,0,116,2207,0,0,390,1626,162,247,0,0,484
79,DEUX SEVRES,329,Thouars,7451,4889,4592,0,293,1362,0,0,665,1272,238,300,0,0,462
80,SOMME,1,Abbeville,17180,12034,11220,0,1433,1788,0,789,934,3306,0,1042,0,0,1928
80,SOMME,16,Albert,7661,5786,5533,0,888,578,0,320,466,2527,0,424,0,0,330
80,SOMME,21,Amiens,74897,48509,46970,0,5639,5843,0,3822,4280,18309,0,7101,0,0,1976
81,TARN,4,Albi,31755,21944,20804,0,1627,4987,0,0,2493,7994,731,2086,0,262,624
81,TARN,60,Carmaux,8652,5939,5519,0,801,1975,0,0,539,1371,185,378,0,95,175
81,TARN,65,Castres,30687,21238,20125,0,1350,3652,0,0,2095,6051,2824,3315,0,271,567
81,TARN,99,Gaillac,7868,5630,5360,0,325,1007,0,0,553,2214,220,710,0,64,267
81,TARN,105,Graulhet,8751,6627,6140,0,523,1300,0,0,592,1620,697,1081,0,89,238
81,TARN,163,Mazamet,8324,6057,5738,0,282,937,0,0,479,2369,406,1006,0,118,141
82,TARN ET GARONNE,33,Castelsarrasin,8309,5809,5473,104,647,970,0,267,355,0,1822,703,0,0,605
82,TARN ET GARONNE,112,Moissac,8691,6159,5819,96,234,1575,0,278,374,0,1838,884,0,0,540
82,TARN ET GARONNE,121,Montauban,33774,24369,23173,795,1342,4048,0,1400,2117,0,9279,3102,0,0,1090
83,VAR,23,Brignoles,7386,5358,5036,0,447,364,653,264,358,1482,75,1083,0,96,214
83,VAR,50,Draguignan,19186,13303,12843,0,641,853,2019,782,768,3947,106,2931,0,106,690
83,VAR,61,Fréjus,25727,16745,16044,0,451,542,2155,792,1031,5235,153,4596,0,191,898
83,VAR,69,Hyères,31813,21625,20445,0,913,721,2879,1410,1218,7242,132,5162,0,123,645
83,VAR,47,La Crau,7893,5521,5346,0,306,232,650,348,328,1608,39,1554,0,38,243
83,VAR,62,La Garde,15475,10636,10268,0,1483,333,1356,715,677,2613,99,2627,0,69,296
83,VAR,126,La Seyne-sur-Mer,40105,25333,24313,0,3803,539,3671,1257,1619,6509,161,5921,0,194,639
83,VAR,144,La Valette-du-Var,13890,9253,8923,0,573,301,1159,582,491,2844,87,2555,0,58,273
83,VAR,98,Le Pradet,6934,4936,4761,0,242,247,676,332,285,1367,45,1367,0,21,179
83,VAR,90,Ollioules,7302,5024,4787,0,314,157,777,245,376,1456,38,1123,0,58,243
83,VAR,107,Roquebrune-sur-Argens,6389,4586,4425,0,175,194,553,254,208,1357,46,1094,0,297,247
83,VAR,115,Sainte-Maxime,7202,4916,4782,0,118,150,658,303,237,1847,32,1215,0,31,191
83,VAR,116,Saint-Maximin-la-Sainte-Baume,6027,4393,4176,0,291,226,877,185,241,1101,36,960,0,66,193
83,VAR,118,Saint-Raphaël,20868,14683,14141,0,401,551,1734,664,746,5273,118,4065,0,111,478
83,VAR,123,Sanary-sur-Mer,11814,7834,7536,0,258,243,1103,385,388,2885,61,1920,0,46,247
83,VAR,129,Six-Fours-les-Plages,21790,14856,14298,0,742,434,2216,900,1059,4038,160,4048,0,142,559
83,VAR,130,Solliès-Pont,5304,3768,3607,0,299,200,419,243,220,982,28,1026,0,37,153
83,VAR,137,Toulon,108336,70659,68555,0,4614,2498,8601,3634,3674,23200,866,19602,0,454,1412
84,VAUCLUSE,3,Apt,7196,5276,5048,0,254,1260,0,322,347,1339,127,1267,0,132,0
84,VAUCLUSE,7,Avignon,52639,36671,35153,0,2312,7914,0,2626,2501,7460,3194,8686,0,460,0
84,VAUCLUSE,19,Bollène,9229,6023,5745,0,1122,1215,0,353,360,1104,108,1356,0,127,0
84,VAUCLUSE,31,Carpentras,16166,10853,10353,0,524,1651,0,712,702,3886,216,2534,0,128,0
84,VAUCLUSE,35,Cavaillon,14224,9859,9451,0,588,1881,0,560,726,3054,299,2236,0,107,0
84,VAUCLUSE,92,Le Pontet,9602,6626,6306,0,416,1214,0,561,516,1294,363,1846,0,96,0
84,VAUCLUSE,54,L'Isle-sur-la-Sorgue,10322,7172,6806,0,498,1514,0,694,408,1220,720,1634,0,118,0
84,VAUCLUSE,87,Orange,15375,11077,10476,0,504,1899,0,697,630,3002,355,3171,0,218,0
84,VAUCLUSE,89,Pertuis,10103,7049,6735,0,568,1695,0,662,442,1536,165,1570,0,97,0
84,VAUCLUSE,129,Sorgues,9702,7270,6970,0,953,813,0,432,344,2422,101,1805,0,100,0
84,VAUCLUSE,138,Valréas,5935,4661,4454,0,341,659,0,263,282,2081,38,723,0,67,0
85,VENDEE,47,Challans,11362,7549,7037,0,304,1463,0,691,805,3102,0,672,0,0,0
85,VENDEE,60,Château-d'Olonne,7828,5375,5045,0,212,1025,0,471,569,2053,0,715,0,0,0
85,VENDEE,92,Fontenay-le-Comte,9266,6170,5795,0,250,1382,0,578,532,2508,0,545,0,0,0
85,VENDEE,191,La Roche-sur-Yon,31308,21303,20205,0,815,6772,0,2532,1580,7206,0,1300,0,0,0
85,VENDEE,109,Les Herbiers,9220,7131,6645,0,123,748,0,500,616,4176,0,482,0,0,0
85,VENDEE,194,Les Sables-d'Olonne,13215,8103,7681,0,378,1486,0,536,668,3390,0,1223,0,0,0
85,VENDEE,128,Luçon,6529,4422,4188,0,217,1094,0,454,321,1732,0,370,0,0,0
86,VIENNE,66,Châtellerault,24481,15962,14995,0,1531,3607,0,1140,841,5866,0,2010,0,0,0
86,VIENNE,194,Poitiers,43464,28700,27522,0,1899,6669,0,2671,2307,11653,0,2323,0,0,0
87,HAUTE VIENNE,85,Limoges,82665,62058,58037,5485,2677,16863,0,4409,4212,19233,0,5158,0,0,0
87,HAUTE VIENNE,154,Saint-Junien,8706,6404,5972,2170,478,700,0,344,329,1607,0,344,0,0,0
88,VOSGES,160,Epinal,22456,13993,13183,0,700,2056,0,1082,1119,5042,0,1628,0,0,1556
88,VOSGES,383,Remiremont,5726,3838,3654,0,117,384,0,265,177,1835,0,496,0,0,380
88,VOSGES,413,Saint-Dié,15368,9366,8760,0,473,3087,0,439,597,2482,0,1117,0,0,565
89,YONNE,24,Auxerre,22259,13433,12792,0,901,1109,4257,872,1042,2273,217,1701,0,0,420
89,YONNE,206,Joigny,6025,3742,3598,0,236,346,361,197,206,1120,254,686,0,0,192
89,YONNE,387,Sens,14868,9750,9227,0,1367,895,891,536,476,2331,653,1600,0,0,478
90,TERRITOIRE DE BELFORT,10,Belfort,28115,17703,16697,344,796,5146,0,0,2294,5046,0,2841,0,0,230
91,ESSONNE,27,Athis-Mons,15846,10427,10018,533,935,1506,206,1050,886,2931,160,1811,0,0,0
91,ESSONNE,103,Brétigny-sur-Orge,11422,7711,7476,689,582,947,65,786,537,2811,94,965,0,0,0
91,ESSONNE,114,Brunoy,15891,10113,9863,425,499,1277,197,1280,751,3608,257,1569,0,0,0
91,ESSONNE,122,Bures-sur-Yvette,5832,4172,4057,291,232,721,66,615,303,1342,104,383,0,0,0
91,ESSONNE,161,Chilly-Mazarin,10416,6606,6389,258,274,1397,81,708,483,2167,75,946,0,0,0
91,ESSONNE,174,Corbeil-Essonnes,18781,11954,11548,432,2530,1149,112,923,799,3390,136,2077,0,0,0
