Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,3,70812,47288,45270,2018,"66,78",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,21782,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",16341,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,7147,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,4,76373,50903,48209,2694,"66,65",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,19973,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",18385,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,9851,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,5,81865,54473,52172,2301,"66,54",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,22228,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",21576,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,8368,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,6,74400,49878,48283,1595,"67,04",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,21833,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",19186,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,7264,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,7,81439,51301,49855,1446,"62,99",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,24284,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",18743,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6828,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,8,95189,61810,60012,1798,"64,93",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,31898,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",22007,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6107,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,9,96157,62148,59862,2286,"64,63",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,30309,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",21211,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,8342,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,1,83441,57587,56267,1320,"69,02",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,22844,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",29100,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,4323,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,2,74645,50115,48830,1285,"67,14",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,20537,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",24362,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3931,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,3,66245,43608,42640,968,"65,83",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,13591,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",26182,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,2867,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,4,70303,47113,45939,1174,"67,01",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,18838,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",23354,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3747,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,5,64880,42651,41734,917,"65,74",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,16594,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",21468,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3672,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,6,56610,36600,35839,761,"64,65",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,13962,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",19043,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,2834,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,7,69183,46581,45542,1039,"67,33",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,23255,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",17460,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,4827,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,8,60524,38680,37365,1315,"63,91",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,18160,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",13138,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6067,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,9,79219,52037,50385,1652,"65,69",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,21755,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",20686,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,7944,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,10,94507,65104,62886,2218,"68,89",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,28404,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",28361,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,6121,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,11,52740,33653,32735,918,"63,81",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,17958,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",11633,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,3144,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,12,65993,43192,42096,1096,"65,45",SOC-COM-ECO,J.PAUL,HUCHON,RASSEMBLEMENT DE LA GAUCHE ET DES VERTS,19987,UMP,J.FRANCOIS,COPE,"POUR QUE VIVRE ICI SOIT UNE CHANCE POUR TOUS. UMP-MPF-DVD-INDEPENDANTS, LISTE SOUTENUE PAR NICOLAS SARKOZY",17948,FN,MARINE,LE PEN,LISTE FRONT NATIONAL POUR L'ILE-DE-FRANCE CONDUITE PAR MARINE LE PEN,4161,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,1,61316,40980,39968,1012,"66,83",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,25824,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,12190,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,1954,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,2,70762,50253,48790,1463,"71,02",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,30470,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,15250,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,3070,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,3,61196,42980,41408,1572,"70,23",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,21448,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,17484,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,2476,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,4,69186,46439,44866,1573,"67,12",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,23231,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,19186,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,2449,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,80,SOMME,1,57523,38477,37510,967,"66,89",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,21162,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,11234,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,5114,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,80,SOMME,2,61909,42131,41109,1022,"68,05",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,18712,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,17939,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,4458,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,80,SOMME,3,67751,50716,47964,2752,"74,86",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,22814,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,17830,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,7320,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,80,SOMME,4,71822,51519,49143,2376,"71,73",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,22048,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,18794,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,8301,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,80,SOMME,5,64931,46304,44609,1695,"71,31",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,20161,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,16233,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,8215,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,80,SOMME,6,76231,56383,54098,2285,"73,96",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,23749,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,21209,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,9140,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,81,TARN,1,56005,40017,37531,2486,"71,45",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,23616,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",9312,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,4603,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,81,TARN,2,75482,52962,49371,3591,"70,17",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,27263,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",15265,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,6843,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,81,TARN,3,57865,41225,38727,2498,"71,24",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,18789,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",14575,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,5363,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,81,TARN,4,74842,54691,50974,3717,"73,08",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,26338,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",16227,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,8409,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,82,TARN-ET-GARONNE,1,76647,54938,51171,3767,"71,68",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,25746,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",17145,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,8280,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,82,TARN-ET-GARONNE,2,79249,55347,51182,4165,"69,84",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,26172,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",15093,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,9917,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,1,50455,29398,28776,622,"58,27",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,10915,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,12145,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",5716,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,2,54361,32232,31362,870,"59,29",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,13661,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,11695,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",6006,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,3,105756,67458,65405,2053,"63,79",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,26657,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,25227,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",13521,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,4,109472,72317,70172,2145,"66,06",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,27133,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,27122,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",15917,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,5,98314,63951,61771,2180,"65,05",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,21966,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,25360,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",14445,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,6,144953,97972,94615,3357,"67,59",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,42061,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,31218,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",21336,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,83,VAR,7,101471,62077,60304,1773,"61,18",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,24676,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,22820,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",12808,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,84,VAUCLUSE,1,69543,45195,43783,1412,"64,99",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,21110,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,12835,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",9838,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,84,VAUCLUSE,2,111976,76669,73734,2935,"68,47",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,34346,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,22140,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",17248,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,84,VAUCLUSE,3,90164,62930,60664,2266,"69,8",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,24001,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,17184,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",19479,,,,,,,,,,,,,,,,,,,,
93,PROVENCE-ALPES-COTE D'AZUR,84,VAUCLUSE,4,77540,54623,52669,1954,"70,44",SOC-COM-ECO,MICHEL,VAUZELLE,GAUCHE UNIE ET ECOLOGISTES,20562,UMP,RENAUD,MUSELIER,CHOISISSONS LA CARTE DE L'AVENIR,15072,FN,GUY,MACARY,"LISTE FRONT NATIONAL POUR LA PROVENCE, LES ALPES ET LA COTE D'AZUR LISTE PRESENTEE PAR JEAN-MARIE LE PEN",17035,,,,,,,,,,,,,,,,,,,,
52,PAYS DE LA LOIRE,85,VENDEE,1,88916,56720,54108,2612,"63,79",SOC-COM-ECO,JACQUES,AUXIETTE,A GAUCHE POUR UNE REGION PLUS JUSTE,26280,UMP,FRANCOIS,FILLON,UNION PAYS DE LA LOIRE,27828,,,,,,,,,,,,,,,,,,,,,,,,,
52,PAYS DE LA LOIRE,85,VENDEE,2,85330,56100,53448,2652,"65,74",SOC-COM-ECO,JACQUES,AUXIETTE,A GAUCHE POUR UNE REGION PLUS JUSTE,27133,UMP,FRANCOIS,FILLON,UNION PAYS DE LA LOIRE,26315,,,,,,,,,,,,,,,,,,,,,,,,,
52,PAYS DE LA LOIRE,85,VENDEE,3,100072,60181,57297,2884,"60,14",SOC-COM-ECO,JACQUES,AUXIETTE,A GAUCHE POUR UNE REGION PLUS JUSTE,25805,UMP,FRANCOIS,FILLON,UNION PAYS DE LA LOIRE,31492,,,,,,,,,,,,,,,,,,,,,,,,,
52,PAYS DE LA LOIRE,85,VENDEE,4,86819,56235,53874,2361,"64,77",SOC-COM-ECO,JACQUES,AUXIETTE,A GAUCHE POUR UNE REGION PLUS JUSTE,19602,UMP,FRANCOIS,FILLON,UNION PAYS DE LA LOIRE,34272,,,,,,,,,,,,,,,,,,,,,,,,,
52,PAYS DE LA LOIRE,85,VENDEE,5,76849,49299,47183,2116,"64,15",SOC-COM-ECO,JACQUES,AUXIETTE,A GAUCHE POUR UNE REGION PLUS JUSTE,23563,UMP,FRANCOIS,FILLON,UNION PAYS DE LA LOIRE,23620,,,,,,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,86,VIENNE,1,77999,55531,53910,1621,"71,19",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,31410,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,18625,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,3875,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,86,VIENNE,2,70091,50122,48898,1224,"71,51",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,27669,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,18452,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,2777,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,86,VIENNE,3,67299,48622,46892,1730,"72,25",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,24713,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,18779,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,3400,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,86,VIENNE,4,74022,50451,48524,1927,"68,16",SOC-COM-ECO,SEGOLENE,ROYAL,DE NOUVELLES CHANCES POUR LA REGION,25250,UMP,ELISABETH,MORIN,LA DYNAMIQUE REGIONALE,17570,FN,J.ROMEE,CHARBONNEAU,FRONT NATIONAL POUR LE POITOU-CHARENTES,5704,,,,,,,,,,,,,,,,,,,,
