Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7,Nuance 8,Prénom candidat 8,Nom candidat 8,Liste 8,Nombre de voix 8,Nuance 9,Prénom candidat 9,Nom candidat 9,Liste 9,Nombre de voix 9,Nuance 10,Prénom candidat 10,Nom candidat 10,Liste 10,Nombre de voix 10,Nuance 11,Prénom candidat 11,Nom candidat 11,Liste 11,Nombre de voix 11,Nuance 12,Prénom candidat 12,Nom candidat 12,Liste 12,Nombre de voix 12,Nuance 13,Prénom candidat 13,Nom candidat 13,Liste 13,Nombre de voix 13,Nuance 14,Prénom candidat 14,Nom candidat 14,Liste 14,Nombre de voix 14,Nuance 15,Prénom candidat 15,Nom candidat 15,Liste 15,Nombre de voix 15,Nuance 16,Prénom candidat 16,Nom candidat 16,Liste 16,Nombre de voix 16,Nuance 17,Prénom candidat 17,Nom candidat 17,Liste 17,Nombre de voix 17,Nuance 18,Prénom candidat 18,Nom candidat 18,Liste 18,Nombre de voix 18,Nuance 19,Prénom candidat 19,Nom candidat 19,Liste 19,Nombre de voix 19,Nuance 20,Prénom candidat 20,Nom candidat 20,Liste 20,Nombre de voix 20,Nuance 21,Prénom candidat 21,Nom candidat 21,Liste 22,Nombre de voix 22,Nuance 22,Prénom candidat 22,Nom candidat 22,Liste 22,Nombre de voix 22
41,LORRAINE,57,MOSELLE,5,72578,38659,30747,7912,"53,27",EXG,ETIENNE,HODARA,LUTTE OUVRIERE,1289,SOC-COM,JEAN-PIERRE,MASSERET,"TETE DE LISTE SOC, UNION SOC-COM",4120,PRG,DANIEL,DELREZ,PARTI RADICAL DE GAUCHE,1523,ECO,BRIGITTE,RENN,LES VERTS,1963,ECO,JEAN-FRANCOIS,SECONDE,OXYGENE 57,623,RPR-UDF,PHILIPPE,LEROY,"TETE DE LISTE RPR, UNION RPR-UDF",4763,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,1817,DVD,JEAN-LOUIS,MASSON,"MOSELLE, AVENIR LORRAIN - RPR DISSIDENT",3376,DVD,JEAN-MARIE,RAUSCH,LISTE JEAN-MARIE RAUSCH,4608,FRN,JACQUES,MARCHAL,FRONT NATIONAL,6214,DIV,FABIENNE,VAN RUYMBEKE,LISTE MOSELLANE ALTERNATIVE,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,57,MOSELLE,6,71174,34104,32077,2027,"47,92",EXG,ETIENNE,HODARA,LUTTE OUVRIERE,1427,SOC-COM,JEAN-PIERRE,MASSERET,"TETE DE LISTE SOC, UNION SOC-COM",5573,PRG,DANIEL,DELREZ,PARTI RADICAL DE GAUCHE,2472,ECO,BRIGITTE,RENN,LES VERTS,1742,ECO,JEAN-FRANCOIS,SECONDE,OXYGENE 57,751,RPR-UDF,PHILIPPE,LEROY,"TETE DE LISTE RPR, UNION RPR-UDF",5290,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,1722,DVD,JEAN-LOUIS,MASSON,"MOSELLE, AVENIR LORRAIN - RPR DISSIDENT",3245,DVD,JEAN-MARIE,RAUSCH,LISTE JEAN-MARIE RAUSCH,2963,FRN,JACQUES,MARCHAL,FRONT NATIONAL,6518,DIV,FABIENNE,VAN RUYMBEKE,LISTE MOSELLANE ALTERNATIVE,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,57,MOSELLE,7,74599,40398,38022,2376,"54,15",EXG,ETIENNE,HODARA,LUTTE OUVRIERE,1548,SOC-COM,JEAN-PIERRE,MASSERET,"TETE DE LISTE SOC, UNION SOC-COM",5193,PRG,DANIEL,DELREZ,PARTI RADICAL DE GAUCHE,2426,ECO,BRIGITTE,RENN,LES VERTS,1932,ECO,JEAN-FRANCOIS,SECONDE,OXYGENE 57,1033,RPR-UDF,PHILIPPE,LEROY,"TETE DE LISTE RPR, UNION RPR-UDF",5680,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,2058,DVD,JEAN-LOUIS,MASSON,"MOSELLE, AVENIR LORRAIN - RPR DISSIDENT",5745,DVD,JEAN-MARIE,RAUSCH,LISTE JEAN-MARIE RAUSCH,4682,FRN,JACQUES,MARCHAL,FRONT NATIONAL,7395,DIV,FABIENNE,VAN RUYMBEKE,LISTE MOSELLANE ALTERNATIVE,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,57,MOSELLE,8,70417,37920,36389,1531,"53,85",EXG,ETIENNE,HODARA,LUTTE OUVRIERE,1522,SOC-COM,JEAN-PIERRE,MASSERET,"TETE DE LISTE SOC, UNION SOC-COM",7867,PRG,DANIEL,DELREZ,PARTI RADICAL DE GAUCHE,2125,ECO,BRIGITTE,RENN,LES VERTS,1660,ECO,JEAN-FRANCOIS,SECONDE,OXYGENE 57,491,RPR-UDF,PHILIPPE,LEROY,"TETE DE LISTE RPR, UNION RPR-UDF",2172,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,9766,DVD,JEAN-LOUIS,MASSON,"MOSELLE, AVENIR LORRAIN - RPR DISSIDENT",2081,DVD,JEAN-MARIE,RAUSCH,LISTE JEAN-MARIE RAUSCH,2357,FRN,JACQUES,MARCHAL,FRONT NATIONAL,5919,DIV,FABIENNE,VAN RUYMBEKE,LISTE MOSELLANE ALTERNATIVE,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,57,MOSELLE,9,67765,33370,31785,1585,"49,24",EXG,ETIENNE,HODARA,LUTTE OUVRIERE,1144,SOC-COM,JEAN-PIERRE,MASSERET,"TETE DE LISTE SOC, UNION SOC-COM",6837,PRG,DANIEL,DELREZ,PARTI RADICAL DE GAUCHE,1933,ECO,BRIGITTE,RENN,LES VERTS,1595,ECO,JEAN-FRANCOIS,SECONDE,OXYGENE 57,629,RPR-UDF,PHILIPPE,LEROY,"TETE DE LISTE RPR, UNION RPR-UDF",4905,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,4288,DVD,JEAN-LOUIS,MASSON,"MOSELLE, AVENIR LORRAIN - RPR DISSIDENT",2100,DVD,JEAN-MARIE,RAUSCH,LISTE JEAN-MARIE RAUSCH,3075,FRN,JACQUES,MARCHAL,FRONT NATIONAL,4827,DIV,FABIENNE,VAN RUYMBEKE,LISTE MOSELLANE ALTERNATIVE,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,57,MOSELLE,10,67792,33797,32385,1412,"49,85",EXG,ETIENNE,HODARA,LUTTE OUVRIERE,1626,SOC-COM,JEAN-PIERRE,MASSERET,"TETE DE LISTE SOC, UNION SOC-COM",11601,PRG,DANIEL,DELREZ,PARTI RADICAL DE GAUCHE,2032,ECO,BRIGITTE,RENN,LES VERTS,1123,ECO,JEAN-FRANCOIS,SECONDE,OXYGENE 57,377,RPR-UDF,PHILIPPE,LEROY,"TETE DE LISTE RPR, UNION RPR-UDF",1838,DVD,JEAN,KIFFER,CENTRE NATIONAL DES INDEPENDANTS,4144,DVD,JEAN-LOUIS,MASSON,"MOSELLE, AVENIR LORRAIN - RPR DISSIDENT",1563,DVD,JEAN-MARIE,RAUSCH,LISTE JEAN-MARIE RAUSCH,1659,FRN,JACQUES,MARCHAL,FRONT NATIONAL,5966,DIV,FABIENNE,VAN RUYMBEKE,LISTE MOSELLANE ALTERNATIVE,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,58,NIEVRE,1,56324,31215,29666,1549,"55,42",EXG,GENEVIEVE,LEMOINE,LUTTE OUVRIERE,1657,SOC-COM-autreG,EUGENE,TEISSEIRE,"TETE DE LISTE SOC, UNION SOC-COM-MDC",13187,ECO,JEAN-LUC,DREUMONT,LES VERTS,1505,ECO,JEAN-FRANCOIS,DAGUIN,BOURGOGNE ECOLOGIE,1069,RPR-UDF,SIMONE,RIGNAULT,"TETE DE LISTE RPR, UNION RPR-UDF",7280,FRN,REGIS,DE  LA CROIX-VAUBOIS,FRONT NATIONAL,3621,DIV,RENE,PESSON,"CHASSE, PECHE, NATURE ET TRADITIONS",1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,58,NIEVRE,2,60034,35258,33595,1663,"58,73",EXG,GENEVIEVE,LEMOINE,LUTTE OUVRIERE,1568,SOC-COM-autreG,EUGENE,TEISSEIRE,"TETE DE LISTE SOC, UNION SOC-COM-MDC",14229,ECO,JEAN-LUC,DREUMONT,LES VERTS,1623,ECO,JEAN-FRANCOIS,DAGUIN,BOURGOGNE ECOLOGIE,948,RPR-UDF,SIMONE,RIGNAULT,"TETE DE LISTE RPR, UNION RPR-UDF",9076,FRN,REGIS,DE  LA CROIX-VAUBOIS,FRONT NATIONAL,4491,DIV,RENE,PESSON,"CHASSE, PECHE, NATURE ET TRADITIONS",1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,58,NIEVRE,3,56822,35603,33912,1691,"62,66",EXG,GENEVIEVE,LEMOINE,LUTTE OUVRIERE,1462,SOC-COM-autreG,EUGENE,TEISSEIRE,"TETE DE LISTE SOC, UNION SOC-COM-MDC",13860,ECO,JEAN-LUC,DREUMONT,LES VERTS,1360,ECO,JEAN-FRANCOIS,DAGUIN,BOURGOGNE ECOLOGIE,951,RPR-UDF,SIMONE,RIGNAULT,"TETE DE LISTE RPR, UNION RPR-UDF",11461,FRN,REGIS,DE  LA CROIX-VAUBOIS,FRONT NATIONAL,3475,DIV,RENE,PESSON,"CHASSE, PECHE, NATURE ET TRADITIONS",1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,1,56175,27527,26653,874,49,EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1107,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",8157,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,178,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3695,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,966,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,2872,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,4725,DVD,THERESE,DANGREAUX,FEMMES DU NORD,652,FRN,CARL,LANG,FRONT NATIONAL,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,2,68589,38195,36871,1324,"55,69",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1890,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",12800,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,204,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,5512,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1496,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,4622,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,3512,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1164,FRN,CARL,LANG,FRONT NATIONAL,5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,3,57627,29252,28369,883,"50,76",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1150,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",7058,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,159,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3883,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1255,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,5215,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,4035,DVD,THERESE,DANGREAUX,FEMMES DU NORD,891,FRN,CARL,LANG,FRONT NATIONAL,4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,4,67005,37203,35994,1209,"55,52",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1456,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",8601,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,171,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3810,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1466,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,9245,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,4391,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1140,FRN,CARL,LANG,FRONT NATIONAL,5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,5,81840,47087,45019,2068,"57,54",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2446,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",15107,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,274,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,4613,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1555,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,6195,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,5269,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1562,FRN,CARL,LANG,FRONT NATIONAL,7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,6,73071,46653,44310,2343,"63,85",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1915,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",12417,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,257,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,4517,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1786,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,10806,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,5322,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1406,FRN,CARL,LANG,FRONT NATIONAL,5884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,7,67421,35641,33896,1745,"52,86",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1750,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",9184,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,488,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3619,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1472,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,5468,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,2971,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1171,FRN,CARL,LANG,FRONT NATIONAL,7773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,8,67141,32927,31792,1135,"49,04",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1566,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",8783,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,380,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3034,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1210,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,6414,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,2851,DVD,THERESE,DANGREAUX,FEMMES DU NORD,828,FRN,CARL,LANG,FRONT NATIONAL,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,9,64414,35150,34257,893,"54,57",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1005,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",6222,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,180,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,2748,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1736,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,8061,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,7318,DVD,THERESE,DANGREAUX,FEMMES DU NORD,978,FRN,CARL,LANG,FRONT NATIONAL,6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,10,72013,39349,37336,2013,"54,64",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1625,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",9789,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,307,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3339,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1615,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,6209,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,4986,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1085,FRN,CARL,LANG,FRONT NATIONAL,8381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,11,82228,48784,46581,2203,"59,33",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2505,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",15455,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,346,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,4387,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1454,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,5811,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,7118,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1542,FRN,CARL,LANG,FRONT NATIONAL,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,12,68545,42302,40069,2233,"61,71",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2755,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",14495,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,362,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3376,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1168,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,4401,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,2226,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1203,FRN,CARL,LANG,FRONT NATIONAL,10083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,13,65398,38802,37243,1559,"59,33",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,1587,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",14049,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,118,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3270,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,940,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,4230,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,5428,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1125,FRN,CARL,LANG,FRONT NATIONAL,6496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,14,68652,47039,44074,2965,"68,52",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2588,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",13124,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,327,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3527,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1501,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,7869,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,7616,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1267,FRN,CARL,LANG,FRONT NATIONAL,6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,15,68315,43599,41000,2599,"63,82",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2556,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",11177,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,293,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3781,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,2187,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,5392,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,8399,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1499,FRN,CARL,LANG,FRONT NATIONAL,5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,16,77945,46231,43925,2306,"59,31",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,3115,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",18888,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,402,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3487,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1184,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,5395,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,3551,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1319,FRN,CARL,LANG,FRONT NATIONAL,6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,17,72974,42397,40573,1824,"58,1",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2089,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",14327,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,369,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3435,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,960,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,5391,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,6283,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1259,FRN,CARL,LANG,FRONT NATIONAL,6460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,18,76805,47884,45108,2776,"62,34",EXG,NICOLE,BAUDRIN,LUTTE OUVRIERE,2443,SOC-COM-autreG,MICHEL,DELEBARRE,"TETE DE LISTE SOC, UNION SOC-COM-PRG",14256,DVG,ABDALMAJIDE,ROKIA,GENERATION 2001,349,ECO,MARIE-CHRISTINE,BLANDIN,LES VERTS,3157,ECO,BRUNO,BONDUELLE,GENERATION ECOLOGIE,1044,UDF,JEAN-LOUIS,BORLOO,UNION POUR LA DEMOCRATIE FRANCAISE,8388,RPR,COLETTE,CODACCIONI,RASSEMBLEMENT POUR LA REPUBLIQUE,6645,DVD,THERESE,DANGREAUX,FEMMES DU NORD,1540,FRN,CARL,LANG,FRONT NATIONAL,7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
