Numéro de département,Département,Numéro de commune,Nom de commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Radicaux gauche,Divers gauche,Ecolo,UDF,RPR,Droite Unie : RPR-UDF,Divers droite,Divers,Front national
92,HAUTS DE SEINE,32,Fontenay-aux-Roses,15055,11807,11546,290,752,3916,0,0,421,2400,2746,0,0,0,1021
92,HAUTS DE SEINE,33,Garches,10745,8527,8366,164,315,1896,0,0,191,2668,2320,0,0,0,812
92,HAUTS DE SEINE,35,La Garenne-Colombes,13929,10488,10189,278,732,2800,0,0,256,2043,2691,0,0,0,1389
92,HAUTS DE SEINE,36,Gennevilliers,19058,14303,13880,443,5673,2651,0,0,207,725,2061,0,0,0,2120
92,HAUTS DE SEINE,40,Issy-les-Moulineaux,26875,20991,20313,523,2158,5990,0,0,448,5069,4108,0,0,0,2017
92,HAUTS DE SEINE,44,Levallois-Perret,26518,21851,21282,437,2850,4898,0,0,447,2236,8035,0,0,0,2379
92,HAUTS DE SEINE,46,Malakoff,20464,14717,14264,377,4701,3297,0,0,272,1693,2500,0,0,0,1424
92,HAUTS DE SEINE,48,Meudon,31229,23196,22799,578,1517,7373,0,0,600,4255,6273,0,0,0,2203
92,HAUTS DE SEINE,49,Montrouge,23108,17618,17184,498,1327,5632,0,0,456,2865,4593,0,0,0,1813
92,HAUTS DE SEINE,50,Nanterre,40611,29067,28199,897,7365,7122,0,0,579,3145,5359,0,0,0,3732
92,HAUTS DE SEINE,51,Neuilly-sur-Seine,37023,30376,29986,297,340,3766,0,0,339,6448,15570,0,0,0,3226
92,HAUTS DE SEINE,60,Le Plessis-Robinson,14174,10264,10019,291,2029,2799,0,0,259,1250,2336,0,0,0,1055
92,HAUTS DE SEINE,62,Puteaux,21598,16779,16361,343,1039,4182,0,0,274,1167,7608,0,0,0,1748
92,HAUTS DE SEINE,63,Rueil-Malmaison,41216,32820,32071,729,2024,8845,0,0,773,5090,11689,0,0,0,2921
92,HAUTS DE SEINE,64,Saint-Cloud,18823,14562,14393,186,311,2742,0,0,227,6526,3078,0,0,0,1323
92,HAUTS DE SEINE,71,Sceaux,13497,10636,10390,209,371,2897,0,0,319,2799,2872,0,0,0,923
92,HAUTS DE SEINE,72,Sèvres,13516,11130,10911,257,681,3657,0,0,279,2203,2916,0,0,0,918
92,HAUTS DE SEINE,73,Suresnes,20841,16337,15946,426,1762,4880,0,0,343,1886,5028,0,0,0,1621
92,HAUTS DE SEINE,75,Vanves,16078,12495,12169,311,914,3936,0,0,281,2097,3535,0,0,0,1095
92,HAUTS DE SEINE,77,Ville-d'Avray,7315,5976,5911,93,111,1296,0,0,185,1944,1783,0,0,0,499
92,HAUTS DE SEINE,78,Villeneuve-la-Garenne,12121,8578,8280,319,1114,2485,0,0,146,883,1809,0,0,0,1524
93,SEINE SAINT-DENIS,1,Aubervilliers,30787,21034,20458,431,7244,4004,0,274,620,1294,3559,0,105,0,2927
93,SEINE SAINT-DENIS,5,Aulnay-sous-Bois,39341,28068,27256,406,4833,6664,0,245,915,2545,7169,0,161,0,4318
93,SEINE SAINT-DENIS,6,Bagnolet,16062,11870,11491,211,3408,2671,0,73,431,927,2175,0,44,0,1551
93,SEINE SAINT-DENIS,7,Le Blanc-Mesnil,25456,18116,17609,343,4293,3935,0,208,584,1461,3847,0,96,0,2842
93,SEINE SAINT-DENIS,8,Bobigny,22036,14212,13727,360,3852,3078,0,236,428,977,2437,0,77,0,2282
93,SEINE SAINT-DENIS,10,Bondy,26360,18386,17775,362,2124,6285,0,146,686,1636,3576,0,116,0,2844
93,SEINE SAINT-DENIS,13,Le Bourget,6384,4925,4753,76,591,1080,0,30,151,627,1335,0,29,0,834
93,SEINE SAINT-DENIS,14,Clichy-sous-Bois,11148,7515,7275,107,1443,1769,0,92,233,606,1735,0,45,0,1245
93,SEINE SAINT-DENIS,27,La Courneuve,15952,10950,10590,209,3325,2269,0,164,336,781,1795,0,57,0,1654
93,SEINE SAINT-DENIS,29,Drancy,37318,25420,24616,468,7823,5074,0,158,742,1812,4654,0,137,0,3748
93,SEINE SAINT-DENIS,31,Epinay-sur-Seine,25112,18416,17947,277,1983,6359,0,203,627,1846,3948,0,115,0,2589
93,SEINE SAINT-DENIS,32,Gagny,23084,16872,16433,190,1995,4559,0,83,490,1381,5410,0,89,0,2236
93,SEINE SAINT-DENIS,45,Les Lilas,11681,9124,8856,134,745,2656,0,42,275,2204,1597,0,34,0,1169
93,SEINE SAINT-DENIS,46,Livry-Gargan,21005,16169,15720,240,1424,5448,0,45,488,1851,3757,0,87,0,2380
93,SEINE SAINT-DENIS,47,Montfermeil,11659,8706,8461,134,1253,2098,0,49,244,1021,2228,0,42,0,1392
93,SEINE SAINT-DENIS,48,Montreuil,51508,35149,34199,551,9175,8268,0,190,1118,3002,7041,0,164,0,4690
93,SEINE SAINT-DENIS,49,Neuilly-Plaisance,10331,7440,7209,100,773,1937,0,32,232,703,2421,0,48,0,963
93,SEINE SAINT-DENIS,50,Neuilly-sur-Marne,15768,11359,11023,149,1176,4306,0,101,391,1018,2402,0,76,0,1404
93,SEINE SAINT-DENIS,51,Noisy-le-Grand,23119,17556,17067,233,2431,4991,0,91,598,1789,4471,0,77,0,2386
93,SEINE SAINT-DENIS,53,Noisy-le-Sec,20512,14702,14312,244,3155,3591,0,98,521,1463,3144,0,60,0,2036
93,SEINE SAINT-DENIS,55,Pantin,23651,16743,16284,296,2955,4613,0,168,524,1645,3595,0,97,0,2391
93,SEINE SAINT-DENIS,57,Les Pavillons-sous-Bois,11261,8282,8023,124,705,2300,0,24,259,997,2299,0,45,0,1270
93,SEINE SAINT-DENIS,59,Pierrefitte-sur-Seine,11227,8650,8411,137,2120,2048,0,87,258,891,1534,0,45,0,1291
93,SEINE SAINT-DENIS,61,Le Pré-Saint-Gervais,7259,5440,5275,87,570,1995,0,32,149,658,1011,0,30,0,743
93,SEINE SAINT-DENIS,62,Le Raincy,9046,6936,6791,54,278,1506,0,13,172,1870,1958,0,36,0,904
93,SEINE SAINT-DENIS,63,Romainville,14419,9687,9306,171,3069,1847,0,61,288,667,1804,0,52,0,1347
93,SEINE SAINT-DENIS,64,Rosny-sous-Bois,21300,15386,14949,194,2405,3519,0,89,441,2399,3431,0,96,0,2375
93,SEINE SAINT-DENIS,66,Saint-Denis,38754,26756,25859,677,7320,6181,0,350,871,1923,4263,0,131,0,4143
93,SEINE SAINT-DENIS,70,Saint-Ouen,19336,14240,13757,318,3802,3096,0,111,456,1088,2603,0,76,0,2207
93,SEINE SAINT-DENIS,71,Sevran,20990,14997,14498,267,2792,3777,0,235,528,1430,2908,0,91,0,2470
93,SEINE SAINT-DENIS,72,Stains,17828,12370,11776,305,3630,2504,0,272,406,883,1984,0,67,0,1725
93,SEINE SAINT-DENIS,73,Tremblay-en-France,16927,12282,11892,221,2872,2979,0,88,419,1119,2379,0,68,0,1747
93,SEINE SAINT-DENIS,77,Villemomble,18022,13355,13001,150,885,3531,0,67,425,1436,4526,0,74,0,1907
93,SEINE SAINT-DENIS,78,Villepinte,12912,9114,8827,157,1308,2417,0,101,300,1072,1916,0,66,0,1490
93,SEINE SAINT-DENIS,79,Villetaneuse,4173,3056,2969,57,826,722,0,39,106,174,492,0,16,0,537
94,VAL DE MARNE,2,Alfortville,22661,15897,15320,231,1971,6054,0,0,818,2502,2063,0,0,0,1681
94,VAL DE MARNE,3,Arcueil,12578,9140,8852,131,3210,2089,0,0,435,1005,1168,0,0,0,814
94,VAL DE MARNE,4,Boissy-Saint-Léger,7010,5525,5392,58,524,1726,0,0,280,791,1247,0,0,0,766
94,VAL DE MARNE,11,Bonneuil-sur-Marne,8166,5862,5651,74,1921,1136,0,0,296,718,797,0,0,0,709
94,VAL DE MARNE,15,Bry-sur-Marne,8397,6351,6242,41,391,1522,0,0,264,858,2408,0,0,0,758
94,VAL DE MARNE,16,Cachan,13490,10565,10279,139,1223,3654,0,0,497,1645,1997,0,0,0,1124
94,VAL DE MARNE,17,Champigny-sur-Marne,43057,29388,28632,368,7584,6476,0,0,1189,3723,5908,0,0,0,3384
94,VAL DE MARNE,18,Charenton-le-Pont,13645,10660,10407,68,635,2808,0,0,470,3560,1716,0,0,0,1150
94,VAL DE MARNE,19,Chennevières-sur-Marne,8757,6590,6388,60,575,1671,0,0,326,1052,1591,0,0,0,1113
94,VAL DE MARNE,21,Chevilly-Larue,9586,7518,7306,70,1477,2195,0,0,319,1016,1498,0,0,0,731
94,VAL DE MARNE,22,Choisy-le-Roi,19270,14537,14210,167,3416,3766,0,0,602,2014,2674,0,0,0,1571
94,VAL DE MARNE,28,Créteil,38896,30369,29536,344,2698,11035,0,0,1494,4369,6350,0,0,0,3246
94,VAL DE MARNE,33,Fontenay-sous-Bois,32532,23362,22845,187,5337,5059,0,0,1162,3259,5251,0,0,0,2590
94,VAL DE MARNE,34,Fresnes,13563,10230,9971,107,941,3826,0,0,541,1508,1933,0,0,0,1115
94,VAL DE MARNE,37,Gentilly,9970,7151,6959,93,2282,1663,0,0,330,927,966,0,0,0,698
94,VAL DE MARNE,38,L'Hay-les-Roses,17668,13853,13514,98,1183,5704,0,0,591,1915,2638,0,0,0,1385
94,VAL DE MARNE,41,Ivry-sur-Seine,29800,22529,21985,297,9552,4550,0,0,905,2315,2329,0,0,0,2037
94,VAL DE MARNE,42,Joinville-le-Pont,10219,8200,7979,68,919,1998,0,0,391,1473,2042,0,0,0,1088
94,VAL DE MARNE,43,Le Kremlin-Bicêtre,10091,7634,7423,98,1101,2136,0,0,348,1208,1602,0,0,0,930
94,VAL DE MARNE,44,Limeil-Brévannes,8014,6317,6121,91,935,1675,0,0,351,948,1351,0,0,0,770
94,VAL DE MARNE,46,Maisons-Alfort,32255,24937,24305,264,2037,6257,0,0,1046,8958,3059,0,0,0,2684
94,VAL DE MARNE,52,Nogent-sur-Marne,16326,12990,12750,79,550,2644,0,0,542,1562,5887,0,0,0,1486
94,VAL DE MARNE,54,Orly,13078,8754,8490,188,2566,2047,0,0,401,1035,1166,0,0,0,1087
94,VAL DE MARNE,58,Le Perreux-sur-Marne,18945,14395,14093,68,820,2974,0,0,424,596,7918,0,0,0,1293
94,VAL DE MARNE,59,Le Plessis-Trévise,6927,5503,5374,61,543,1470,0,0,269,1183,1054,0,0,0,794
94,VAL DE MARNE,60,La Queue-en-Brie,5376,4216,4106,50,623,1108,0,0,206,653,935,0,0,0,531
94,VAL DE MARNE,67,Saint-Mandé,13405,10204,10000,46,271,2162,0,0,516,1865,4042,0,0,0,1098
94,VAL DE MARNE,68,Saint-Maur-des-Fossés,48247,37655,36737,232,1955,8770,0,0,1561,7796,11623,0,0,0,4800
94,VAL DE MARNE,71,Sucy-en-Brie,14573,11667,11362,93,734,2970,0,0,572,2852,2665,0,0,0,1476
94,VAL DE MARNE,73,Thiais,13559,10687,10391,134,1268,3123,0,0,465,1500,2794,0,0,0,1107
94,VAL DE MARNE,74,Valenton,5686,4104,3983,49,1399,830,0,0,183,501,453,0,0,0,568
94,VAL DE MARNE,76,Villejuif,26574,19904,19400,240,7202,4333,0,0,857,2356,2551,0,0,0,1861
94,VAL DE MARNE,77,Villeneuve-le-Roi,12587,8734,8415,100,2688,1756,0,0,343,1376,1276,0,0,0,876
94,VAL DE MARNE,78,Villeneuve-Saint-Georges,15332,11564,11130,167,2388,2910,0,0,593,1995,1640,0,0,0,1437
94,VAL DE MARNE,79,Villiers-sur-Marne,12783,9657,9364,116,882,3060,0,0,435,1517,2061,0,0,0,1293
94,VAL DE MARNE,80,Vincennes,29040,22378,21759,158,1128,5533,0,0,1104,5130,6081,0,0,0,2625
94,VAL DE MARNE,81,Vitry-sur-Seine,43556,32105,31271,505,10632,7377,0,0,1430,3704,4216,0,0,0,3407
95,VAL D'OISE,18,Argenteuil,51247,36294,35114,532,10098,7983,0,211,1350,3531,5329,0,1428,0,4652
95,VAL D'OISE,19,Arnouville-lès-Gonesse,7680,5771,5575,74,614,1696,0,18,223,730,1098,0,259,0,863
95,VAL D'OISE,63,Bezons,13216,9738,9389,118,3057,2144,0,64,363,746,1119,0,528,0,1250
95,VAL D'OISE,127,Cergy,12961,9403,9155,116,584,3434,0,80,354,1601,1557,0,413,0,1016
95,VAL D'OISE,176,Cormeilles-en-Parisis,10042,7835,7599,54,880,2058,0,27,275,924,1709,0,858,0,814
95,VAL D'OISE,197,Deuil-la-Barre,11618,8623,8419,73,512,2289,0,20,319,1681,2096,0,355,0,1074
95,VAL D'OISE,199,Domont,7879,6343,6200,47,515,2108,0,20,246,741,1603,0,217,0,703
95,VAL D'OISE,203,Eaubonne,15685,11727,11450,89,717,3337,0,36,400,3261,1863,0,461,0,1286
95,VAL D'OISE,210,Enghien-les-Bains,7128,5670,5548,22,136,1138,0,13,159,1235,1752,0,329,0,764
95,VAL D'OISE,218,Eragny,8045,6038,5839,63,786,2102,0,19,263,800,925,0,252,0,629
95,VAL D'OISE,219,Ermont,15601,11596,11250,138,862,3502,0,49,473,2024,2389,0,506,0,1307
95,VAL D'OISE,252,Franconville,17892,13983,13567,162,1234,4067,0,34,628,2879,2412,0,559,0,1592
95,VAL D'OISE,268,Garges-lès-Gonesse,17362,10422,10090,169,1897,3249,0,55,303,834,1771,0,474,0,1338
95,VAL D'OISE,277,Gonesse,12077,8593,8353,111,927,2460,0,27,324,1021,1719,0,410,0,1354
95,VAL D'OISE,280,Goussainville,12250,9387,9091,118,2218,2190,0,32,341,650,1868,0,438,0,1236
95,VAL D'OISE,306,Herblay,11985,9502,9232,89,835,2819,0,43,417,1466,2075,0,549,0,939
95,VAL D'OISE,313,L'Isle-Adam,6345,5013,4889,46,318,1187,0,16,151,1028,1444,0,234,0,465
95,VAL D'OISE,424,Montigny-lès-Cormeilles,8012,6083,5923,59,1523,1309,0,25,207,555,1466,0,218,0,561
95,VAL D'OISE,428,Montmorency,12636,9923,9754,59,393,2594,0,42,366,1691,3112,0,380,0,1117
95,VAL D'OISE,476,Osny,6267,4912,4766,70,378,1435,0,29,184,1507,503,0,159,0,501
95,VAL D'OISE,487,Persan,4738,3323,3135,73,1009,730,0,7,116,298,337,0,124,0,441
95,VAL D'OISE,500,Pontoise,14819,10540,10265,126,605,2967,0,78,441,2810,1589,0,428,0,1221
95,VAL D'OISE,539,Saint-Brice-sous-Forêt,5527,4192,4097,37,369,1387,0,21,188,548,912,0,173,0,462
95,VAL D'OISE,555,Saint-Gratien,13166,9394,9157,112,877,2896,0,35,348,1869,1509,0,346,0,1165
95,VAL D'OISE,563,Saint-Leu-la-Forêt,8280,6661,6490,41,371,2122,0,25,306,1098,1539,0,304,0,684
95,VAL D'OISE,572,Saint-Ouen-l'Aumône,9354,6519,6304,95,544,2141,0,34,231,997,1138,0,291,0,833
95,VAL D'OISE,582,Sannois,13759,9935,9594,91,1017,2834,0,63,410,1453,1788,0,592,0,1346
95,VAL D'OISE,585,Sarcelles,27811,19022,18536,193,2694,6377,0,107,596,1410,4326,0,566,0,2267
95,VAL D'OISE,598,Soisy-sous-Montmorency,9786,7596,7379,64,416,2146,0,29,301,1286,1785,0,481,0,871
95,VAL D'OISE,607,Taverny,14322,10687,10410,88,708,3289,0,88,494,1392,2736,0,455,0,1160
95,VAL D'OISE,680,Villiers-le-Bel,11793,8040,7763,105,700,2816,0,36,360,774,1501,0,353,0,1118
