region,year,election,Votants,socialcontribution,grosssalary,Total,Metric,participation
Centre-Val-de-Loire,2007,presidential,463362.83333333343,1774.0,18912.0,2526919,Salary,18.33706712931176
Centre-Val-de-Loire,2008,cantonales,29754.380950149924,1831.0,19651.0,2531588,Salary,1.1753247744162922
Centre-Val-de-Loire,2011,cantonales,19478.53926237161,1849.0,20136.0,2556835,Salary,0.7618223022749459
Centre-Val-de-Loire,2012,legislative,237735.95,1918.0,20004.0,2563586,Salary,9.273570303473338
Centre-Val-de-Loire,2012,presidential,329008.58333333326,1918.0,20004.0,2563586,Salary,12.83392027157791
Corse,2002,legislative,59453.5,1301.0,14022.0,274093,Salary,21.690995392074953
Corse,2002,presidential,60443.5,1301.0,14022.0,274093,Salary,22.052186666569376
Corse,2004,cantonales,5551.403743315508,1418.0,14836.0,283972,Salary,1.9549123657668743
Corse,2007,legislative,66300.08333333331,1641.0,17336.0,299209,Salary,22.158452230157955
Corse,2007,presidential,159027.0,1641.0,17336.0,299209,Salary,53.149136556721224
Corse,2008,cantonales,6561.1833333333325,1687.0,18282.0,302966,Salary,2.165650050940809
Corse,2011,cantonales,5239.380116959063,1714.0,18831.0,314486,Salary,1.6660137866102347
Corse,2012,legislative,67074.25,1868.0,19126.0,316257,Salary,21.208779568515478
Corse,2012,presidential,82955.5,1868.0,19126.0,316257,Salary,26.230407548291424
DOM,2002,legislative,79028.25,485.0,10071.0,1699171,Salary,4.650988629160926
DOM,2002,presidential,153230.5,485.0,10071.0,1699171,Salary,9.017956403446151
DOM,2007,legislative,101593.75,607.0,12182.0,1805452,Salary,5.627053502391645
DOM,2007,presidential,264500.0,607.0,12182.0,1805452,Salary,14.650071007149457
DOM,2012,legislative,83774.66666666669,919.0,13949.0,1865270,Salary,4.491289018033137
DOM,2012,presidential,91615.66666666666,919.0,13949.0,1865270,Salary,4.911657114877023
Grand Est,2002,legislative,403256.525,1597.0,15742.0,5432715,Salary,7.422743968715459
Grand Est,2002,presidential,518958.96468253963,1597.0,15742.0,5432715,Salary,9.552479095305747
Grand Est,2004,cantonales,59935.660557856,1717.0,16709.0,5458878,Salary,1.097948343191696
Grand Est,2007,legislative,399756.6,1731.0,18190.0,5506616,Salary,7.259569216375356
Grand Est,2007,presidential,834486.2293650794,1731.0,18190.0,5506616,Salary,15.154247715204392
Grand Est,2008,cantonales,62238.71494155355,1769.0,18458.0,5521452,Salary,1.1272164449053177
Grand Est,2011,cantonales,43404.400699760015,1830.0,19058.0,5539035,Salary,0.7836094319635102
Grand Est,2012,legislative,423626.236489899,1882.0,18976.0,5548955,Salary,7.634342619284154
Grand Est,2012,presidential,605220.7888888889,1882.0,18976.0,5548955,Salary,10.906932726772679
Guadeloupe ,2002,legislative,26047.25,466.0,9768.0,393024,Salary,6.627394255821526
Guadeloupe ,2002,presidential,25597.125,466.0,9768.0,393024,Salary,6.512865626526625
Guadeloupe ,2004,cantonales,4092.775,497.0,10788.0,396992,Salary,1.030946467435112
Guadeloupe ,2007,legislative,29086.25,619.0,11721.0,400584,Salary,7.260961496215525
Guadeloupe ,2007,presidential,47233.75,619.0,11721.0,400584,Salary,11.791222315419487
Guadeloupe ,2008,cantonales,4207.764705882353,641.0,13388.0,401784,Salary,1.0472703507064376
Guadeloupe ,2011,cantonales,3482.9117647058824,790.0,14493.0,404635,Salary,0.8607539547260821
Guadeloupe ,2012,legislative,27380.857142857138,889.0,14782.0,403314,Salary,6.78896768841576
Guadeloupe ,2012,presidential,42728.125,889.0,14782.0,403314,Salary,10.59425782392875
Guyane,2002,legislative,8939.5,464.0,8544.0,176638,Salary,5.060915544786512
Guyane,2002,presidential,11888.75,464.0,8544.0,176638,Salary,6.730573262831327
Guyane,2004,cantonales,1794.3076923076926,442.0,8611.0,193167,Salary,0.9288893508247748
Guyane,2007,legislative,12841.0,554.0,9313.0,213031,Salary,6.027761217850923
Guyane,2007,presidential,19138.25,554.0,9313.0,213031,Salary,8.983786397284902
Guyane,2008,cantonales,1656.8823529411764,701.0,8986.0,219266,Salary,0.7556494636383098
Guyane,2011,cantonales,1564.0,1388.0,10061.0,237549,Salary,0.6583904794379265
Guyane,2012,legislative,12981.25,1364.0,10317.0,239648,Salary,5.416798804913873
Guyane,2012,presidential,20817.25,1364.0,10317.0,239648,Salary,8.686594505274403
Hauts-de-France,2002,legislative,222730.6137210616,1367.0,14084.0,5879893,Salary,3.78800453887616
Hauts-de-France,2002,presidential,274963.37440476194,1367.0,14084.0,5879893,Salary,4.676332960561731
Hauts-de-France,2004,cantonales,43666.454003617866,1480.0,14958.0,5893957,Salary,0.7408682147429625
Hauts-de-France,2007,legislative,224662.41498316496,1606.0,16752.0,5922030,Salary,3.793672355310003
Hauts-de-France,2007,presidential,373548.1196428571,1606.0,16752.0,5922030,Salary,6.307771484488548
Hauts-de-France,2008,cantonales,41346.026579819496,1648.0,17322.0,5931091,Salary,0.6971065960684045
Hauts-de-France,2011,cantonales,31321.122281416803,1668.0,17551.0,5960170,Salary,0.5255071966305794
Hauts-de-France,2012,legislative,234916.6621118013,1737.0,17568.0,5973098,Salary,3.932911566356375
Hauts-de-France,2012,presidential,329529.39642857143,1737.0,17568.0,5973098,Salary,5.516892514212414
La Réunion,2002,legislative,47281.625,509.0,11367.0,740207,Salary,6.387621976014818
La Réunion,2002,presidential,56258.5,509.0,11367.0,740207,Salary,7.600373949449275
La Réunion,2004,cantonales,7036.736842105262,572.0,12293.0,761630,Salary,0.9239048937286165
La Réunion,2007,legislative,57281.3,642.0,14155.0,794107,Salary,7.213297452358436
La Réunion,2007,presidential,76520.1,642.0,14155.0,794107,Salary,9.635993638136926
La Réunion,2008,cantonales,6251.928571428572,698.0,14164.0,808250,Salary,0.7735142061773673
La Réunion,2011,cantonales,6957.825,762.0,15419.0,828581,Salary,0.8397277996961069
La Réunion,2012,legislative,39824.25,779.0,15748.0,833944,Salary,4.775410579127615
La Réunion,2012,presidential,57198.714285714275,779.0,15748.0,833944,Salary,6.8588195713038616
Martinique ,2002,legislative,22913.375,634.0,11617.0,389302,Salary,5.885758357265054
Martinique ,2002,presidential,26828.125,634.0,11617.0,389302,Salary,6.891340142100477
Martinique ,2004,cantonales,3363.060606060606,661.0,12490.0,393852,Salary,0.8538894320863182
Martinique ,2007,legislative,28158.25,774.0,13875.0,397730,Salary,7.079740024639832
Martinique ,2007,presidential,44838.625,774.0,13875.0,397730,Salary,11.273634123651725
Martinique ,2008,cantonales,3394.6176470588234,784.0,13909.0,397693,Salary,0.8535774195318557
Martinique ,2011,cantonales,2704.6190476190477,1266.0,15824.0,392291,Salary,0.6894420334953001
Martinique ,2012,legislative,27234.0,1383.0,16140.0,388364,Salary,7.012493433994912
Martinique ,2012,presidential,42465.625,1383.0,16140.0,388364,Salary,10.934490581001329
Normandie,2002,legislative,229500.58030303032,1465.0,15389.0,3231900,Salary,7.101104003930516
Normandie,2002,presidential,282922.5083333333,1465.0,15389.0,3231900,Salary,8.754061336468743
Normandie,2004,cantonales,27316.17121277517,1593.0,16386.0,3249220,Salary,0.8406993436201665
Normandie,2007,legislative,234038.6913921827,1700.0,18061.0,3278145,Salary,7.1393636154649265
Normandie,2007,presidential,385641.1333333333,1700.0,18061.0,3278145,Salary,11.764004744553194
Normandie,2008,cantonales,30202.794000736103,1733.0,18997.0,3293092,Salary,0.9171560952665794
Normandie,2011,cantonales,20095.217441860463,1741.0,19315.0,3315077,Salary,0.6061764912809103
Normandie,2012,legislative,244987.2943609023,1819.0,19402.0,3322756,Salary,7.37301488164952
Normandie,2012,presidential,344239.5,1819.0,19402.0,3322756,Salary,10.360059540935296
Nouvelle-Aquitaine,2002,legislative,580880.2154761904,1465.0,15649.0,5386308,Salary,10.784385435741708
Nouvelle-Aquitaine,2002,presidential,673673.3477272728,1465.0,15649.0,5386308,Salary,12.507144926121432
Nouvelle-Aquitaine,2004,cantonales,62079.49007750418,1581.0,16498.0,5476513,Salary,1.1335587093010495
Nouvelle-Aquitaine,2007,legislative,586906.4226190476,1795.0,18621.0,5627671,Salary,10.42893983353056
Nouvelle-Aquitaine,2007,presidential,1107251.5446969694,1795.0,18621.0,5627671,Salary,19.675129279891618
Nouvelle-Aquitaine,2008,cantonales,67142.10075332304,1851.0,19111.0,5671076,Salary,1.1839393574221726
Nouvelle-Aquitaine,2011,cantonales,47119.81337310822,1895.0,19676.0,5773078,Salary,0.8161991466789158
Nouvelle-Aquitaine,2012,legislative,639390.7765151515,1965.0,19645.0,5808594,Salary,11.007668577200464
Nouvelle-Aquitaine,2012,presidential,877089.8666666667,1965.0,19645.0,5808594,Salary,15.099865245645791
Occitanie,2002,legislative,617075.7851190476,1414.0,15064.0,5030703,Salary,12.26619391204465
Occitanie,2002,presidential,720071.8940476191,1414.0,15064.0,5030703,Salary,14.313544131856304
Occitanie,2004,cantonales,64786.487440598816,1523.0,15782.0,5167552,Salary,1.253717184473399
Occitanie,2007,legislative,634428.4535714285,1730.0,18001.0,5371117,Salary,11.811853168929826
Occitanie,2007,presidential,1119457.276190476,1730.0,18001.0,5371117,Salary,20.842168885735983
Occitanie,2008,cantonales,71917.15186553265,1816.0,18323.0,5419946,Salary,1.3268979407826693
Occitanie,2011,cantonales,51624.828865982774,1846.0,18938.0,5573466,Salary,0.9262607660293034
Occitanie,2012,legislative,639356.7441520467,1920.0,18938.0,5626858,Salary,11.36258892888441
Occitanie,2012,presidential,862268.8805555556,1920.0,18938.0,5626858,Salary,15.324162801967912
Pays de la Loire,2002,legislative,246604.3041316527,1489.0,15274.0,3314649,Salary,7.4398316120848005
Pays de la Loire,2002,presidential,304071.94999999995,1489.0,15274.0,3314649,Salary,9.173579163283954
Pays de la Loire,2004,cantonales,39124.79186652284,1595.0,16106.0,3379784,Salary,1.1576121984873247
Pays de la Loire,2007,legislative,255155.5984848485,1807.0,18175.0,3482594,Salary,7.326596166100571
Pays de la Loire,2007,presidential,502978.5285714286,1807.0,18175.0,3482594,Salary,14.44264041606425
Pays de la Loire,2008,cantonales,39559.69924993644,1783.0,18832.0,3510170,Salary,1.1270023745270583
Pays de la Loire,2011,cantonales,28312.727490345915,1873.0,19136.0,3601113,Salary,0.7862215790047665
Pays de la Loire,2012,legislative,252305.14509803927,1955.0,19191.0,3632614,Salary,6.945553397581997
Pays de la Loire,2012,presidential,357268.0285714285,1955.0,19191.0,3632614,Salary,9.835012158501524
Provence-Alpes-Côte d'Azur,2002,legislative,266787.9129506641,1502.0,16121.0,4629496,Salary,5.762785256767996
Provence-Alpes-Côte d'Azur,2002,presidential,328996.0287698413,1502.0,16121.0,4629496,Salary,7.106519344002918
Provence-Alpes-Côte d'Azur,2004,cantonales,47620.07742431706,1630.0,17011.0,4719132,Salary,1.009085514546257
Provence-Alpes-Côte d'Azur,2007,legislative,283898.3977272727,1809.0,18587.0,4864015,Salary,5.83670892723959
Provence-Alpes-Côte d'Azur,2007,presidential,624632.1656746032,1809.0,18587.0,4864015,Salary,12.841904592699718
Provence-Alpes-Côte d'Azur,2008,cantonales,48861.90525254316,1921.0,19217.0,4882913,Salary,1.0006712233566963
Provence-Alpes-Côte d'Azur,2011,cantonales,36419.31184106069,2018.0,20125.0,4916069,Salary,0.7408218200570557
Provence-Alpes-Côte d'Azur,2012,legislative,263350.99375,2098.0,20110.0,4935576,Salary,5.335770206962673
Provence-Alpes-Côte d'Azur,2012,presidential,368972.01041666674,2098.0,20110.0,4935576,Salary,7.475763931437116
Île-de-France,2002,legislative,316196.2089812044,2146.0,20301.0,11185563,Salary,2.826824264287854
Île-de-France,2002,presidential,373094.2575091575,2146.0,20301.0,11185563,Salary,3.3354982445600414
Île-de-France,2004,cantonales,73157.29256487348,2295.0,21315.0,11350290,Salary,0.6445411752904417
Île-de-France,2007,legislative,326763.04803522467,2900.0,23194.0,11598866,Salary,2.817198233303365
Île-de-France,2007,presidential,775287.9981990231,2900.0,23194.0,11598866,Salary,6.6841706611579355
Île-de-France,2008,cantonales,71310.16121434153,2878.0,23535.0,11659260,Salary,0.6116182434763572
Île-de-France,2011,cantonales,49970.99271303259,2950.0,24138.0,11852851,Salary,0.42159470926473797
Île-de-France,2012,legislative,316425.35896603396,3038.0,24200.0,11898502,Salary,2.6593713978955833
Île-de-France,2012,presidential,456844.9703379953,3038.0,24200.0,11898502,Salary,3.8395166915801275
