Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,20 Pourcentage aux exprimés
88,VOSGES,2,75672,43280,42050,1230,"57,19%",M,BALU,JACQUES,LUTTE OUVRIERE,EXG,559,N,F,CALAIS,CATHERINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1241,N,F,BLAISE,SANDRA,PARTI COMMUNISTE FRANCAIS,COM,1403,N,M,PIERRET,CHRISTIAN,PARTI SOCIALISTE,SOC,12090,O,F,BITTERLIN,CATHERINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,1110,N,M,THOMAS,PASCAL,UDF - MOUVEMENT DEMOCRATE,MODEM,3187,N,M,CHERPION,GERARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18471,O,F,ODILE,CHANTAL,FRONT NATIONAL,FRN,3221,N,M,DAVION,PASCAL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,340,N,M,MANGIN,MICHEL,LA FRANCE EN ACTION,DIV,428,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,3,67485,41802,40838,964,"61,94%",F,LANGLADE,JEANNEFRANCOISE,LUTTE OUVRIERE,EXG,466,N,M,DEFRANOULD,ERIC,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1625,N,F,BEDEZ-STOUVENEL,JACQUELINE,PARTI SOCIALISTE,SOC,6607,N,M,POIROT,GILBERT,DIVERS GAUCHE,DVG,2695,N,M,FLECK,JEAN-FRANCOIS,LES VERTS,ECO,1944,N,M,MICHEL,GERARD,UDF - MOUVEMENT DEMOCRATE,MODEM,2414,N,M,VANNSON,FRANCOIS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21930,N,F,COLSON,MARTINE,MOUVEMENT POUR LA FRANCE,DVD,301,N,F,FERRY-VUILLEMIN,CHANTAL,FRONT NATIONAL,FRN,2263,N,M,MONSEAUX,LUCIEN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,231,N,F,MOKRANE,GHISLAINE,LA FRANCE EN ACTION,DIV,362,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,4,69424,43122,42156,966,"62,11%",M,BOURY,XAVIER,LUTTE OUVRIERE,EXG,674,N,M,BARBOT,GERY,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,1493,N,M,FRANQUEVILLE,CHRISTIAN,PARTI SOCIALISTE,SOC,13219,O,F,OHNENSTETTER,MARYSE,UDF MOUVEMENT DEMOCRATE,MODEM,2174,N,M,GAULTIER,JEAN-JACQUES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,20713,O,M,GROSSI,FRANCOIS,DIVERS DROITE,DVD,756,N,F,CONTOIS,FABIENNE,MOUVEMENT POUR LA FRANCE,DVD,234,N,M,BAZIN,BERNARD,FRONT NATIONAL,FRN,2075,N,M,LEBOUL,FABIEN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,239,N,F,BOUGARD,MARIE-THERESE,LA FRANCE EN ACTION,DIV,579,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,1,79225,47568,46721,847,"60,04%",F,PELLETIER,CHRISTINE,LUTTE OUVRIERE,EXG,466,N,M,HOURNON,MICHEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1226,N,F,PICQ-DEBELLE,BRIGITTE,PARTI COMMUNISTE FRANCAIS,COM,1526,N,F,LE CORRE,MIREILLE,PARTI SOCIALISTE,SOC,10256,O,F,DHOUKAR,CHANTAL,LES VERTS,ECO,1607,N,M,HENRIAT,PASCAL,UDF - MOUVEMENT DEMOCRATE,MODEM,5108,N,M,SOISSON,JEAN-PIERRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18430,O,M,SAULNIER-ARRIGHI,JEAN-PHILIPPE,DIVERS DROITE,DVD,3659,N,F,BONTEMPS,MARIE-JEANNE,MOUVEMENT POUR LA FRANCE,DVD,709,N,M,JACOB,RICHARD,FRONT NATIONAL,FRN,2649,N,F,CAREL-ROBILLARD,ANIQUE,CHASSE PECHE NATURE TRADITIONS,DIV,626,N,F,VOILLOT,PASCALE,LA FRANCE EN ACTION,DIV,459,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,2,73863,44099,43041,1058,"59,7%",M,MOREAU,CHRISTIAN,PARTI DES TRAVAILLEURS,EXG,703,N,M,GAUDIAU,ARMAND,LUTTE OUVRIERE,EXG,684,N,F,DESANTI,JACQUELINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1569,N,M,CAULLET,JEAN-YVES,PARTI SOCIALISTE,SOC,12378,O,M,PESQUET,BERNARD,LES VERTS,ECO,1483,N,F,BENEDETTI,JULIETTE,UDF - MOUVEMENT DEMOCRATE,MODEM,2577,N,M,ROLLAND,JEAN-MARIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19365,O,M,KOTOUJANSKY,JACQUES,MOUVEMENT POUR LA FRANCE,DVD,335,N,F,MANSARD,MARIE-SOLANGE,FRONT NATIONAL,FRN,2647,N,F,PETAS,FRANCOISE,CHASSE PECHE NATURE TRADITIONS,DIV,886,N,F,HYNEK,JUDITH,LA FRANCE EN ACTION,DIV,414,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,3,93246,54900,53333,1567,"58,88%",F,SCANIGLIA-KERMIN,ANNIE,PARTI DES TRAVAILLEURS,EXG,228,N,F,PUGET,JOCELYNE,LUTTE OUVRIERE,EXG,452,N,M,LADRANGE,ALAIN,GAUCHE ALTERNATIVE 2007,EXG,1646,N,M,VEY,DANIEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1403,N,M,PARIS,DANIEL,PARTI RADICAL DE GAUCHE (SOUTIEN PS),PRG,11396,O,M,BEN ALI,CHRISTOPHE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,613,N,M,GIRAULT,JEAN-LUC,LES VERTS,ECO,1524,N,M,BOUCHIER,ALEXANDRE,UDF - MOUVEMENT DEMOCRATE,MODEM,5595,N,F,FORT,MARIE-LOUISE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19996,O,M,LANGUILLAT,GUY,UNION POUR UN MOUVEMENT POPULAIRE,DVD,4224,N,M,LAGARDETTE,FRANCOIS,MOUVEMENT POUR LA FRANCE,DVD,1042,N,M,FERRAND,EDOUARD,FRONT NATIONAL,FRN,3972,N,M,COURTIN,SERGE,CHASSE PECHE NATURE TRADITIONS,DIV,881,N,M,FEVRE,CLAUDE,LA FRANCE EN ACTION,DIV,361,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TERRITOIRE DE BELFORT,1,46738,28697,28094,603,"61,4%",F,PETITOT,CHRISTIANE,LUTTE OUVRIERE,EXG,314,N,F,ADALLA,ELISABETH,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,695,N,F,COUQUEBERG,MARIE-FRANCE,PARTI COMMUNISTE FRANCAIS,COM,509,N,F,FORCINAL,ANNE-MARIE,PARTI SOCIALISTE,SOC,6748,O,F,MOREL-GRUNBLATT,ANNY,LES VERTS,ECO,964,N,M,FREYBURGER,PHILIPPE,GENERATION ECOLOGIE,ECO,239,N,M,GRUDLER,CHRISTOPHE,UDF - MOUVEMENT DEMOCRATE,MODEM,2435,N,M,MESLOT,DAMIEN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14044,O,M,DEVILLERS,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,277,N,M,SENNERICH,ROBERT,FRONT NATIONAL,FRN,1297,N,M,RICHARD,PASCAL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,160,N,M,LOUNES,MUSTAPHA,RESISTANCE CITOYENNE,DIV,238,N,M,MORO,PHILIPPE,LA FRANCE EN ACTION,DIV,174,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TERRITOIRE DE BELFORT,2,47487,29373,28689,684,"61,85%",M,MEYER,JACQUES,PARTI DES TRAVAILLEURS,EXG,130,N,M,PHEULPIN,JEAN-MARIE,LUTTE OUVRIERE,EXG,456,N,F,WELFELE,MARIE-CHRISTINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,650,N,M,CHEVALIER,BERTRAND,PARTI COMMUNISTE FRANCAIS,COM,437,N,M,DREYFUS-SCHMIDT,ALAIN,PARTI SOCIALISTE,SOC,2081,N,M,CHEVENEMENT,JEAN-PIERRE,MOUVEMENT REPUBLICAIN ET CITOYEN (SOUTIEN PS),DVG,7467,O,M,SIRON,JEAN,LES VERTS,ECO,1279,N,F,LUTZ,CATHERINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,225,N,M,ASTORGA,SEBASTIEN,UDF - MOUVEMENT DEMOCRATE,MODEM,1238,N,M,ZUMKELLER,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12380,O,F,ORIEZ,VALERIE,MOUVEMENT POUR LA FRANCE,DVD,275,N,F,SCHOTT,SYLVIANNE,FRONT NATIONAL,FRN,1488,N,M,FORET,JACQUES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,208,N,M,KIOUAS,BOUABDALLAH,RESISTANCE CITOYENNE,DIV,375,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,1,67565,37660,37139,521,"55,74%",F,DANQUIGNY,CHRISTINE,PARTI DES TRAVAILLEURS,EXG,115,N,M,CAMONIN,JEAN,LUTTE OUVRIERE,EXG,240,N,M,COUVIDAT,FRANCIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,867,N,M,BOURGES,FREDERIC,PARTI COMMUNISTE FRANCAIS,COM,1051,N,M,VALLS,MANUEL,PARTI SOCIALISTE,SOC,15337,O,M,PERARD,HERVE,LES VERTS,ECO,1075,N,F,LAMISCARRE,BERNADETTE,GENERATION ECOLOGIE,ECO,295,N,F,BOULAY-LAURENT,NATHALIE,UDF - MOUVEMENT DEMOCRATE,MODEM,2858,N,F,DE OLIVEIRA,CRISTELA,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11790,O,M,BEAUDET,BERNARD,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,692,N,F,FATNA,HUGUETTE,FRONT NATIONAL,FRN,1413,N,M,NJIE,ABOU,FORCE LIBERTES,DIV,110,N,M,BROSSOLLET,GUILLAUME,DIVERS,DIV,0,N,M,SAADI,MOURAD,SANS ETIQUETTE,DIV,1181,N,M,TAVERNIER,CHRISTOPHE,LA FRANCE EN ACTION,DIV,57,N,M,GOMIS,SIMON QUE,PARTI RACHID NEKKAZ,DIV,58,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,2,83858,52492,51840,652,"62,6%",M,CLARET,PHILIPPE,PARTI DES TRAVAILLEURS,EXG,270,N,M,CASTELLO,FREDERIC,LUTTE OUVRIERE,EXG,343,N,F,DONZAUD,CORINNE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1276,N,F,AUFFRET DEME,LAURENCE,PARTI COMMUNISTE FRANCAIS,COM,1832,N,F,LABARRE,MARIE-AGNES,PARTI SOCIALISTE,SOC,9631,N,M,BATHENDIER,SERGE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,301,N,M,GUIOMAR,XAVIER,LES VERTS,ECO,1523,N,F,VINCETTI,ELISABETH,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,642,N,F,TERRES,BEATRICE,UDF - MOUVEMENT DEMOCRATE,MODEM,4337,N,M,MARLIN,FRANCK,UNION POUR UN MOUVEMENT POPULAIRE,UMP,28506,N,M,ZONTA,ERIC,MOUVEMENT POUR LA FRANCE,DVD,802,N,F,SAKOSCHEK,MICHELLE,FRONT NATIONAL,FRN,2307,N,M,GUERINEL,JEAN-PIERRE,LA FRANCE EN ACTION,DIV,70,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,3,93556,58241,57516,725,"62,25%",F,VENOT,JOELLE,LUTTE OUVRIERE,EXG,431,N,F,DEPARPE,CHRISTELLE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1509,N,M,CAMO,PHILIPPE,PARTI COMMUNISTE FRANCAIS,COM,2248,N,F,ZINS,BRIGITTE,PARTI SOCIALISTE,SOC,14291,O,F,BONZANI,LAURENCE,LES VERTS,ECO,2253,N,F,SAMAIN,DANIELE,GENERATION ECOLOGIE,ECO,734,N,M,JULIE,BERTRAND,UDF - MOUVEMENT DEMOCRATE,MODEM,6977,N,F,COLOT,GENEVIEVE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,25572,O,F,PHILLIPS,MARIE-CHRISTINE,MOUVEMENT POUR LA FRANCE,DVD,952,N,F,DUTEY-HARISPE,BRIGITTE,FRONT NATIONAL,FRN,2143,N,M,CULLUS,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,320,N,M,BALGA,JACOB VLADIMIR,LA FRANCE EN ACTION,DIV,86,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,4,84608,53255,52550,705,"62,94%",M,VEYSSET,ALAIN,PARTI DES TRAVAILLEURS,EXG,182,N,M,LEBRETON,OLIVIER,LUTTE OUVRIERE,EXG,367,N,M,BEN HIBA,TAREK,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,452,N,M,WACH,PATRICE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1221,N,F,LE PEUTREC,MONIQUE,PARTI COMMUNISTE FRANCAIS,COM,1554,N,M,THOMAS,OLIVIER,PARTI SOCIALISTE,SOC,13161,O,F,LOEBER,MICHELE,LES VERTS,ECO,1868,N,M,LACOMBE,ALEX,GENERATION ECOLOGIE,ECO,664,N,M,PELLETANT,FRANCOIS,UDF - MOUVEMENT DEMOCRATE,MODEM,5842,N,F,KOSCIUSKO-MORIZET,NATHALIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,24682,O,M,ECHEVIN,PHILIPPE,SANS ETIQUETTE,DVD,53,N,M,GAMACHE,PATRICK,MOUVEMENT POUR LA FRANCE,DVD,581,N,M,KEHL,CYRILLE,FRONT NATIONAL,FRN,1553,N,M,ORIENT,REGIS,MOUVEMENT NATIONAL REPUBLICAIN,EXD,229,N,F,THELLIER,ISABELLE,LA FRANCE EN ACTION,DIV,141,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,5,65753,43579,43188,391,"66,28%",M,CATRICE,OLIVIER,PARTI DES TRAVAILLEURS,EXG,96,N,M,PAXION,DIDIER,LUTTE OUVRIERE,EXG,169,N,F,WHITAKER,BEATRICE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,808,N,F,PERINET,JOELLE,PARTI COMMUNISTE FRANCAIS,COM,977,N,F,OLIVIER,MAUD,PARTI SOCIALISTE,SOC,10928,O,M,LORIDANT,PAUL,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,2751,N,M,PLACE,JEAN-VINCENT,LES VERTS,ECO,1715,N,M,GARCIN,RAPHAEL,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,418,N,M,TCHORELOFF,DIMITRI,UDF - MOUVEMENT DEMOCRATE,MODEM,5707,N,M,LASBORDES,PIERRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18045,O,M,LEMAIRE,PIERRE,FRONT NATIONAL,FRN,923,N,M,DEBIEN,THIERRY,MOUVEMENT NATIONAL REPUBLICAIN,EXD,180,N,M,DHERSIN,PATRICK,LA FRANCE EN ACTION,DIV,85,N,M,MALEK,HASSAN,PARTI RACHID NEKKAZ,DIV,386,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,6,73040,45793,45229,564,"62,7%",M,RENARD,ALAIN,PARTI DES TRAVAILLEURS,EXG,199,N,F,LIRONCOURT,SYLVIE,LUTTE OUVRIERE,EXG,388,N,M,GUICHARD,SERGE,GAUCHE UNIE ANTILIBERALE,COM,2199,N,M,LAMY,FRANCOIS,PARTI SOCIALISTE,SOC,15409,O,F,BOURHIS,CLAUDINE,LES VERTS,ECO,1453,N,M,LAURETTI,LOUIS,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,484,N,M,MORGANTINI,CEDRIC,UDF MOUVEMENT DEMOCRATE,MODEM,5153,N,F,CARANTOIS,VERONIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17906,O,F,MET,JACQUELINE,FRONT NATIONAL,FRN,1561,N,F,NICOISE,MARIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,322,N,M,JACQUEMIN,JEAN-MICHEL,LA FRANCE EN ACTION,DIV,155,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,7,71879,42352,41814,538,"58,92%",M,AZZALIN,GIOVANNI,LUTTE OUVRIERE,EXG,250,N,F,ETMINANI,KATAYOUN,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,463,N,M,LOPES,MICHEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,891,N,F,PLOTTU,MICHELE,PARTI COMMUNISTE FRANCAIS,COM,1119,N,F,MATHIEU,SIMONE,PARTI SOCIALISTE,SOC,12176,O,F,DAMM,EVELYNE,LES VERTS,ECO,1245,N,M,THOMAS,DIDIER,GENERATION ECOLOGIE,ECO,435,N,F,GRANIER-BOMPARD,CATHERINE,UDF - MOUVEMENT DEMOCRATE,MODEM,4096,N,M,MARSAUDON,JEAN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18647,O,M,MIGNON,PATRICK,MOUVEMENT POUR LA FRANCE,DVD,440,N,M,DORDAIN,FRANCOIS-XAVIER,FRONT NATIONAL,FRN,1736,N,M,AURIAT,THIERRY,MOUVEMENT NATIONAL REPUBLICAIN,EXD,257,N,F,DARDARE,ISABELLE,LA FRANCE EN ACTION,DIV,59,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,8,73380,44544,44103,441,"60,7%",F,SELVA,JOCELYNE,PARTI DES TRAVAILLEURS,EXG,227,N,F,LEBORGNE,MONIQUE,LUTTE OUVRIERE,EXG,310,N,M,ULRICI,YENS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1150,N,F,SURAT,JOELLE,PARTI COMMUNISTE FRANCAIS,COM,1472,N,F,HACHE-AGUILAR,VERONIQUE,PARTI SOCIALISTE,SOC,9726,N,F,DEGRAVE,GHISLAINE,LES VERTS,ECO,1325,N,F,VIRANO,DOMINIQUE,UDF - MOUVEMENT DEMOCRATE,MODEM,3072,N,M,DUPONT-AIGNAN,NICOLAS,DIVERS DROITE,DVD,25306,N,M,SAINT-CERIN,MICHEL,FRONT NATIONAL,FRN,1400,N,F,MALIVERT,MONIQUE,LA FRANCE EN ACTION,DIV,115,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,9,74164,45050,44560,490,"60,74%",M,JO,ROLAND,LUTTE OUVRIERE,EXG,224,N,M,BONNARD,JEROME,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1073,N,M,DELAFRAYE,OLIVIER,COMMUNISTES,EXG,333,N,M,HENNI,AMAR,PARTI COMMUNISTE FRANCAIS,COM,1070,N,M,MANDON,THIERRY,PARTI SOCIALISTE,SOC,11653,O,F,MONTET,MAITENA,PARTI RADICAL DE GAUCHE,PRG,187,N,M,GRUBER,MICHEL,LES VERTS,ECO,1831,N,F,CHEVASSON,CAROLINE,UDF - MOUVEMENT DEMOCRATE,MODEM,4224,N,M,TRON,GEORGES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21770,O,M,STEENS,PHILIPPE,MOUVEMENT POUR LA FRANCE,DVD,414,N,F,RESSICAUD,LILIANE,FRONT NATIONAL,FRN,1522,N,M,GUILLERMAIN,PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,183,N,F,LANTZ,DANIELLE,LA FRANCE EN ACTION,DIV,76,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,10,60771,35025,34537,488,"57,63%",M,POULLET,CLEMENT,PARTI DES TRAVAILLEURS,EXG,131,N,M,CIUTI,PATRICE,LUTTE OUVRIERE,EXG,191,N,F,FEDERAK,MICHELE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,665,N,M,BARDON,PATRICK,PARTI COMMUNISTE FRANCAIS,COM,3495,N,M,DRAY,JULIEN,PARTI SOCIALISTE,SOC,11350,O,F,THIRIET,AMANDINE,LES VERTS,ECO,953,N,M,CUSA,MIRON,MOUVEMENT HOMMES-ANIMAUX-NATURE : MHAN,ECO,303,N,M,MIRABEAU,JEAN-BERNARD,UDF - MOUVEMENT DEMOCRATE,MODEM,2454,N,F,GAUDIN,LAURENCE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12475,O,F,RAMAGE,DANIELLE,MOUVEMENT POUR LA FRANCE,DVD,630,N,M,DE ROSTOLAN,MICHEL,FRONT NATIONAL,FRN,1403,N,M,ROUTIN,ROGER,MOUVEMENT NATIONAL REPUBLICAIN,EXD,241,N,M,DEDJI,NOEL,LA FRANCE EN ACTION,DIV,47,N,F,KHOBEIZI,FATIMA,PARTI RACHID NEKKAZ,DIV,199,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,1,59278,30272,29586,686,"51,07%",F,MOURRE,ODILE,PARTI DES TRAVAILLEURS,EXG,104,N,M,BRETON,MICHEL,LUTTE OUVRIERE,EXG,248,N,F,GUICHARD,ISABELLE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,554,N,M,GRIMAL,JEAN,COMMUNISTES,EXG,189,N,M,MUZEAU,ROLAND,PARTI COMMUNISTE FRANCAIS,COM,7914,O,M,SARRE,PHILIPPE,PARTI SOCIALISTE,SOC,7092,N,M,DENJEAN,JEAN-MARC,LES VERTS,ECO,677,N,F,LE GAL,ANNA,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,247,N,F,LEGHMARA,LEILA,UDF - MOUVEMENT DEMOCRATE,MODEM,2046,N,F,VIGNON,VERONIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,8405,O,F,POURDIEU,STEPHANIE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,96,N,M,JEAN,YVES,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,69,N,M,KADUR,ALEXANDRE,ALTERNATIVE LIBERALE,DVD,106,N,F,RABIER,MARIE-CECILE,FRONT NATIONAL,FRN,1192,N,M,ROBERT,BERTRAND,MNR - CONTRE L'IMMIGRATION-ISLAMISATION,EXD,143,N,M,DARRACQ,MICHEL,PARTI HUMANISTE,DIV,8,N,M,BEN M'BAREK,HASSAN,MOUVEMENT CITOYENNETE DEMOCRATIE,DIV,384,N,M,BINDER,SYLVAIN,LA FRANCE EN ACTION,DIV,112,N,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,2,62446,37519,37000,519,"60,08%",M,GOISET,PHILIPPE,LUTTE OUVRIERE,EXG,197,N,F,VILLIERS,CLAIRE,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,795,N,F,JOUBERT,VALERIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,782,N,F,ETCHEBERRY,MICHELE,PARTI SOCIALISTE,SOC,8492,O,M,FRAGER,DOMINIQUE,LES VERTS,ECO,1098,N,M,JOURDAN,PASCAL,GENERATION ECOLOGIE,ECO,490,N,M,TRUPIN,LAURENT,UDF - MOUVEMENT DEMOCRATE,MODEM,3841,N,M,AESCHLIMANN,MANUEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17289,O,M,POURBAGHER,FRANCIS,SANS ETIQUETTE,DVD,706,N,M,SEMOUN,JEAN-JACQUES,DIVERS DROITE ET INDEPENDANT,DVD,268,N,F,FISCHER,JOSIANE,DIVERS DROITE,DVD,1141,N,M,SALLES,LAURENT,FRONT NATIONAL,FRN,1164,N,M,MASSOL,HUBERT,MNR - CONTRE L'IMMIGRATION-ISLAMISATION,EXD,330,N,M,VALLET,GUILLAUME,PARTI HUMANISTE,DIV,10,N,M,ECH-CHETOUANI,ZOUHAIRR,MOUVEMENT CITOYENNETE DEMOCRATIE,DIV,397,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
